# Element-by-element rates at equilibrium at full current
           # s        inv_Ta        inv_Tb        inv_Tz
         # (m)         (1/s)         (1/s)         (1/s)
 # delta_s =   0.10000000149011612     
     245.60000   -1.3933E-32   -2.4440E-39   -2.8825E-36
     245.70000   -1.3962E-32   -2.5935E-39   -2.8274E-36
     245.80000   -1.3990E-32   -2.7454E-39   -2.7742E-36
     245.90000   -1.4018E-32   -2.8997E-39   -2.7228E-36
     246.00000   -1.4045E-32   -3.0564E-39   -2.6731E-36
     246.10000   -1.4071E-32   -3.2155E-39   -2.6252E-36
     246.20000   -1.4097E-32   -3.3771E-39   -2.5788E-36
     246.30000   -1.4123E-32   -3.5411E-39   -2.5341E-36
     246.40000   -1.4148E-32   -3.7076E-39   -2.4909E-36
     246.50000   -1.4173E-32   -3.8768E-39   -2.4493E-36
     246.60000   -1.4197E-32   -4.0485E-39   -2.4090E-36
     246.70000   -1.4221E-32   -4.2230E-39   -2.3702E-36
     246.80000   -1.4245E-32   -4.4002E-39   -2.3328E-36
     246.90000   -1.4269E-32   -4.5804E-39   -2.2967E-36
     247.00000   -1.4293E-32   -4.7635E-39   -2.2619E-36
     247.10000   -1.4317E-32   -4.9496E-39   -2.2284E-36
     247.20000   -1.4342E-32   -5.1391E-39   -2.1960E-36
     247.30000   -1.4366E-32   -5.3318E-39   -2.1649E-36
     247.40000   -1.4390E-32   -5.5281E-39   -2.1349E-36
     247.50000   -1.4415E-32   -5.7280E-39   -2.1060E-36
     247.60000   -1.4441E-32   -5.9318E-39   -2.0782E-36
     247.70000   -1.4467E-32   -6.1396E-39   -2.0515E-36
     247.80000   -1.4455E-32   -6.3368E-39   -2.0294E-36
     247.90000   -1.4360E-32   -6.5981E-39   -2.0160E-36
     248.00000   -1.4268E-32   -6.8445E-39   -2.0032E-36
     248.10000   -1.4217E-32   -7.0901E-39   -1.9877E-36
     248.20000   -1.4248E-32   -7.3245E-39   -1.9654E-36
     248.30000   -1.4280E-32   -7.5646E-39   -1.9441E-36
     248.40000   -1.4314E-32   -7.8108E-39   -1.9238E-36
     248.50000   -1.4349E-32   -8.0636E-39   -1.9044E-36
     248.60000   -1.4386E-32   -8.3233E-39   -1.8859E-36
     248.70000   -1.4424E-32   -8.5906E-39   -1.8685E-36
     248.80000   -1.4465E-32   -8.8660E-39   -1.8519E-36
     248.90000   -1.4509E-32   -9.1503E-39   -1.8363E-36
     249.00000   -1.4555E-32   -9.4441E-39   -1.8217E-36
     249.10000   -1.4604E-32   -9.7484E-39   -1.8081E-36
     249.20000   -1.4658E-32   -1.0064E-38   -1.7955E-36
     249.30000   -1.4715E-32   -1.0393E-38   -1.7839E-36
     249.40000   -1.4777E-32   -1.0735E-38   -1.7734E-36
     249.50000   -1.4844E-32   -1.1093E-38   -1.7640E-36
     249.60000   -1.4918E-32   -1.1468E-38   -1.7558E-36
     249.70000   -1.4998E-32   -1.1864E-38   -1.7489E-36
     249.80000   -1.5088E-32   -1.2281E-38   -1.7434E-36
     249.90000   -1.5187E-32   -1.2725E-38   -1.7394E-36
     250.00000   -1.5298E-32   -1.3199E-38   -1.7372E-36
     250.10000   -1.5423E-32   -1.3708E-38   -1.7369E-36
     250.20000   -1.5566E-32   -1.4260E-38   -1.7388E-36
     250.30000   -1.5731E-32   -1.4864E-38   -1.7435E-36
     250.40000   -1.5924E-32   -1.5534E-38   -1.7515E-36
     250.50000   -1.6152E-32   -1.6290E-38   -1.7639E-36
     250.60000   -1.6366E-32   -1.7206E-38   -1.7873E-36
     250.70000   -1.6653E-32   -1.8289E-38   -1.8186E-36
     250.80000   -1.7054E-32   -1.9629E-38   -1.8624E-36
     250.90000   -1.7658E-32   -2.1424E-38   -1.9284E-36
     251.00000   -1.8716E-32   -2.4220E-38   -2.0439E-36
     251.10000   -2.0175E-32   -2.7969E-38   -2.2032E-36
     251.20000   -1.8144E-32   -2.4287E-38   -1.9815E-36
     251.30000   -1.6972E-32   -2.2112E-38   -1.8534E-36
     251.40000   -1.6262E-32   -2.0653E-38   -1.7760E-36
     251.50000   -1.5795E-32   -1.9477E-38   -1.7249E-36
     251.60000   -1.5486E-32   -1.8428E-38   -1.6912E-36
     251.70000   -1.5278E-32   -1.7452E-38   -1.6684E-36
     251.80000   -1.5118E-32   -1.6595E-38   -1.6510E-36
     251.90000   -1.4996E-32   -1.5833E-38   -1.6376E-36
     252.00000   -1.4901E-32   -1.5144E-38   -1.6273E-36
     252.10000   -1.4828E-32   -1.4515E-38   -1.6193E-36
     252.20000   -1.4774E-32   -1.3933E-38   -1.6134E-36
     252.30000   -1.4736E-32   -1.3391E-38   -1.6090E-36
     252.40000   -1.4748E-32   -1.2864E-38   -1.6032E-36
     252.50000   -1.4771E-32   -1.2369E-38   -1.5986E-36
     252.60000   -1.4803E-32   -1.1901E-38   -1.5952E-36
     252.70000   -1.4844E-32   -1.1457E-38   -1.5929E-36
     252.80000   -1.4891E-32   -1.1035E-38   -1.5915E-36
     252.90000   -1.4946E-32   -1.0634E-38   -1.5909E-36
     253.00000   -1.5007E-32   -1.0250E-38   -1.5912E-36
     253.10000   -1.5074E-32   -9.8821E-39   -1.5922E-36
     253.20000   -1.5146E-32   -9.5296E-39   -1.5939E-36
     253.30000   -1.5224E-32   -9.1908E-39   -1.5963E-36
     253.40000   -1.5307E-32   -8.8649E-39   -1.5993E-36
     253.50000   -1.5394E-32   -8.5509E-39   -1.6029E-36
     253.60000   -1.5487E-32   -8.2480E-39   -1.6071E-36
     253.70000   -1.5584E-32   -7.9555E-39   -1.6119E-36
     253.80000   -1.5685E-32   -7.6727E-39   -1.6173E-36
     253.90000   -1.5791E-32   -7.3992E-39   -1.6231E-36
     254.00000   -1.5902E-32   -7.1343E-39   -1.6295E-36
     254.10000   -1.6017E-32   -6.8777E-39   -1.6365E-36
     254.20000   -1.6136E-32   -6.6289E-39   -1.6439E-36
     254.30000   -1.6259E-32   -6.3875E-39   -1.6519E-36
     254.40000   -1.6387E-32   -6.1531E-39   -1.6604E-36
     254.50000   -1.6519E-32   -5.9256E-39   -1.6693E-36
     254.60000   -1.6656E-32   -5.7045E-39   -1.6788E-36
     254.70000   -1.6797E-32   -5.4896E-39   -1.6889E-36
     254.80000   -1.6925E-32   -5.2829E-39   -1.7006E-36
     254.90000   -1.7051E-32   -5.0824E-39   -1.7133E-36
     255.00000   -1.7182E-32   -4.8871E-39   -1.7264E-36
     255.10000   -1.7335E-32   -4.6953E-39   -1.7390E-36
     255.20000   -1.7499E-32   -4.5080E-39   -1.7518E-36
     255.30000   -1.7668E-32   -4.3257E-39   -1.7651E-36
     255.40000   -1.7843E-32   -4.1482E-39   -1.7789E-36
     255.50000   -1.8022E-32   -3.9753E-39   -1.7933E-36
     255.60000   -1.8207E-32   -3.8071E-39   -1.8083E-36
     255.70000   -1.8397E-32   -3.6432E-39   -1.8239E-36
     255.80000   -1.8593E-32   -3.4837E-39   -1.8401E-36
     255.90000   -1.8795E-32   -3.3284E-39   -1.8569E-36
     256.00000   -1.9003E-32   -3.1772E-39   -1.8743E-36
     256.10000   -1.9218E-32   -3.0301E-39   -1.8923E-36
     256.20000   -1.9438E-32   -2.8869E-39   -1.9110E-36
     256.30000   -1.9666E-32   -2.7476E-39   -1.9304E-36
     256.40000   -1.9900E-32   -2.6122E-39   -1.9504E-36
     256.50000   -2.0141E-32   -2.4805E-39   -1.9711E-36
     256.60000   -2.0389E-32   -2.3525E-39   -1.9926E-36
     256.70000   -2.0645E-32   -2.2281E-39   -2.0148E-36
     256.80000   -2.0909E-32   -2.1073E-39   -2.0377E-36
     256.90000   -2.1180E-32   -1.9901E-39   -2.0614E-36
     257.00000   -2.1460E-32   -1.8765E-39   -2.0858E-36
     257.10000   -2.1747E-32   -1.7663E-39   -2.1111E-36
     257.20000   -2.2044E-32   -1.6595E-39   -2.1372E-36
     257.30000   -2.2349E-32   -1.5562E-39   -2.1640E-36
     257.40000   -2.2663E-32   -1.4562E-39   -2.1917E-36
     257.50000   -2.2977E-32   -1.3596E-39   -2.2207E-36
     257.60000   -2.3291E-32   -1.2662E-39   -2.2511E-36
     257.70000   -2.3614E-32   -1.1762E-39   -2.2823E-36
     257.80000   -2.3946E-32   -1.0894E-39   -2.3143E-36
     257.90000   -2.4286E-32   -1.0060E-39   -2.3472E-36
     258.00000   -2.4636E-32   -9.2577E-40   -2.3810E-36
     258.10000   -2.4993E-32   -8.4886E-40   -2.4155E-36
     258.20000   -2.5456E-32   -7.8577E-40   -2.4603E-36
     258.30000   -2.5906E-32   -7.4556E-40   -2.5038E-36
     258.40000   -2.6155E-32   -7.2228E-40   -2.5279E-36
     258.50000   -2.6121E-32   -7.1363E-40   -2.5245E-36
     258.60000   -2.6028E-32   -7.2543E-40   -2.5155E-36
     258.70000   -2.6041E-32   -7.4966E-40   -2.5168E-36
     258.80000   -2.6046E-32   -7.7529E-40   -2.5173E-36
     258.90000   -2.6042E-32   -8.0236E-40   -2.5169E-36
     259.00000   -2.6031E-32   -8.3090E-40   -2.5158E-36
     259.10000   -2.6012E-32   -8.6095E-40   -2.5140E-36
     259.20000   -2.5985E-32   -8.9253E-40   -2.5114E-36
     259.30000   -2.5951E-32   -9.2565E-40   -2.5082E-36
     259.40000   -2.5907E-32   -9.6031E-40   -2.5044E-36
     259.50000   -2.5857E-32   -9.9656E-40   -2.4999E-36
     259.60000   -2.5800E-32   -1.0344E-39   -2.4948E-36
     259.70000   -2.5736E-32   -1.0739E-39   -2.4893E-36
     259.80000   -2.5666E-32   -1.1151E-39   -2.4832E-36
     259.90000   -2.5591E-32   -1.1580E-39   -2.4766E-36
     260.00000   -2.5509E-32   -1.2026E-39   -2.4696E-36
     260.10000   -2.5423E-32   -1.2490E-39   -2.4622E-36
     260.20000   -2.5332E-32   -1.2971E-39   -2.4544E-36
     260.30000   -2.5236E-32   -1.3471E-39   -2.4463E-36
     260.40000   -2.5137E-32   -1.3989E-39   -2.4379E-36
     260.50000   -2.5033E-32   -1.4526E-39   -2.4293E-36
     260.60000   -2.4926E-32   -1.5083E-39   -2.4205E-36
     260.70000   -2.4816E-32   -1.5658E-39   -2.4114E-36
     260.80000   -2.4703E-32   -1.6254E-39   -2.4022E-36
     260.90000   -2.4588E-32   -1.6870E-39   -2.3928E-36
     261.00000   -2.4470E-32   -1.7506E-39   -2.3834E-36
     261.10000   -2.4350E-32   -1.8163E-39   -2.3739E-36
     261.20000   -2.4228E-32   -1.8841E-39   -2.3643E-36
     261.30000   -2.4104E-32   -1.9541E-39   -2.3548E-36
     261.40000   -2.3980E-32   -2.0263E-39   -2.3452E-36
     261.50000   -2.3854E-32   -2.1008E-39   -2.3356E-36
     261.60000   -2.3727E-32   -2.1775E-39   -2.3261E-36
     261.70000   -2.3604E-32   -2.2566E-39   -2.3165E-36
     261.80000   -2.3497E-32   -2.3378E-39   -2.3060E-36
     261.90000   -2.3390E-32   -2.4214E-39   -2.2955E-36
     262.00000   -2.3280E-32   -2.5076E-39   -2.2854E-36
     262.10000   -2.3151E-32   -2.5968E-39   -2.2766E-36
     262.20000   -2.3022E-32   -2.6887E-39   -2.2680E-36
     262.30000   -2.2894E-32   -2.7833E-39   -2.2595E-36
     262.40000   -2.2767E-32   -2.8806E-39   -2.2513E-36
     262.50000   -2.2639E-32   -2.9808E-39   -2.2432E-36
     262.60000   -2.2513E-32   -3.0840E-39   -2.2354E-36
     262.70000   -2.2388E-32   -3.1902E-39   -2.2278E-36
     262.80000   -2.2264E-32   -3.2996E-39   -2.2205E-36
     262.90000   -2.2140E-32   -3.4121E-39   -2.2134E-36
     263.00000   -2.2019E-32   -3.5281E-39   -2.2066E-36
     263.10000   -2.1898E-32   -3.6474E-39   -2.2001E-36
     263.20000   -2.1779E-32   -3.7704E-39   -2.1939E-36
     263.30000   -2.1662E-32   -3.8970E-39   -2.1880E-36
     263.40000   -2.1546E-32   -4.0275E-39   -2.1825E-36
     263.50000   -2.1432E-32   -4.1620E-39   -2.1773E-36
     263.60000   -2.1321E-32   -4.3007E-39   -2.1725E-36
     263.70000   -2.1211E-32   -4.4437E-39   -2.1680E-36
     263.80000   -2.1103E-32   -4.5912E-39   -2.1640E-36
     263.90000   -2.0998E-32   -4.7435E-39   -2.1603E-36
     264.00000   -2.0895E-32   -4.9008E-39   -2.1571E-36
     264.10000   -2.0795E-32   -5.0633E-39   -2.1544E-36
     264.20000   -2.0697E-32   -5.2313E-39   -2.1521E-36
     264.30000   -2.0603E-32   -5.4051E-39   -2.1502E-36
     264.40000   -2.0511E-32   -5.5851E-39   -2.1489E-36
     264.50000   -2.0468E-32   -5.7657E-39   -2.1450E-36
     264.60000   -2.0433E-32   -5.9523E-39   -2.1413E-36
     264.70000   -2.0403E-32   -6.1457E-39   -2.1382E-36
     264.80000   -2.0378E-32   -6.3463E-39   -2.1357E-36
     264.90000   -2.0360E-32   -6.5549E-39   -2.1337E-36
     265.00000   -2.0348E-32   -6.7718E-39   -2.1325E-36
     265.10000   -2.0343E-32   -6.9954E-39   -2.1320E-36
     265.20000   -2.0382E-32   -7.1851E-39   -2.1360E-36
     265.30000   -2.0482E-32   -7.3252E-39   -2.1465E-36
     265.40000   -2.0644E-32   -7.4138E-39   -2.1635E-36
     265.50000   -2.0873E-32   -7.4498E-39   -2.1875E-36
     265.60000   -2.1178E-32   -7.4472E-39   -2.2195E-36
     265.70000   -2.1511E-32   -7.4464E-39   -2.2544E-36
     265.80000   -2.1857E-32   -7.4484E-39   -2.2906E-36
     265.90000   -2.2215E-32   -7.4537E-39   -2.3282E-36
     266.00000   -2.2588E-32   -7.4625E-39   -2.3672E-36
     266.10000   -2.2976E-32   -7.4752E-39   -2.4079E-36
     266.20000   -2.3380E-32   -7.4922E-39   -2.4503E-36
     266.30000   -2.3714E-32   -7.5300E-39   -2.5012E-36
     266.40000   -2.4053E-32   -7.5748E-39   -2.5551E-36
     266.50000   -2.4406E-32   -7.6260E-39   -2.6118E-36
     266.60000   -2.4774E-32   -7.6843E-39   -2.6714E-36
     266.70000   -2.5159E-32   -7.7508E-39   -2.7344E-36
     266.80000   -2.5564E-32   -7.8265E-39   -2.8011E-36
     266.90000   -2.5992E-32   -7.9130E-39   -2.8718E-36
     267.00000   -2.6446E-32   -8.0120E-39   -2.9473E-36
     267.10000   -2.6931E-32   -8.1257E-39   -3.0280E-36
     267.20000   -2.7452E-32   -8.2571E-39   -3.1150E-36
     267.30000   -2.8018E-32   -8.4098E-39   -3.2092E-36
     267.40000   -2.8639E-32   -8.5892E-39   -3.3122E-36
     267.50000   -2.9330E-32   -8.8022E-39   -3.4259E-36
     267.60000   -3.0110E-32   -9.0590E-39   -3.5531E-36
     267.70000   -3.1011E-32   -9.3743E-39   -3.6980E-36
     267.80000   -3.2076E-32   -9.7695E-39   -3.8664E-36
     267.90000   -3.3358E-32   -1.0270E-38   -4.0656E-36
     268.00000   -3.4835E-32   -1.0861E-38   -4.2941E-36
     268.10000   -3.5869E-32   -1.1210E-38   -4.4733E-36
     268.20000   -3.5333E-32   -1.0754E-38   -4.4593E-36
     268.30000   -3.4142E-32   -9.9831E-39   -4.3621E-36
     268.40000   -3.3086E-32   -9.2998E-39   -4.2806E-36
     268.50000   -3.2232E-32   -8.7340E-39   -4.2241E-36
     268.60000   -3.1532E-32   -8.2583E-39   -4.1872E-36
     268.70000   -3.1099E-32   -7.8232E-39   -4.1491E-36
     268.80000   -3.0829E-32   -7.4264E-39   -4.1131E-36
     268.90000   -3.0619E-32   -7.0708E-39   -4.0851E-36
     269.00000   -3.0294E-32   -6.7711E-39   -4.0793E-36
     269.10000   -2.9919E-32   -6.5093E-39   -4.0879E-36
     269.20000   -2.9572E-32   -6.2688E-39   -4.1012E-36
     269.30000   -2.9248E-32   -6.0463E-39   -4.1186E-36
     269.40000   -2.8941E-32   -5.8394E-39   -4.1395E-36
     269.50000   -2.8647E-32   -5.6459E-39   -4.1636E-36
     269.60000   -2.8364E-32   -5.4645E-39   -4.1904E-36
     269.70000   -2.8088E-32   -5.2937E-39   -4.2197E-36
     269.80000   -2.7817E-32   -5.1325E-39   -4.2512E-36
     269.90000   -2.7549E-32   -4.9801E-39   -4.2848E-36
     270.00000   -2.7283E-32   -4.8357E-39   -4.3202E-36
     270.10000   -2.7017E-32   -4.6987E-39   -4.3573E-36
     270.20000   -2.6749E-32   -4.5685E-39   -4.3959E-36
     270.30000   -2.6479E-32   -4.4447E-39   -4.4360E-36
     270.40000   -2.6205E-32   -4.3270E-39   -4.4773E-36
     270.50000   -2.5927E-32   -4.2149E-39   -4.5197E-36
     270.60000   -2.5643E-32   -4.1082E-39   -4.5633E-36
     270.70000   -2.5354E-32   -4.0066E-39   -4.6077E-36
     270.80000   -2.5057E-32   -3.9098E-39   -4.6531E-36
     270.90000   -2.4753E-32   -3.8177E-39   -4.6991E-36
     271.00000   -2.4441E-32   -3.7301E-39   -4.7458E-36
     271.10000   -2.4121E-32   -3.6468E-39   -4.7931E-36
     271.20000   -2.3792E-32   -3.5677E-39   -4.8408E-36
     271.30000   -2.3453E-32   -3.4926E-39   -4.8888E-36
     271.40000   -2.3236E-32   -3.4147E-39   -4.9191E-36
     271.50000   -2.3231E-32   -3.3300E-39   -4.9181E-36
     271.60000   -2.3219E-32   -3.2501E-39   -4.9156E-36
     271.70000   -2.3200E-32   -3.1747E-39   -4.9115E-36
     271.80000   -2.3173E-32   -3.1039E-39   -4.9058E-36
     271.90000   -2.3138E-32   -3.0374E-39   -4.8984E-36
     272.00000   -2.3095E-32   -2.9751E-39   -4.8892E-36
     272.10000   -2.3125E-32   -2.9355E-39   -4.8956E-36
     272.20000   -2.3185E-32   -2.9344E-39   -4.9084E-36
     272.30000   -2.3247E-32   -2.9694E-39   -4.9214E-36
     272.40000   -2.2888E-32   -2.9862E-39   -4.8454E-36
     272.50000   -2.2378E-32   -3.0173E-39   -4.7375E-36
     272.60000   -2.2063E-32   -3.0920E-39   -4.6707E-36
     272.70000   -2.1748E-32   -3.1694E-39   -4.6042E-36
     272.80000   -2.1436E-32   -3.2495E-39   -4.5380E-36
     272.90000   -2.1125E-32   -3.3320E-39   -4.4723E-36
     273.00000   -2.0818E-32   -3.4170E-39   -4.4073E-36
     273.10000   -2.0514E-32   -3.5043E-39   -4.3429E-36
     273.20000   -2.0096E-32   -3.6003E-39   -4.2953E-36
     273.30000   -1.9492E-32   -3.7105E-39   -4.2752E-36
     273.40000   -1.8906E-32   -3.8246E-39   -4.2556E-36
     273.50000   -1.8338E-32   -3.9425E-39   -4.2366E-36
     273.60000   -1.7786E-32   -4.0643E-39   -4.2181E-36
     273.70000   -1.7251E-32   -4.1901E-39   -4.2002E-36
     273.80000   -1.6733E-32   -4.3197E-39   -4.1830E-36
     273.90000   -1.6230E-32   -4.4534E-39   -4.1664E-36
     274.00000   -1.5744E-32   -4.5911E-39   -4.1506E-36
     274.10000   -1.5273E-32   -4.7328E-39   -4.1354E-36
     274.20000   -1.4817E-32   -4.8787E-39   -4.1210E-36
     274.30000   -1.4375E-32   -5.0287E-39   -4.1074E-36
     274.40000   -1.3948E-32   -5.1828E-39   -4.0945E-36
     274.50000   -1.3534E-32   -5.3413E-39   -4.0823E-36
     274.60000   -1.3134E-32   -5.5040E-39   -4.0709E-36
     274.70000   -1.2747E-32   -5.6710E-39   -4.0603E-36
     274.80000   -1.2373E-32   -5.8425E-39   -4.0504E-36
     274.90000   -1.2010E-32   -6.0185E-39   -4.0413E-36
     275.00000   -1.1660E-32   -6.1990E-39   -4.0329E-36
     275.10000   -1.1321E-32   -6.3841E-39   -4.0252E-36
     275.20000   -1.0993E-32   -6.5739E-39   -4.0182E-36
     275.30000   -1.0676E-32   -6.7684E-39   -4.0120E-36
     275.40000   -1.0369E-32   -6.9678E-39   -4.0064E-36
     275.50000   -1.0072E-32   -7.1720E-39   -4.0016E-36
     275.60000   -9.8013E-33   -7.3776E-39   -3.9932E-36
     275.70000   -9.6867E-33   -7.5512E-39   -3.9465E-36
     275.80000   -9.5746E-33   -7.7264E-39   -3.9008E-36
     275.90000   -9.4499E-33   -7.9073E-39   -3.8600E-36
     276.00000   -9.1899E-33   -8.1297E-39   -3.8566E-36
     276.10000   -8.9386E-33   -8.3572E-39   -3.8539E-36
     276.20000   -8.6954E-33   -8.5898E-39   -3.8516E-36
     276.30000   -8.4602E-33   -8.8277E-39   -3.8499E-36
     276.40000   -8.2328E-33   -9.0710E-39   -3.8487E-36
     276.50000   -8.0129E-33   -9.3197E-39   -3.8480E-36
     276.60000   -7.8002E-33   -9.5738E-39   -3.8477E-36
     276.70000   -7.5946E-33   -9.8335E-39   -3.8479E-36
     276.80000   -7.3958E-33   -1.0099E-38   -3.8485E-36
     276.90000   -7.2037E-33   -1.0370E-38   -3.8495E-36
     277.00000   -7.0180E-33   -1.0647E-38   -3.8508E-36
     277.10000   -6.8386E-33   -1.0930E-38   -3.8525E-36
     277.20000   -6.6652E-33   -1.1219E-38   -3.8545E-36
     277.30000   -6.4977E-33   -1.1514E-38   -3.8567E-36
     277.40000   -6.3360E-33   -1.1815E-38   -3.8592E-36
     277.50000   -6.1799E-33   -1.2122E-38   -3.8619E-36
     277.60000   -6.0291E-33   -1.2436E-38   -3.8648E-36
     277.70000   -5.8837E-33   -1.2755E-38   -3.8678E-36
     277.80000   -5.7433E-33   -1.3082E-38   -3.8710E-36
     277.90000   -5.6080E-33   -1.3414E-38   -3.8742E-36
     278.00000   -5.4775E-33   -1.3754E-38   -3.8775E-36
     278.10000   -5.3517E-33   -1.4100E-38   -3.8807E-36
     278.20000   -5.2306E-33   -1.4452E-38   -3.8840E-36
     278.30000   -5.1139E-33   -1.4811E-38   -3.8871E-36
     278.40000   -5.0592E-33   -1.5118E-38   -3.8617E-36
     278.50000   -5.0183E-33   -1.5415E-38   -3.8305E-36
     278.60000   -4.9782E-33   -1.5714E-38   -3.7999E-36
     278.70000   -4.9387E-33   -1.6015E-38   -3.7697E-36
     278.80000   -4.8999E-33   -1.6318E-38   -3.7401E-36
     278.90000   -4.8618E-33   -1.6624E-38   -3.7110E-36
     279.00000   -4.8282E-33   -1.6943E-38   -3.6854E-36
     279.10000   -4.8227E-33   -1.7228E-38   -3.6812E-36
     279.20000   -4.8225E-33   -1.7328E-38   -3.6810E-36
     279.30000   -4.8128E-33   -1.7187E-38   -3.6736E-36
     279.40000   -4.8023E-33   -1.6840E-38   -3.6656E-36
     279.50000   -4.8133E-33   -1.6395E-38   -3.6740E-36
     279.60000   -4.8387E-33   -1.5976E-38   -3.6934E-36
     279.70000   -4.8647E-33   -1.5564E-38   -3.7133E-36
     279.80000   -4.8914E-33   -1.5159E-38   -3.7336E-36
     279.90000   -4.9186E-33   -1.4761E-38   -3.7544E-36
     280.00000   -4.9466E-33   -1.4369E-38   -3.7757E-36
     280.10000   -4.9751E-33   -1.3983E-38   -3.7976E-36
     280.20000   -4.9548E-33   -1.3644E-38   -3.8442E-36
     280.30000   -4.9245E-33   -1.3316E-38   -3.8971E-36
     280.40000   -4.8954E-33   -1.2989E-38   -3.9508E-36
     280.50000   -4.8676E-33   -1.2663E-38   -4.0054E-36
     280.60000   -4.8412E-33   -1.2338E-38   -4.0607E-36
     280.70000   -4.8162E-33   -1.2015E-38   -4.1168E-36
     280.80000   -4.7928E-33   -1.1693E-38   -4.1735E-36
     280.90000   -4.7711E-33   -1.1372E-38   -4.2308E-36
     281.00000   -4.7512E-33   -1.1053E-38   -4.2887E-36
     281.10000   -4.7332E-33   -1.0736E-38   -4.3469E-36
     281.20000   -4.7173E-33   -1.0420E-38   -4.4056E-36
     281.30000   -4.7037E-33   -1.0106E-38   -4.4645E-36
     281.40000   -4.6924E-33   -9.7946E-39   -4.5235E-36
     281.50000   -4.6837E-33   -9.4854E-39   -4.5826E-36
     281.60000   -4.6777E-33   -9.1788E-39   -4.6417E-36
     281.70000   -4.6746E-33   -8.8751E-39   -4.7005E-36
     281.80000   -4.6745E-33   -8.5746E-39   -4.7591E-36
     281.90000   -4.6778E-33   -8.2776E-39   -4.8172E-36
     282.00000   -4.6845E-33   -7.9844E-39   -4.8747E-36
     282.10000   -4.6948E-33   -7.6953E-39   -4.9315E-36
     282.20000   -4.7090E-33   -7.4107E-39   -4.9874E-36
     282.30000   -4.7274E-33   -7.1309E-39   -5.0424E-36
     282.40000   -4.7500E-33   -6.8563E-39   -5.0962E-36
     282.50000   -4.7772E-33   -6.5871E-39   -5.1488E-36
     282.60000   -4.8139E-33   -6.3243E-39   -5.1969E-36
     282.70000   -4.8564E-33   -6.0672E-39   -5.2428E-36
     282.80000   -4.8997E-33   -5.8150E-39   -5.2895E-36
     282.90000   -4.9399E-33   -5.5669E-39   -5.3398E-36
     283.00000   -4.9812E-33   -5.3243E-39   -5.3912E-36
     283.10000   -5.0282E-33   -5.0885E-39   -5.4409E-36
     283.20000   -5.0811E-33   -4.8596E-39   -5.4887E-36
     283.30000   -5.1402E-33   -4.6378E-39   -5.5345E-36
     283.40000   -5.2057E-33   -4.4234E-39   -5.5783E-36
     283.50000   -5.2780E-33   -4.2164E-39   -5.6200E-36
     283.60000   -5.3573E-33   -4.0170E-39   -5.6595E-36
     283.70000   -5.4439E-33   -3.8253E-39   -5.6969E-36
     283.80000   -5.5380E-33   -3.6411E-39   -5.7321E-36
     283.90000   -5.6399E-33   -3.4645E-39   -5.7651E-36
     284.00000   -5.7499E-33   -3.2955E-39   -5.7959E-36
     284.10000   -5.8682E-33   -3.1339E-39   -5.8245E-36
     284.20000   -5.9952E-33   -2.9797E-39   -5.8510E-36
     284.30000   -6.1309E-33   -2.8327E-39   -5.8754E-36
     284.40000   -6.2758E-33   -2.6927E-39   -5.8978E-36
     284.50000   -6.4300E-33   -2.5595E-39   -5.9182E-36
     284.60000   -6.5937E-33   -2.4330E-39   -5.9367E-36
     284.70000   -6.7673E-33   -2.3130E-39   -5.9534E-36
     284.80000   -6.9509E-33   -2.1991E-39   -5.9683E-36
     284.90000   -7.1447E-33   -2.0913E-39   -5.9816E-36
     285.00000   -7.3490E-33   -1.9893E-39   -5.9932E-36
     285.10000   -7.5639E-33   -1.8929E-39   -6.0033E-36
     285.20000   -7.7895E-33   -1.8018E-39   -6.0118E-36
     285.30000   -7.9859E-33   -1.7077E-39   -6.0352E-36
     285.40000   -8.0760E-33   -1.5954E-39   -6.1033E-36
     285.50000   -8.1665E-33   -1.4871E-39   -6.1717E-36
     285.60000   -8.2573E-33   -1.3828E-39   -6.2403E-36
     285.70000   -8.3481E-33   -1.2825E-39   -6.3089E-36
     285.80000   -8.4387E-33   -1.1862E-39   -6.3774E-36
     285.90000   -8.5290E-33   -1.0939E-39   -6.4456E-36
     286.00000   -8.6640E-33   -1.0167E-39   -6.5477E-36
     286.10000   -8.8235E-33   -9.7295E-40   -6.6682E-36
     286.20000   -8.8147E-33   -9.4323E-40   -6.6616E-36
     286.30000   -8.7751E-33   -9.4263E-40   -6.6316E-36
     286.40000   -8.7446E-33   -9.7496E-40   -6.6086E-36
     286.50000   -8.7529E-33   -1.0319E-39   -6.6148E-36
     286.60000   -8.7615E-33   -1.0930E-39   -6.6213E-36
     286.70000   -8.7670E-33   -1.1577E-39   -6.6255E-36
     286.80000   -8.7693E-33   -1.2262E-39   -6.6273E-36
     286.90000   -8.7687E-33   -1.2986E-39   -6.6268E-36
     287.00000   -8.7651E-33   -1.3750E-39   -6.6240E-36
     287.10000   -8.8034E-33   -1.4632E-39   -6.6010E-36
     287.20000   -8.9638E-33   -1.5754E-39   -6.5259E-36
     287.30000   -9.1238E-33   -1.6897E-39   -6.4498E-36
     287.40000   -9.2831E-33   -1.8061E-39   -6.3727E-36
     287.50000   -9.4413E-33   -1.9247E-39   -6.2949E-36
     287.60000   -9.5982E-33   -2.0455E-39   -6.2168E-36
