# Element-by-element rates at equilibrium at full current
           # s        inv_Ta        inv_Tb        inv_Tz
         # (m)         (1/s)         (1/s)         (1/s)
 # delta_s =   0.10000000149011612     
      95.30000   -1.4267E-35   -2.0403E-37   -1.5129E-34
      95.40000   -1.4224E-35   -1.9950E-37   -1.5083E-34
      95.50000   -1.4250E-35   -1.9325E-37   -1.5111E-34
      95.60000   -1.4332E-35   -1.8735E-37   -1.5198E-34
      95.70000   -1.4413E-35   -1.8155E-37   -1.5285E-34
      95.80000   -1.4496E-35   -1.7587E-37   -1.5372E-34
      95.90000   -1.4578E-35   -1.7031E-37   -1.5460E-34
      96.00000   -1.4661E-35   -1.6485E-37   -1.5548E-34
      96.10000   -1.4745E-35   -1.5951E-37   -1.5636E-34
      96.20000   -1.4828E-35   -1.5428E-37   -1.5725E-34
      96.30000   -1.4912E-35   -1.4916E-37   -1.5814E-34
      96.40000   -1.4996E-35   -1.4415E-37   -1.5904E-34
      96.50000   -1.5081E-35   -1.3925E-37   -1.5993E-34
      96.60000   -1.5165E-35   -1.3446E-37   -1.6082E-34
      96.70000   -1.5249E-35   -1.2979E-37   -1.6172E-34
      96.80000   -1.5333E-35   -1.2522E-37   -1.6261E-34
      96.90000   -1.5416E-35   -1.2076E-37   -1.6350E-34
      97.00000   -1.5500E-35   -1.1641E-37   -1.6438E-34
      97.10000   -1.5583E-35   -1.1217E-37   -1.6526E-34
      97.20000   -1.5665E-35   -1.0803E-37   -1.6614E-34
      97.30000   -1.5747E-35   -1.0400E-37   -1.6700E-34
      97.40000   -1.5828E-35   -1.0008E-37   -1.6787E-34
      97.50000   -1.5908E-35   -9.6270E-38   -1.6872E-34
      97.60000   -1.5987E-35   -9.2561E-38   -1.6956E-34
      97.70000   -1.6065E-35   -8.8958E-38   -1.7039E-34
      97.80000   -1.6142E-35   -8.5458E-38   -1.7120E-34
      97.90000   -1.6217E-35   -8.2063E-38   -1.7200E-34
      98.00000   -1.6363E-35   -7.9503E-38   -1.7355E-34
      98.10000   -1.6535E-35   -7.8564E-38   -1.7537E-34
      98.20000   -1.6571E-35   -7.8527E-38   -1.7575E-34
      98.30000   -1.6414E-35   -7.9128E-38   -1.7409E-34
      98.40000   -1.6244E-35   -8.1211E-38   -1.7228E-34
      98.50000   -1.6172E-35   -8.4593E-38   -1.7152E-34
      98.60000   -1.6098E-35   -8.8079E-38   -1.7074E-34
      98.70000   -1.6023E-35   -9.1671E-38   -1.6994E-34
      98.80000   -1.5947E-35   -9.5368E-38   -1.6913E-34
      98.90000   -1.5870E-35   -9.9172E-38   -1.6831E-34
      99.00000   -1.5792E-35   -1.0308E-37   -1.6748E-34
      99.10000   -1.5713E-35   -1.0710E-37   -1.6664E-34
      99.20000   -1.5633E-35   -1.1123E-37   -1.6579E-34
      99.30000   -1.5553E-35   -1.1547E-37   -1.6494E-34
      99.40000   -1.5472E-35   -1.1982E-37   -1.6408E-34
      99.50000   -1.5391E-35   -1.2427E-37   -1.6322E-34
      99.60000   -1.5309E-35   -1.2884E-37   -1.6235E-34
      99.70000   -1.5227E-35   -1.3352E-37   -1.6148E-34
      99.80000   -1.5145E-35   -1.3831E-37   -1.6061E-34
      99.90000   -1.5063E-35   -1.4322E-37   -1.5974E-34
     100.00000   -1.4982E-35   -1.4824E-37   -1.5887E-34
     100.10000   -1.4900E-35   -1.5337E-37   -1.5801E-34
     100.20000   -1.4818E-35   -1.5861E-37   -1.5714E-34
     100.30000   -1.4737E-35   -1.6397E-37   -1.5627E-34
     100.40000   -1.4656E-35   -1.6944E-37   -1.5541E-34
     100.50000   -1.4575E-35   -1.7503E-37   -1.5455E-34
     100.60000   -1.4494E-35   -1.8073E-37   -1.5370E-34
     100.70000   -1.4414E-35   -1.8654E-37   -1.5285E-34
     100.80000   -1.4335E-35   -1.9248E-37   -1.5201E-34
     100.90000   -1.4283E-35   -1.9875E-37   -1.5146E-34
     101.00000   -1.4321E-35   -2.0403E-37   -1.5186E-34
     101.10000   -1.4360E-35   -2.0627E-37   -1.5228E-34
     101.20000   -1.4327E-35   -2.0434E-37   -1.5192E-34
     101.30000   -1.4289E-35   -1.9930E-37   -1.5152E-34
     101.40000   -1.4337E-35   -1.9306E-37   -1.5203E-34
     101.50000   -1.4420E-35   -1.8718E-37   -1.5290E-34
     101.60000   -1.4502E-35   -1.8141E-37   -1.5378E-34
     101.70000   -1.4585E-35   -1.7576E-37   -1.5467E-34
     101.80000   -1.4669E-35   -1.7021E-37   -1.5555E-34
     101.90000   -1.4753E-35   -1.6478E-37   -1.5644E-34
     102.00000   -1.4837E-35   -1.5946E-37   -1.5734E-34
     102.10000   -1.4922E-35   -1.5426E-37   -1.5823E-34
     102.20000   -1.5006E-35   -1.4916E-37   -1.5913E-34
     102.30000   -1.5091E-35   -1.4417E-37   -1.6003E-34
     102.40000   -1.5176E-35   -1.3930E-37   -1.6093E-34
     102.50000   -1.5261E-35   -1.3453E-37   -1.6184E-34
     102.60000   -1.5346E-35   -1.2988E-37   -1.6274E-34
     102.70000   -1.5430E-35   -1.2533E-37   -1.6363E-34
     102.80000   -1.5514E-35   -1.2090E-37   -1.6453E-34
     102.90000   -1.5598E-35   -1.1657E-37   -1.6542E-34
     103.00000   -1.5682E-35   -1.1235E-37   -1.6630E-34
     103.10000   -1.5765E-35   -1.0824E-37   -1.6718E-34
     103.20000   -1.5847E-35   -1.0423E-37   -1.6806E-34
     103.30000   -1.5928E-35   -1.0033E-37   -1.6892E-34
     103.40000   -1.6009E-35   -9.6543E-38   -1.6977E-34
     103.50000   -1.6088E-35   -9.2857E-38   -1.7062E-34
     103.60000   -1.6166E-35   -8.9276E-38   -1.7145E-34
     103.70000   -1.6243E-35   -8.5800E-38   -1.7226E-34
     103.80000   -1.6318E-35   -8.2427E-38   -1.7306E-34
     103.90000   -1.6485E-35   -8.0237E-38   -1.7483E-34
     104.00000   -1.6650E-35   -7.9584E-38   -1.7658E-34
     104.10000   -1.6633E-35   -7.9622E-38   -1.7641E-34
     104.20000   -1.6465E-35   -8.0486E-38   -1.7462E-34
     104.30000   -1.6314E-35   -8.2958E-38   -1.7301E-34
     104.40000   -1.6240E-35   -8.6378E-38   -1.7223E-34
     104.50000   -1.6165E-35   -8.9903E-38   -1.7144E-34
     104.60000   -1.6089E-35   -9.3534E-38   -1.7063E-34
     104.70000   -1.6011E-35   -9.7272E-38   -1.6980E-34
     104.80000   -1.5933E-35   -1.0112E-37   -1.6897E-34
     104.90000   -1.5853E-35   -1.0507E-37   -1.6812E-34
     105.00000   -1.5773E-35   -1.0913E-37   -1.6727E-34
     105.10000   -1.5692E-35   -1.1331E-37   -1.6641E-34
     105.20000   -1.5610E-35   -1.1759E-37   -1.6554E-34
     105.30000   -1.5528E-35   -1.2198E-37   -1.6467E-34
     105.40000   -1.5446E-35   -1.2648E-37   -1.6380E-34
     105.50000   -1.5363E-35   -1.3110E-37   -1.6292E-34
     105.60000   -1.5280E-35   -1.3583E-37   -1.6204E-34
     105.70000   -1.5197E-35   -1.4066E-37   -1.6115E-34
     105.80000   -1.5114E-35   -1.4562E-37   -1.6027E-34
     105.90000   -1.5031E-35   -1.5068E-37   -1.5939E-34
     106.00000   -1.4948E-35   -1.5586E-37   -1.5851E-34
     106.10000   -1.4865E-35   -1.6115E-37   -1.5763E-34
     106.20000   -1.4783E-35   -1.6656E-37   -1.5676E-34
     106.30000   -1.4701E-35   -1.7208E-37   -1.5588E-34
     106.40000   -1.4619E-35   -1.7772E-37   -1.5501E-34
     106.50000   -1.4537E-35   -1.8347E-37   -1.5415E-34
     106.60000   -1.4456E-35   -1.8934E-37   -1.5329E-34
     106.70000   -1.4376E-35   -1.9532E-37   -1.5243E-34
     106.80000   -1.4343E-35   -2.0168E-37   -1.5209E-34
     106.90000   -1.4387E-35   -2.0648E-37   -1.5255E-34
     107.00000   -1.4414E-35   -2.0795E-37   -1.5284E-34
     107.10000   -1.4371E-35   -2.0527E-37   -1.5238E-34
     107.20000   -1.4341E-35   -1.9973E-37   -1.5206E-34
     107.30000   -1.4407E-35   -1.9359E-37   -1.5277E-34
     107.40000   -1.4489E-35   -1.8773E-37   -1.5364E-34
     107.50000   -1.4572E-35   -1.8199E-37   -1.5451E-34
     107.60000   -1.4655E-35   -1.7635E-37   -1.5540E-34
     107.70000   -1.4738E-35   -1.7083E-37   -1.5628E-34
     107.80000   -1.4822E-35   -1.6541E-37   -1.5717E-34
     107.90000   -1.4906E-35   -1.6011E-37   -1.5806E-34
     108.00000   -1.4990E-35   -1.5492E-37   -1.5896E-34
     108.10000   -1.5075E-35   -1.4984E-37   -1.5985E-34
     108.20000   -1.5159E-35   -1.4488E-37   -1.6075E-34
     108.30000   -1.5244E-35   -1.4002E-37   -1.6165E-34
     108.40000   -1.5328E-35   -1.3527E-37   -1.6254E-34
     108.50000   -1.5413E-35   -1.3063E-37   -1.6344E-34
     108.60000   -1.5497E-35   -1.2610E-37   -1.6433E-34
     108.70000   -1.5580E-35   -1.2168E-37   -1.6522E-34
     108.80000   -1.5664E-35   -1.1737E-37   -1.6611E-34
     108.90000   -1.5747E-35   -1.1317E-37   -1.6699E-34
     109.00000   -1.5829E-35   -1.0907E-37   -1.6786E-34
     109.10000   -1.5910E-35   -1.0508E-37   -1.6872E-34
     109.20000   -1.5991E-35   -1.0120E-37   -1.6958E-34
     109.30000   -1.6071E-35   -9.7421E-38   -1.7042E-34
     109.40000   -1.6149E-35   -9.3750E-38   -1.7126E-34
     109.50000   -1.6226E-35   -9.0184E-38   -1.7208E-34
     109.60000   -1.6302E-35   -8.6722E-38   -1.7288E-34
     109.70000   -1.6388E-35   -8.3434E-38   -1.7380E-34
     109.80000   -1.6564E-35   -8.1606E-38   -1.7566E-34
     109.90000   -1.6712E-35   -8.1206E-38   -1.7723E-34
     110.00000   -1.6644E-35   -8.1326E-38   -1.7651E-34
     110.10000   -1.6469E-35   -8.2488E-38   -1.7465E-34
     110.20000   -1.6337E-35   -8.5308E-38   -1.7325E-34
     110.30000   -1.6261E-35   -8.8782E-38   -1.7245E-34
     110.40000   -1.6185E-35   -9.2362E-38   -1.7163E-34
     110.50000   -1.6107E-35   -9.6049E-38   -1.7081E-34
     110.60000   -1.6027E-35   -9.9844E-38   -1.6996E-34
     110.70000   -1.5947E-35   -1.0375E-37   -1.6911E-34
     110.80000   -1.5866E-35   -1.0776E-37   -1.6825E-34
     110.90000   -1.5784E-35   -1.1188E-37   -1.6738E-34
     111.00000   -1.5702E-35   -1.1611E-37   -1.6651E-34
     111.10000   -1.5619E-35   -1.2044E-37   -1.6563E-34
     111.20000   -1.5535E-35   -1.2489E-37   -1.6474E-34
     111.30000   -1.5452E-35   -1.2946E-37   -1.6385E-34
     111.40000   -1.5368E-35   -1.3413E-37   -1.6296E-34
     111.50000   -1.5283E-35   -1.3891E-37   -1.6206E-34
     111.60000   -1.5199E-35   -1.4381E-37   -1.6117E-34
     111.70000   -1.5115E-35   -1.4882E-37   -1.6028E-34
     111.80000   -1.5031E-35   -1.5394E-37   -1.5938E-34
     111.90000   -1.4947E-35   -1.5918E-37   -1.5849E-34
     112.00000   -1.4863E-35   -1.6453E-37   -1.5760E-34
     112.10000   -1.4780E-35   -1.6999E-37   -1.5672E-34
     112.20000   -1.4697E-35   -1.7557E-37   -1.5583E-34
     112.30000   -1.4614E-35   -1.8127E-37   -1.5496E-34
     112.40000   -1.4531E-35   -1.8708E-37   -1.5408E-34
     112.50000   -1.4450E-35   -1.9300E-37   -1.5321E-34
     112.60000   -1.4368E-35   -1.9904E-37   -1.5235E-34
     112.70000   -1.4357E-35   -2.0538E-37   -1.5223E-34
     112.80000   -1.4405E-35   -2.0967E-37   -1.5273E-34
     112.90000   -1.4416E-35   -2.1029E-37   -1.5285E-34
     113.00000   -1.4367E-35   -2.0689E-37   -1.5234E-34
     113.10000   -1.4347E-35   -2.0084E-37   -1.5212E-34
     113.20000   -1.4428E-35   -1.9485E-37   -1.5299E-34
     113.30000   -1.4510E-35   -1.8897E-37   -1.5386E-34
     113.40000   -1.4593E-35   -1.8320E-37   -1.5473E-34
     113.50000   -1.4675E-35   -1.7754E-37   -1.5561E-34
     113.60000   -1.4759E-35   -1.7200E-37   -1.5649E-34
     113.70000   -1.4842E-35   -1.6656E-37   -1.5738E-34
     113.80000   -1.4926E-35   -1.6124E-37   -1.5827E-34
     113.90000   -1.5010E-35   -1.5603E-37   -1.5916E-34
     114.00000   -1.5094E-35   -1.5094E-37   -1.6005E-34
     114.10000   -1.5178E-35   -1.4595E-37   -1.6094E-34
     114.20000   -1.5262E-35   -1.4107E-37   -1.6184E-34
     114.30000   -1.5346E-35   -1.3631E-37   -1.6273E-34
     114.40000   -1.5430E-35   -1.3165E-37   -1.6362E-34
     114.50000   -1.5514E-35   -1.2710E-37   -1.6451E-34
     114.60000   -1.5597E-35   -1.2267E-37   -1.6539E-34
     114.70000   -1.5680E-35   -1.1834E-37   -1.6627E-34
     114.80000   -1.5763E-35   -1.1412E-37   -1.6715E-34
     114.90000   -1.5845E-35   -1.1000E-37   -1.6802E-34
     115.00000   -1.5926E-35   -1.0600E-37   -1.6888E-34
     115.10000   -1.6006E-35   -1.0210E-37   -1.6973E-34
     115.20000   -1.6085E-35   -9.8309E-38   -1.7057E-34
     115.30000   -1.6163E-35   -9.4623E-38   -1.7140E-34
     115.40000   -1.6240E-35   -9.1042E-38   -1.7222E-34
     115.50000   -1.6316E-35   -8.7566E-38   -1.7302E-34
     115.60000   -1.6421E-35   -8.4433E-38   -1.7414E-34
     115.70000   -1.6597E-35   -8.2906E-38   -1.7601E-34
     115.80000   -1.6718E-35   -8.2679E-38   -1.7729E-34
     115.90000   -1.6608E-35   -8.2891E-38   -1.7612E-34
     116.00000   -1.6431E-35   -8.4347E-38   -1.7425E-34
     116.10000   -1.6319E-35   -8.7437E-38   -1.7305E-34
     116.20000   -1.6243E-35   -9.0940E-38   -1.7225E-34
     116.30000   -1.6166E-35   -9.4549E-38   -1.7143E-34
     116.40000   -1.6087E-35   -9.8263E-38   -1.7059E-34
     116.50000   -1.6007E-35   -1.0208E-37   -1.6975E-34
     116.60000   -1.5927E-35   -1.0601E-37   -1.6889E-34
     116.70000   -1.5845E-35   -1.1005E-37   -1.6803E-34
     116.80000   -1.5763E-35   -1.1419E-37   -1.6715E-34
     116.90000   -1.5680E-35   -1.1845E-37   -1.6628E-34
     117.00000   -1.5597E-35   -1.2281E-37   -1.6539E-34
     117.10000   -1.5513E-35   -1.2728E-37   -1.6450E-34
     117.20000   -1.5429E-35   -1.3187E-37   -1.6361E-34
     117.30000   -1.5345E-35   -1.3656E-37   -1.6272E-34
     117.40000   -1.5261E-35   -1.4137E-37   -1.6182E-34
     117.50000   -1.5176E-35   -1.4628E-37   -1.6093E-34
     117.60000   -1.5092E-35   -1.5131E-37   -1.6003E-34
     117.70000   -1.5008E-35   -1.5645E-37   -1.5914E-34
     117.80000   -1.4924E-35   -1.6170E-37   -1.5824E-34
     117.90000   -1.4840E-35   -1.6707E-37   -1.5735E-34
     118.00000   -1.4756E-35   -1.7255E-37   -1.5647E-34
     118.10000   -1.4673E-35   -1.7814E-37   -1.5558E-34
     118.20000   -1.4590E-35   -1.8384E-37   -1.5470E-34
     118.30000   -1.4508E-35   -1.8966E-37   -1.5383E-34
     118.40000   -1.4426E-35   -1.9560E-37   -1.5296E-34
     118.50000   -1.4345E-35   -2.0164E-37   -1.5210E-34
     118.60000   -1.4357E-35   -2.0782E-37   -1.5223E-34
     118.70000   -1.4406E-35   -2.1148E-37   -1.5274E-34
     118.80000   -1.4400E-35   -2.1118E-37   -1.5268E-34
     118.90000   -1.4352E-35   -2.0711E-37   -1.5217E-34
     119.00000   -1.4356E-35   -2.0082E-37   -1.5221E-34
     119.10000   -1.4437E-35   -1.9479E-37   -1.5308E-34
     119.20000   -1.4519E-35   -1.8887E-37   -1.5395E-34
     119.30000   -1.4601E-35   -1.8307E-37   -1.5482E-34
     119.40000   -1.4684E-35   -1.7738E-37   -1.5570E-34
     119.50000   -1.4768E-35   -1.7180E-37   -1.5659E-34
     119.60000   -1.4851E-35   -1.6634E-37   -1.5747E-34
     119.70000   -1.4935E-35   -1.6099E-37   -1.5836E-34
     119.80000   -1.5019E-35   -1.5575E-37   -1.5926E-34
     119.90000   -1.5103E-35   -1.5062E-37   -1.6015E-34
     120.00000   -1.5188E-35   -1.4561E-37   -1.6105E-34
     120.10000   -1.5272E-35   -1.4071E-37   -1.6194E-34
     120.20000   -1.5357E-35   -1.3592E-37   -1.6284E-34
     120.30000   -1.5441E-35   -1.3124E-37   -1.6373E-34
     120.40000   -1.5525E-35   -1.2667E-37   -1.6462E-34
     120.50000   -1.5608E-35   -1.2221E-37   -1.6551E-34
     120.60000   -1.5692E-35   -1.1787E-37   -1.6639E-34
     120.70000   -1.5774E-35   -1.1363E-37   -1.6727E-34
     120.80000   -1.5856E-35   -1.0950E-37   -1.6814E-34
     120.90000   -1.5938E-35   -1.0548E-37   -1.6901E-34
     121.00000   -1.6018E-35   -1.0156E-37   -1.6986E-34
     121.10000   -1.6098E-35   -9.7755E-38   -1.7071E-34
     121.20000   -1.6176E-35   -9.4055E-38   -1.7154E-34
     121.30000   -1.6253E-35   -9.0461E-38   -1.7236E-34
     121.40000   -1.6329E-35   -8.6972E-38   -1.7316E-34
     121.50000   -1.6455E-35   -8.4057E-38   -1.7450E-34
     121.60000   -1.6631E-35   -8.2810E-38   -1.7637E-34
     121.70000   -1.6714E-35   -8.2677E-38   -1.7725E-34
     121.80000   -1.6573E-35   -8.3020E-38   -1.7576E-34
     121.90000   -1.6398E-35   -8.4762E-38   -1.7389E-34
     122.00000   -1.6305E-35   -8.8030E-38   -1.7291E-34
     122.10000   -1.6230E-35   -9.1520E-38   -1.7211E-34
     122.20000   -1.6153E-35   -9.5115E-38   -1.7129E-34
     122.30000   -1.6074E-35   -9.8816E-38   -1.7046E-34
     122.40000   -1.5995E-35   -1.0262E-37   -1.6962E-34
     122.50000   -1.5915E-35   -1.0653E-37   -1.6876E-34
     122.60000   -1.5834E-35   -1.1055E-37   -1.6790E-34
     122.70000   -1.5752E-35   -1.1468E-37   -1.6703E-34
     122.80000   -1.5669E-35   -1.1892E-37   -1.6616E-34
     122.90000   -1.5586E-35   -1.2326E-37   -1.6527E-34
     123.00000   -1.5503E-35   -1.2771E-37   -1.6439E-34
     123.10000   -1.5419E-35   -1.3227E-37   -1.6350E-34
     123.20000   -1.5335E-35   -1.3694E-37   -1.6261E-34
     123.30000   -1.5251E-35   -1.4173E-37   -1.6171E-34
     123.40000   -1.5166E-35   -1.4662E-37   -1.6082E-34
     123.50000   -1.5082E-35   -1.5162E-37   -1.5993E-34
     123.60000   -1.4998E-35   -1.5673E-37   -1.5904E-34
     123.70000   -1.4914E-35   -1.6196E-37   -1.5815E-34
     123.80000   -1.4831E-35   -1.6729E-37   -1.5726E-34
     123.90000   -1.4747E-35   -1.7274E-37   -1.5637E-34
     124.00000   -1.4664E-35   -1.7830E-37   -1.5549E-34
     124.10000   -1.4581E-35   -1.8397E-37   -1.5461E-34
     124.20000   -1.4499E-35   -1.8976E-37   -1.5374E-34
     124.30000   -1.4417E-35   -1.9565E-37   -1.5287E-34
     124.40000   -1.4346E-35   -2.0178E-37   -1.5211E-34
     124.50000   -1.4374E-35   -2.0753E-37   -1.5241E-34
     124.60000   -1.4420E-35   -2.1047E-37   -1.5289E-34
     124.70000   -1.4398E-35   -2.0926E-37   -1.5266E-34
     124.80000   -1.4353E-35   -2.0460E-37   -1.5219E-34
     124.90000   -1.4379E-35   -1.9821E-37   -1.5246E-34
     125.00000   -1.4461E-35   -1.9219E-37   -1.5333E-34
     125.10000   -1.4543E-35   -1.8628E-37   -1.5420E-34
     125.20000   -1.4625E-35   -1.8049E-37   -1.5507E-34
     125.30000   -1.4708E-35   -1.7481E-37   -1.5595E-34
     125.40000   -1.4791E-35   -1.6925E-37   -1.5684E-34
     125.50000   -1.4874E-35   -1.6380E-37   -1.5772E-34
     125.60000   -1.4958E-35   -1.5847E-37   -1.5861E-34
     125.70000   -1.5042E-35   -1.5324E-37   -1.5950E-34
     125.80000   -1.5126E-35   -1.4814E-37   -1.6040E-34
     125.90000   -1.5211E-35   -1.4314E-37   -1.6129E-34
     126.00000   -1.5295E-35   -1.3826E-37   -1.6219E-34
     126.10000   -1.5379E-35   -1.3349E-37   -1.6308E-34
     126.20000   -1.5463E-35   -1.2883E-37   -1.6397E-34
     126.30000   -1.5547E-35   -1.2429E-37   -1.6486E-34
     126.40000   -1.5630E-35   -1.1985E-37   -1.6575E-34
     126.50000   -1.5713E-35   -1.1553E-37   -1.6663E-34
     126.60000   -1.5795E-35   -1.1131E-37   -1.6750E-34
     126.70000   -1.5877E-35   -1.0721E-37   -1.6837E-34
     126.80000   -1.5958E-35   -1.0321E-37   -1.6923E-34
     126.90000   -1.6038E-35   -9.9324E-38   -1.7008E-34
     127.00000   -1.6117E-35   -9.5545E-38   -1.7092E-34
     127.10000   -1.6195E-35   -9.1872E-38   -1.7175E-34
     127.20000   -1.6272E-35   -8.8306E-38   -1.7256E-34
     127.30000   -1.6347E-35   -8.4846E-38   -1.7336E-34
     127.40000   -1.6493E-35   -8.2240E-38   -1.7491E-34
     127.50000   -1.6665E-35   -8.1277E-38   -1.7674E-34
     127.60000   -1.6700E-35   -8.1207E-38   -1.7710E-34
     127.70000   -1.6540E-35   -8.1761E-38   -1.7540E-34
     127.80000   -1.6367E-35   -8.3812E-38   -1.7357E-34
     127.90000   -1.6292E-35   -8.7184E-38   -1.7278E-34
     128.00000   -1.6216E-35   -9.0660E-38   -1.7197E-34
     128.10000   -1.6139E-35   -9.4240E-38   -1.7115E-34
     128.20000   -1.6060E-35   -9.7926E-38   -1.7031E-34
     128.30000   -1.5980E-35   -1.0172E-37   -1.6946E-34
     128.40000   -1.5899E-35   -1.0561E-37   -1.6861E-34
     128.50000   -1.5818E-35   -1.0962E-37   -1.6774E-34
     128.60000   -1.5736E-35   -1.1373E-37   -1.6687E-34
     128.70000   -1.5653E-35   -1.1795E-37   -1.6599E-34
     128.80000   -1.5569E-35   -1.2227E-37   -1.6510E-34
     128.90000   -1.5485E-35   -1.2671E-37   -1.6421E-34
     129.00000   -1.5401E-35   -1.3125E-37   -1.6332E-34
     129.10000   -1.5317E-35   -1.3590E-37   -1.6242E-34
     129.20000   -1.5232E-35   -1.4067E-37   -1.6153E-34
     129.30000   -1.5148E-35   -1.4554E-37   -1.6063E-34
     129.40000   -1.5063E-35   -1.5052E-37   -1.5973E-34
     129.50000   -1.4979E-35   -1.5562E-37   -1.5884E-34
     129.60000   -1.4895E-35   -1.6082E-37   -1.5794E-34
     129.70000   -1.4811E-35   -1.6614E-37   -1.5705E-34
     129.80000   -1.4727E-35   -1.7157E-37   -1.5616E-34
     129.90000   -1.4644E-35   -1.7711E-37   -1.5528E-34
     130.00000   -1.4561E-35   -1.8276E-37   -1.5440E-34
     130.10000   -1.4478E-35   -1.8852E-37   -1.5352E-34
     130.20000   -1.4396E-35   -1.9439E-37   -1.5265E-34
     130.30000   -1.4342E-35   -2.0061E-37   -1.5207E-34
     130.40000   -1.4378E-35   -2.0583E-37   -1.5245E-34
     130.50000   -1.4416E-35   -2.0801E-37   -1.5285E-34
     130.60000   -1.4380E-35   -2.0599E-37   -1.5248E-34
     130.70000   -1.4340E-35   -2.0084E-37   -1.5206E-34
     130.80000   -1.4387E-35   -1.9451E-37   -1.5255E-34
     130.90000   -1.4467E-35   -1.8854E-37   -1.5340E-34
     131.00000   -1.4548E-35   -1.8269E-37   -1.5427E-34
     131.10000   -1.4630E-35   -1.7695E-37   -1.5513E-34
     131.20000   -1.4712E-35   -1.7133E-37   -1.5600E-34
     131.30000   -1.4794E-35   -1.6582E-37   -1.5687E-34
     131.40000   -1.4876E-35   -1.6043E-37   -1.5775E-34
     131.50000   -1.4959E-35   -1.5515E-37   -1.5863E-34
     131.60000   -1.5042E-35   -1.4999E-37   -1.5951E-34
     131.70000   -1.5125E-35   -1.4494E-37   -1.6039E-34
     131.80000   -1.5208E-35   -1.4000E-37   -1.6127E-34
     131.90000   -1.5291E-35   -1.3518E-37   -1.6216E-34
     132.00000   -1.5374E-35   -1.3047E-37   -1.6304E-34
     132.10000   -1.5457E-35   -1.2587E-37   -1.6391E-34
     132.20000   -1.5539E-35   -1.2138E-37   -1.6479E-34
     132.30000   -1.5621E-35   -1.1700E-37   -1.6566E-34
     132.40000   -1.5703E-35   -1.1274E-37   -1.6653E-34
     132.50000   -1.5784E-35   -1.0858E-37   -1.6739E-34
     132.60000   -1.5864E-35   -1.0453E-37   -1.6824E-34
     132.70000   -1.5944E-35   -1.0059E-37   -1.6908E-34
     132.80000   -1.6022E-35   -9.6760E-38   -1.6992E-34
     132.90000   -1.6099E-35   -9.3037E-38   -1.7074E-34
     133.00000   -1.6175E-35   -8.9420E-38   -1.7155E-34
     133.10000   -1.6250E-35   -8.5909E-38   -1.7234E-34
     133.20000   -1.6323E-35   -8.2503E-38   -1.7312E-34
     133.30000   -1.6488E-35   -8.0283E-38   -1.7487E-34
     133.40000   -1.6651E-35   -7.9599E-38   -1.7659E-34
     133.50000   -1.6632E-35   -7.9603E-38   -1.7639E-34
     133.60000   -1.6461E-35   -8.0436E-38   -1.7458E-34
     133.70000   -1.6308E-35   -8.2877E-38   -1.7296E-34
     133.80000   -1.6233E-35   -8.6264E-38   -1.7215E-34
     133.90000   -1.6156E-35   -8.9754E-38   -1.7134E-34
     134.00000   -1.6077E-35   -9.3349E-38   -1.7050E-34
     134.10000   -1.5998E-35   -9.7049E-38   -1.6966E-34
     134.20000   -1.5917E-35   -1.0086E-37   -1.6880E-34
     134.30000   -1.5836E-35   -1.0477E-37   -1.6794E-34
     134.40000   -1.5753E-35   -1.0879E-37   -1.6707E-34
     134.50000   -1.5670E-35   -1.1291E-37   -1.6618E-34
     134.60000   -1.5587E-35   -1.1715E-37   -1.6530E-34
     134.70000   -1.5503E-35   -1.2149E-37   -1.6441E-34
     134.80000   -1.5419E-35   -1.2594E-37   -1.6351E-34
     134.90000   -1.5334E-35   -1.3050E-37   -1.6261E-34
     135.00000   -1.5249E-35   -1.3517E-37   -1.6171E-34
     135.10000   -1.5165E-35   -1.3995E-37   -1.6081E-34
     135.20000   -1.5080E-35   -1.4484E-37   -1.5991E-34
     135.30000   -1.4995E-35   -1.4984E-37   -1.5901E-34
     135.40000   -1.4910E-35   -1.5495E-37   -1.5811E-34
     135.50000   -1.4826E-35   -1.6018E-37   -1.5722E-34
     135.60000   -1.4742E-35   -1.6551E-37   -1.5632E-34
     135.70000   -1.4658E-35   -1.7096E-37   -1.5543E-34
     135.80000   -1.4574E-35   -1.7652E-37   -1.5455E-34
     135.90000   -1.4491E-35   -1.8219E-37   -1.5366E-34
     136.00000   -1.4408E-35   -1.8797E-37   -1.5279E-34
     136.10000   -1.4326E-35   -1.9386E-37   -1.5191E-34
     136.20000   -1.4292E-35   -2.0012E-37   -1.5155E-34
     136.30000   -1.4334E-35   -2.0482E-37   -1.5199E-34
     136.40000   -1.4359E-35   -2.0621E-37   -1.5226E-34
     136.50000   -1.4314E-35   -2.0346E-37   -1.5178E-34
     136.60000   -1.4282E-35   -1.9786E-37   -1.5144E-34
     136.70000   -1.4346E-35   -1.9167E-37   -1.5212E-34
     136.80000   -1.4425E-35   -1.8575E-37   -1.5297E-34
     136.90000   -1.4505E-35   -1.7995E-37   -1.5382E-34
     137.00000   -1.4586E-35   -1.7426E-37   -1.5467E-34
     137.10000   -1.4667E-35   -1.6869E-37   -1.5553E-34
     137.20000   -1.4748E-35   -1.6324E-37   -1.5639E-34
     137.30000   -1.4829E-35   -1.5789E-37   -1.5726E-34
