           # s        inv_Ta        inv_Tb        inv_Tz
         # (m)         (1/s)         (1/s)         (1/s)
 # delta_s =   0.10000000149011612     
     125.90000   -1.1978E-30   -6.7179E-36   -7.4625E-33
     126.00000   -1.1978E-30   -6.7317E-36   -7.4787E-33
     126.10000   -1.1978E-30   -6.7450E-36   -7.4950E-33
     126.20000   -1.1978E-30   -6.7579E-36   -7.5114E-33
     126.30000   -1.1978E-30   -6.7703E-36   -7.5279E-33
     126.40000   -1.1978E-30   -6.7823E-36   -7.5445E-33
     126.50000   -1.1978E-30   -6.7939E-36   -7.5611E-33
     126.60000   -1.1978E-30   -6.8050E-36   -7.5779E-33
     126.70000   -1.1978E-30   -6.8157E-36   -7.5947E-33
     126.80000   -1.1978E-30   -6.8261E-36   -7.6116E-33
     126.90000   -1.1978E-30   -6.8360E-36   -7.6286E-33
     127.00000   -1.1978E-30   -6.8455E-36   -7.6457E-33
     127.10000   -1.1978E-30   -6.8547E-36   -7.6629E-33
     127.20000   -1.1978E-30   -6.8636E-36   -7.6802E-33
     127.30000   -1.1978E-30   -6.8720E-36   -7.6975E-33
     127.40000   -1.1978E-30   -6.8803E-36   -7.7150E-33
     127.50000   -1.1978E-30   -6.8884E-36   -7.7327E-33
     127.60000   -1.1978E-30   -6.8965E-36   -7.7504E-33
     127.70000   -1.1978E-30   -6.9047E-36   -7.7679E-33
     127.80000   -1.1978E-30   -6.9131E-36   -7.7853E-33
     127.90000   -1.1978E-30   -6.9218E-36   -7.8026E-33
     128.00000   -1.1979E-30   -6.9309E-36   -7.8197E-33
     128.10000   -1.1979E-30   -6.9403E-36   -7.8369E-33
     128.20000   -1.1979E-30   -6.9501E-36   -7.8539E-33
     128.30000   -1.1979E-30   -6.9602E-36   -7.8708E-33
     128.40000   -1.1979E-30   -6.9708E-36   -7.8877E-33
     128.50000   -1.1979E-30   -6.9818E-36   -7.9045E-33
     128.60000   -1.1979E-30   -6.9931E-36   -7.9212E-33
     128.70000   -1.1979E-30   -7.0049E-36   -7.9378E-33
     128.80000   -1.1979E-30   -7.0172E-36   -7.9543E-33
     128.90000   -1.1979E-30   -7.0298E-36   -7.9707E-33
     129.00000   -1.1979E-30   -7.0430E-36   -7.9870E-33
     129.10000   -1.1979E-30   -7.0566E-36   -8.0033E-33
     129.20000   -1.1979E-30   -7.0706E-36   -8.0194E-33
     129.30000   -1.1979E-30   -7.0852E-36   -8.0355E-33
     129.40000   -1.1979E-30   -7.1002E-36   -8.0515E-33
     129.50000   -1.1979E-30   -7.1158E-36   -8.0673E-33
     129.60000   -1.1979E-30   -7.1319E-36   -8.0831E-33
     129.70000   -1.1979E-30   -7.1485E-36   -8.0988E-33
     129.80000   -1.1979E-30   -7.1656E-36   -8.1145E-33
     129.90000   -1.1979E-30   -7.1834E-36   -8.1300E-33
     130.00000   -1.1979E-30   -7.2016E-36   -8.1454E-33
     130.10000   -1.1979E-30   -7.2205E-36   -8.1608E-33
     130.20000   -1.1979E-30   -7.2399E-36   -8.1760E-33
     130.30000   -1.1979E-30   -7.2600E-36   -8.1912E-33
     130.40000   -1.1979E-30   -7.2806E-36   -8.2065E-33
     130.50000   -1.1979E-30   -7.3014E-36   -8.2218E-33
     130.60000   -1.1979E-30   -7.3220E-36   -8.2370E-33
     130.70000   -1.1979E-30   -7.3420E-36   -8.2522E-33
     130.80000   -1.1979E-30   -7.3615E-36   -8.2675E-33
     130.90000   -1.1979E-30   -7.3804E-36   -8.2828E-33
     131.00000   -1.1979E-30   -7.3986E-36   -8.2983E-33
     131.10000   -1.1979E-30   -7.4163E-36   -8.3138E-33
     131.20000   -1.1979E-30   -7.4334E-36   -8.3294E-33
     131.30000   -1.1979E-30   -7.4500E-36   -8.3451E-33
     131.40000   -1.1979E-30   -7.4661E-36   -8.3608E-33
     131.50000   -1.1979E-30   -7.4816E-36   -8.3767E-33
     131.60000   -1.1979E-30   -7.4966E-36   -8.3926E-33
     131.70000   -1.1979E-30   -7.5111E-36   -8.4087E-33
     131.80000   -1.1979E-30   -7.5251E-36   -8.4248E-33
     131.90000   -1.1979E-30   -7.5386E-36   -8.4410E-33
     132.00000   -1.1979E-30   -7.5516E-36   -8.4573E-33
     132.10000   -1.1979E-30   -7.5642E-36   -8.4737E-33
     132.20000   -1.1979E-30   -7.5764E-36   -8.4902E-33
     132.30000   -1.1979E-30   -7.5881E-36   -8.5068E-33
     132.40000   -1.1979E-30   -7.5993E-36   -8.5234E-33
     132.50000   -1.1979E-30   -7.6102E-36   -8.5402E-33
     132.60000   -1.1979E-30   -7.6207E-36   -8.5570E-33
     132.70000   -1.1979E-30   -7.6307E-36   -8.5739E-33
     132.80000   -1.1979E-30   -7.6404E-36   -8.5909E-33
     132.90000   -1.1979E-30   -7.6497E-36   -8.6080E-33
     133.00000   -1.1979E-30   -7.6586E-36   -8.6251E-33
     133.10000   -1.1979E-30   -7.6672E-36   -8.6423E-33
     133.20000   -1.1979E-30   -7.6755E-36   -8.6597E-33
     133.30000   -1.1979E-30   -7.6835E-36   -8.6771E-33
     133.40000   -1.1979E-30   -7.6915E-36   -8.6948E-33
     133.50000   -1.1979E-30   -7.6994E-36   -8.7124E-33
     133.60000   -1.1979E-30   -7.7075E-36   -8.7299E-33
     133.70000   -1.1979E-30   -7.7158E-36   -8.7472E-33
     133.80000   -1.1979E-30   -7.7244E-36   -8.7644E-33
     133.90000   -1.1979E-30   -7.7334E-36   -8.7815E-33
     134.00000   -1.1979E-30   -7.7427E-36   -8.7986E-33
     134.10000   -1.1979E-30   -7.7524E-36   -8.8156E-33
     134.20000   -1.1979E-30   -7.7625E-36   -8.8324E-33
     134.30000   -1.1979E-30   -7.7730E-36   -8.8492E-33
     134.40000   -1.1979E-30   -7.7838E-36   -8.8659E-33
     134.50000   -1.1980E-30   -7.7951E-36   -8.8826E-33
     134.60000   -1.1980E-30   -7.8068E-36   -8.8991E-33
     134.70000   -1.1980E-30   -7.8190E-36   -8.9155E-33
     134.80000   -1.1980E-30   -7.8316E-36   -8.9319E-33
     134.90000   -1.1980E-30   -7.8446E-36   -8.9481E-33
     135.00000   -1.1980E-30   -7.8582E-36   -8.9643E-33
     135.10000   -1.1980E-30   -7.8722E-36   -8.9804E-33
     135.20000   -1.1980E-30   -7.8866E-36   -8.9964E-33
     135.30000   -1.1980E-30   -7.9016E-36   -9.0123E-33
     135.40000   -1.1980E-30   -7.9171E-36   -9.0281E-33
     135.50000   -1.1980E-30   -7.9331E-36   -9.0438E-33
     135.60000   -1.1980E-30   -7.9497E-36   -9.0594E-33
     135.70000   -1.1980E-30   -7.9668E-36   -9.0750E-33
     135.80000   -1.1980E-30   -7.9844E-36   -9.0904E-33
     135.90000   -1.1980E-30   -8.0027E-36   -9.1058E-33
     136.00000   -1.1980E-30   -8.0214E-36   -9.1211E-33
     136.10000   -1.1980E-30   -8.0408E-36   -9.1363E-33
     136.20000   -1.1980E-30   -8.0608E-36   -9.1514E-33
     136.30000   -1.1980E-30   -8.0813E-36   -9.1666E-33
     136.40000   -1.1980E-30   -8.1019E-36   -9.1819E-33
     136.50000   -1.1980E-30   -8.1223E-36   -9.1970E-33
     136.60000   -1.1980E-30   -8.1421E-36   -9.2122E-33
     136.70000   -1.1980E-30   -8.1612E-36   -9.2274E-33
     136.80000   -1.1980E-30   -8.1798E-36   -9.2427E-33
     136.90000   -1.1980E-30   -8.1978E-36   -9.2581E-33
     137.00000   -1.1980E-30   -8.2152E-36   -9.2735E-33
     137.10000   -1.1980E-30   -8.2321E-36   -9.2891E-33
     137.20000   -1.1980E-30   -8.2484E-36   -9.3047E-33
     137.30000   -1.1980E-30   -8.2642E-36   -9.3205E-33
     137.40000   -1.1980E-30   -8.2795E-36   -9.3363E-33
     137.50000   -1.1980E-30   -8.2942E-36   -9.3522E-33
     137.60000   -1.1980E-30   -8.3085E-36   -9.3682E-33
     137.70000   -1.1980E-30   -8.3223E-36   -9.3842E-33
     137.80000   -1.1980E-30   -8.3356E-36   -9.4004E-33
     137.90000   -1.1980E-30   -8.3484E-36   -9.4166E-33
     138.00000   -1.1980E-30   -8.3607E-36   -9.4330E-33
     138.10000   -1.1980E-30   -8.3727E-36   -9.4494E-33
     138.20000   -1.1980E-30   -8.3842E-36   -9.4659E-33
     138.30000   -1.1980E-30   -8.3952E-36   -9.4825E-33
     138.40000   -1.1980E-30   -8.4059E-36   -9.4992E-33
     138.50000   -1.1980E-30   -8.4161E-36   -9.5159E-33
     138.60000   -1.1980E-30   -8.4260E-36   -9.5328E-33
     138.70000   -1.1980E-30   -8.4355E-36   -9.5497E-33
     138.80000   -1.1980E-30   -8.4446E-36   -9.5667E-33
     138.90000   -1.1980E-30   -8.4534E-36   -9.5838E-33
     139.00000   -1.1980E-30   -8.4618E-36   -9.6009E-33
     139.10000   -1.1980E-30   -8.4699E-36   -9.6182E-33
     139.20000   -1.1980E-30   -8.4778E-36   -9.6356E-33
     139.30000   -1.1980E-30   -8.4856E-36   -9.6532E-33
     139.40000   -1.1980E-30   -8.4935E-36   -9.6707E-33
     139.50000   -1.1980E-30   -8.5014E-36   -9.6881E-33
     139.60000   -1.1980E-30   -8.5097E-36   -9.7052E-33
     139.70000   -1.1980E-30   -8.5183E-36   -9.7224E-33
     139.80000   -1.1980E-30   -8.5272E-36   -9.7394E-33
     139.90000   -1.1980E-30   -8.5365E-36   -9.7563E-33
     140.00000   -1.1980E-30   -8.5462E-36   -9.7732E-33
     140.10000   -1.1980E-30   -8.5563E-36   -9.7900E-33
     140.20000   -1.1980E-30   -8.5667E-36   -9.8067E-33
     140.30000   -1.1980E-30   -8.5776E-36   -9.8233E-33
     140.40000   -1.1980E-30   -8.5889E-36   -9.8398E-33
     140.50000   -1.1980E-30   -8.6006E-36   -9.8562E-33
     140.60000   -1.1980E-30   -8.6127E-36   -9.8725E-33
     140.70000   -1.1980E-30   -8.6253E-36   -9.8888E-33
     140.80000   -1.1980E-30   -8.6383E-36   -9.9049E-33
     140.90000   -1.1980E-30   -8.6518E-36   -9.9210E-33
     141.00000   -1.1980E-30   -8.6658E-36   -9.9370E-33
     141.10000   -1.1981E-30   -8.6803E-36   -9.9529E-33
     141.20000   -1.1981E-30   -8.6953E-36   -9.9687E-33
     141.30000   -1.1981E-30   -8.7108E-36   -9.9844E-33
     141.40000   -1.1981E-30   -8.7268E-36   -1.0000E-32
     141.50000   -1.1981E-30   -8.7434E-36   -1.0016E-32
     141.60000   -1.1981E-30   -8.7605E-36   -1.0031E-32
     141.70000   -1.1981E-30   -8.7781E-36   -1.0046E-32
     141.80000   -1.1981E-30   -8.7964E-36   -1.0062E-32
     141.90000   -1.1981E-30   -8.8152E-36   -1.0077E-32
     142.00000   -1.1981E-30   -8.8346E-36   -1.0092E-32
     142.10000   -1.1981E-30   -8.8546E-36   -1.0107E-32
     142.20000   -1.1981E-30   -8.8751E-36   -1.0122E-32
     142.30000   -1.1981E-30   -8.8956E-36   -1.0137E-32
     142.40000   -1.1981E-30   -8.9157E-36   -1.0152E-32
     142.50000   -1.1981E-30   -8.9353E-36   -1.0167E-32
     142.60000   -1.1981E-30   -8.9542E-36   -1.0183E-32
     142.70000   -1.1981E-30   -8.9726E-36   -1.0198E-32
     142.80000   -1.1981E-30   -8.9904E-36   -1.0213E-32
     142.90000   -1.1981E-30   -9.0076E-36   -1.0229E-32
     143.00000   -1.1981E-30   -9.0242E-36   -1.0244E-32
     143.10000   -1.1981E-30   -9.0404E-36   -1.0260E-32
     143.20000   -1.1981E-30   -9.0559E-36   -1.0275E-32
     143.30000   -1.1981E-30   -9.0710E-36   -1.0291E-32
     143.40000   -1.1981E-30   -9.0856E-36   -1.0307E-32
     143.50000   -1.1981E-30   -9.0996E-36   -1.0323E-32
     143.60000   -1.1981E-30   -9.1132E-36   -1.0339E-32
     143.70000   -1.1981E-30   -9.1263E-36   -1.0355E-32
     143.80000   -1.1981E-30   -9.1389E-36   -1.0371E-32
     143.90000   -1.1981E-30   -9.1511E-36   -1.0387E-32
     144.00000   -1.1981E-30   -9.1629E-36   -1.0404E-32
     144.10000   -1.1981E-30   -9.1742E-36   -1.0420E-32
     144.20000   -1.1981E-30   -9.1851E-36   -1.0437E-32
     144.30000   -1.1981E-30   -9.1956E-36   -1.0453E-32
     144.40000   -1.1981E-30   -9.2056E-36   -1.0470E-32
     144.50000   -1.1981E-30   -9.2153E-36   -1.0487E-32
     144.60000   -1.1981E-30   -9.2246E-36   -1.0504E-32
     144.70000   -1.1981E-30   -9.2336E-36   -1.0521E-32
     144.80000   -1.1981E-30   -9.2422E-36   -1.0538E-32
     144.90000   -1.1981E-30   -9.2505E-36   -1.0555E-32
     145.00000   -1.1981E-30   -9.2584E-36   -1.0572E-32
     145.10000   -1.1981E-30   -9.2662E-36   -1.0589E-32
     145.20000   -1.1981E-30   -9.2739E-36   -1.0607E-32
     145.30000   -1.1981E-30   -9.2817E-36   -1.0624E-32
     145.40000   -1.1981E-30   -9.2896E-36   -1.0642E-32
     145.50000   -1.1981E-30   -9.2978E-36   -1.0659E-32
     145.60000   -1.1981E-30   -9.3064E-36   -1.0676E-32
     145.70000   -1.1981E-30   -9.3153E-36   -1.0693E-32
     145.80000   -1.1981E-30   -9.3246E-36   -1.0710E-32
     145.90000   -1.1981E-30   -9.3342E-36   -1.0726E-32
     146.00000   -1.1981E-30   -9.3443E-36   -1.0743E-32
     146.10000   -1.1981E-30   -9.3547E-36   -1.0760E-32
     146.20000   -1.1981E-30   -9.3655E-36   -1.0776E-32
     146.30000   -1.1981E-30   -9.3768E-36   -1.0793E-32
     146.40000   -1.1981E-30   -9.3884E-36   -1.0809E-32
     146.50000   -1.1981E-30   -9.4006E-36   -1.0825E-32
     146.60000   -1.1981E-30   -9.4131E-36   -1.0842E-32
     146.70000   -1.1981E-30   -9.4261E-36   -1.0858E-32
     146.80000   -1.1981E-30   -9.4396E-36   -1.0874E-32
     146.90000   -1.1981E-30   -9.4536E-36   -1.0890E-32
     147.00000   -1.1981E-30   -9.4680E-36   -1.0905E-32
     147.10000   -1.1981E-30   -9.4830E-36   -1.0921E-32
     147.20000   -1.1981E-30   -9.4984E-36   -1.0937E-32
     147.30000   -1.1981E-30   -9.5144E-36   -1.0952E-32
     147.40000   -1.1981E-30   -9.5310E-36   -1.0968E-32
     147.50000   -1.1981E-30   -9.5481E-36   -1.0983E-32
     147.60000   -1.1981E-30   -9.5657E-36   -1.0999E-32
     147.70000   -1.1982E-30   -9.5839E-36   -1.1014E-32
     147.80000   -1.1982E-30   -9.6027E-36   -1.1029E-32
     147.90000   -1.1982E-30   -9.6221E-36   -1.1044E-32
     148.00000   -1.1982E-30   -9.6421E-36   -1.1059E-32
     148.10000   -1.1982E-30   -9.6624E-36   -1.1074E-32
     148.20000   -1.1982E-30   -9.6827E-36   -1.1089E-32
     148.30000   -1.1982E-30   -9.7026E-36   -1.1104E-32
     148.40000   -1.1982E-30   -9.7219E-36   -1.1119E-32
     148.50000   -1.1982E-30   -9.7406E-36   -1.1135E-32
     148.60000   -1.1982E-30   -9.7587E-36   -1.1150E-32
     148.70000   -1.1982E-30   -9.7762E-36   -1.1165E-32
     148.80000   -1.1982E-30   -9.7932E-36   -1.1181E-32
     148.90000   -1.1982E-30   -9.8096E-36   -1.1196E-32
     149.00000   -1.1982E-30   -9.8255E-36   -1.1212E-32
     149.10000   -1.1982E-30   -9.8408E-36   -1.1227E-32
     149.20000   -1.1982E-30   -9.8557E-36   -1.1243E-32
     149.30000   -1.1982E-30   -9.8700E-36   -1.1259E-32
     149.40000   -1.1982E-30   -9.8838E-36   -1.1275E-32
     149.50000   -1.1982E-30   -9.8972E-36   -1.1291E-32
     149.60000   -1.1982E-30   -9.9101E-36   -1.1307E-32
     149.70000   -1.1982E-30   -9.9225E-36   -1.1323E-32
     149.80000   -1.1982E-30   -9.9345E-36   -1.1339E-32
     149.90000   -1.1982E-30   -9.9460E-36   -1.1356E-32
     150.00000   -1.1982E-30   -9.9571E-36   -1.1372E-32
     150.10000   -1.1982E-30   -9.9678E-36   -1.1389E-32
     150.20000   -1.1982E-30   -9.9781E-36   -1.1405E-32
     150.30000   -1.1982E-30   -9.9880E-36   -1.1422E-32
     150.40000   -1.1982E-30   -9.9975E-36   -1.1439E-32
     150.50000   -1.1982E-30   -1.0007E-35   -1.1456E-32
     150.60000   -1.1982E-30   -1.0015E-35   -1.1473E-32
     150.70000   -1.1982E-30   -1.0024E-35   -1.1490E-32
     150.80000   -1.1982E-30   -1.0032E-35   -1.1507E-32
     150.90000   -1.1982E-30   -1.0040E-35   -1.1524E-32
     151.00000   -1.1982E-30   -1.0047E-35   -1.1542E-32
     151.10000   -1.1982E-30   -1.0055E-35   -1.1559E-32
     151.20000   -1.1982E-30   -1.0063E-35   -1.1577E-32
     151.30000   -1.1982E-30   -1.0071E-35   -1.1594E-32
     151.40000   -1.1982E-30   -1.0079E-35   -1.1611E-32
     151.50000   -1.1982E-30   -1.0087E-35   -1.1628E-32
     151.60000   -1.1982E-30   -1.0096E-35   -1.1645E-32
     151.70000   -1.1982E-30   -1.0105E-35   -1.1662E-32
     151.80000   -1.1982E-30   -1.0115E-35   -1.1678E-32
     151.90000   -1.1982E-30   -1.0125E-35   -1.1695E-32
     152.00000   -1.1982E-30   -1.0135E-35   -1.1712E-32
     152.10000   -1.1982E-30   -1.0146E-35   -1.1728E-32
     152.20000   -1.1982E-30   -1.0157E-35   -1.1745E-32
     152.30000   -1.1982E-30   -1.0169E-35   -1.1761E-32
     152.40000   -1.1982E-30   -1.0181E-35   -1.1777E-32
     152.50000   -1.1982E-30   -1.0193E-35   -1.1794E-32
     152.60000   -1.1982E-30   -1.0206E-35   -1.1810E-32
     152.70000   -1.1982E-30   -1.0220E-35   -1.1826E-32
     152.80000   -1.1982E-30   -1.0234E-35   -1.1842E-32
     152.90000   -1.1982E-30   -1.0248E-35   -1.1857E-32
     153.00000   -1.1982E-30   -1.0263E-35   -1.1873E-32
     153.10000   -1.1982E-30   -1.0279E-35   -1.1889E-32
     153.20000   -1.1982E-30   -1.0295E-35   -1.1904E-32
     153.30000   -1.1982E-30   -1.0311E-35   -1.1920E-32
     153.40000   -1.1982E-30   -1.0328E-35   -1.1935E-32
     153.50000   -1.1982E-30   -1.0346E-35   -1.1951E-32
     153.60000   -1.1982E-30   -1.0364E-35   -1.1966E-32
     153.70000   -1.1982E-30   -1.0383E-35   -1.1981E-32
     153.80000   -1.1982E-30   -1.0402E-35   -1.1996E-32
     153.90000   -1.1982E-30   -1.0422E-35   -1.2011E-32
     154.00000   -1.1982E-30   -1.0442E-35   -1.2026E-32
     154.10000   -1.1982E-30   -1.0462E-35   -1.2041E-32
     154.20000   -1.1982E-30   -1.0482E-35   -1.2056E-32
     154.30000   -1.1983E-30   -1.0501E-35   -1.2072E-32
     154.40000   -1.1983E-30   -1.0519E-35   -1.2087E-32
     154.50000   -1.1983E-30   -1.0537E-35   -1.2102E-32
     154.60000   -1.1983E-30   -1.0555E-35   -1.2117E-32
     154.70000   -1.1983E-30   -1.0571E-35   -1.2133E-32
     154.80000   -1.1983E-30   -1.0588E-35   -1.2148E-32
     154.90000   -1.1983E-30   -1.0603E-35   -1.2164E-32
     155.00000   -1.1983E-30   -1.0618E-35   -1.2179E-32
     155.10000   -1.1983E-30   -1.0632E-35   -1.2190E-32
     155.20000   -1.1983E-30   -1.0645E-35   -1.2200E-32
     155.30000   -1.1984E-30   -1.0656E-35   -1.2208E-32
     155.40000   -1.1984E-30   -1.0665E-35   -1.2214E-32
     155.50000   -1.1985E-30   -1.0674E-35   -1.2220E-32
     155.60000   -1.1987E-30   -1.0682E-35   -1.2226E-32
     155.70000   -1.1988E-30   -1.0689E-35   -1.2231E-32
     155.80000   -1.1990E-30   -1.0696E-35   -1.2235E-32
     155.90000   -1.1992E-30   -1.0702E-35   -1.2239E-32
     156.00000   -1.1994E-30   -1.0708E-35   -1.2243E-32
     156.10000   -1.1996E-30   -1.0713E-35   -1.2246E-32
     156.20000   -1.1999E-30   -1.0718E-35   -1.2249E-32
     156.30000   -1.2002E-30   -1.0722E-35   -1.2253E-32
     156.40000   -1.2006E-30   -1.0727E-35   -1.2256E-32
     156.50000   -1.2009E-30   -1.0731E-35   -1.2258E-32
     156.60000   -1.2013E-30   -1.0735E-35   -1.2261E-32
     156.70000   -1.2018E-30   -1.0738E-35   -1.2264E-32
     156.80000   -1.2022E-30   -1.0742E-35   -1.2266E-32
     156.90000   -1.2027E-30   -1.0745E-35   -1.2268E-32
     157.00000   -1.2033E-30   -1.0748E-35   -1.2271E-32
     157.10000   -1.2038E-30   -1.0751E-35   -1.2273E-32
     157.20000   -1.2045E-30   -1.0753E-35   -1.2275E-32
     157.30000   -1.2051E-30   -1.0756E-35   -1.2277E-32
     157.40000   -1.2058E-30   -1.0759E-35   -1.2279E-32
     157.50000   -1.2064E-30   -1.0761E-35   -1.2281E-32
     157.60000   -1.2071E-30   -1.0764E-35   -1.2283E-32
     157.70000   -1.2078E-30   -1.0766E-35   -1.2285E-32
     157.80000   -1.2085E-30   -1.0768E-35   -1.2287E-32
     157.90000   -1.2093E-30   -1.0770E-35   -1.2289E-32
     158.00000   -1.2101E-30   -1.0772E-35   -1.2290E-32
     158.10000   -1.2109E-30   -1.0774E-35   -1.2292E-32
     158.20000   -1.2118E-30   -1.0776E-35   -1.2294E-32
     158.30000   -1.2127E-30   -1.0778E-35   -1.2295E-32
     158.40000   -1.2136E-30   -1.0779E-35   -1.2297E-32
     158.50000   -1.2146E-30   -1.0781E-35   -1.2298E-32
     158.60000   -1.2156E-30   -1.0782E-35   -1.2300E-32
     158.70000   -1.2167E-30   -1.0784E-35   -1.2301E-32
     158.80000   -1.2178E-30   -1.0785E-35   -1.2302E-32
     158.90000   -1.2190E-30   -1.0787E-35   -1.2304E-32
     159.00000   -1.2201E-30   -1.0788E-35   -1.2305E-32
     159.10000   -1.2213E-30   -1.0789E-35   -1.2306E-32
     159.20000   -1.2226E-30   -1.0790E-35   -1.2307E-32
     159.30000   -1.2239E-30   -1.0792E-35   -1.2309E-32
     159.40000   -1.2252E-30   -1.0793E-35   -1.2310E-32
     159.50000   -1.2266E-30   -1.0794E-35   -1.2311E-32
     159.60000   -1.2280E-30   -1.0795E-35   -1.2312E-32
     159.70000   -1.2294E-30   -1.0796E-35   -1.2313E-32
     159.80000   -1.2309E-30   -1.0797E-35   -1.2314E-32
     159.90000   -1.2324E-30   -1.0798E-35   -1.2315E-32
     160.00000   -1.2339E-30   -1.0799E-35   -1.2316E-32
     160.10000   -1.2355E-30   -1.0800E-35   -1.2317E-32
     160.20000   -1.2371E-30   -1.0801E-35   -1.2318E-32
     160.30000   -1.2386E-30   -1.0802E-35   -1.2319E-32
     160.40000   -1.2401E-30   -1.0803E-35   -1.2320E-32
     160.50000   -1.2417E-30   -1.0803E-35   -1.2320E-32
     160.60000   -1.2432E-30   -1.0804E-35   -1.2321E-32
     160.70000   -1.2446E-30   -1.0805E-35   -1.2322E-32
     160.80000   -1.2461E-30   -1.0806E-35   -1.2323E-32
     160.90000   -1.2476E-30   -1.0807E-35   -1.2324E-32
     161.00000   -1.2491E-30   -1.0808E-35   -1.2325E-32
     161.10000   -1.2505E-30   -1.0809E-35   -1.2326E-32
     161.20000   -1.2518E-30   -1.0810E-35   -1.2327E-32
     161.30000   -1.2532E-30   -1.0811E-35   -1.2327E-32
     161.40000   -1.2545E-30   -1.0812E-35   -1.2328E-32
     161.50000   -1.2558E-30   -1.0813E-35   -1.2329E-32
     161.60000   -1.2571E-30   -1.0814E-35   -1.2330E-32
     161.70000   -1.2583E-30   -1.0815E-35   -1.2330E-32
     161.80000   -1.2595E-30   -1.0816E-35   -1.2331E-32
     161.90000   -1.2607E-30   -1.0817E-35   -1.2332E-32
     162.00000   -1.2619E-30   -1.0818E-35   -1.2332E-32
     162.10000   -1.2632E-30   -1.0819E-35   -1.2333E-32
     162.20000   -1.2644E-30   -1.0820E-35   -1.2334E-32
     162.30000   -1.2656E-30   -1.0821E-35   -1.2334E-32
     162.40000   -1.2669E-30   -1.0822E-35   -1.2335E-32
     162.50000   -1.2681E-30   -1.0824E-35   -1.2336E-32
     162.60000   -1.2693E-30   -1.0825E-35   -1.2336E-32
     162.70000   -1.2706E-30   -1.0826E-35   -1.2337E-32
     162.80000   -1.2719E-30   -1.0827E-35   -1.2337E-32
     162.90000   -1.2731E-30   -1.0828E-35   -1.2338E-32
     163.00000   -1.2744E-30   -1.0830E-35   -1.2338E-32
     163.10000   -1.2756E-30   -1.0831E-35   -1.2339E-32
     163.20000   -1.2769E-30   -1.0832E-35   -1.2339E-32
     163.30000   -1.2782E-30   -1.0833E-35   -1.2340E-32
     163.40000   -1.2794E-30   -1.0835E-35   -1.2340E-32
     163.50000   -1.2807E-30   -1.0836E-35   -1.2340E-32
     163.60000   -1.2819E-30   -1.0837E-35   -1.2341E-32
     163.70000   -1.2832E-30   -1.0838E-35   -1.2341E-32
     163.80000   -1.2845E-30   -1.0840E-35   -1.2342E-32
     163.90000   -1.2857E-30   -1.0841E-35   -1.2342E-32
     164.00000   -1.2870E-30   -1.0842E-35   -1.2342E-32
     164.10000   -1.2882E-30   -1.0844E-35   -1.2343E-32
     164.20000   -1.2895E-30   -1.0845E-35   -1.2343E-32
     164.30000   -1.2907E-30   -1.0846E-35   -1.2343E-32
     164.40000   -1.2920E-30   -1.0848E-35   -1.2344E-32
     164.50000   -1.2932E-30   -1.0849E-35   -1.2344E-32
     164.60000   -1.2944E-30   -1.0851E-35   -1.2344E-32
     164.70000   -1.2956E-30   -1.0852E-35   -1.2345E-32
     164.80000   -1.2967E-30   -1.0853E-35   -1.2345E-32
     164.90000   -1.2979E-30   -1.0855E-35   -1.2345E-32
     165.00000   -1.2991E-30   -1.0856E-35   -1.2346E-32
     165.10000   -1.3003E-30   -1.0858E-35   -1.2346E-32
     165.20000   -1.3014E-30   -1.0859E-35   -1.2346E-32
     165.30000   -1.3026E-30   -1.0861E-35   -1.2346E-32
     165.40000   -1.3038E-30   -1.0862E-35   -1.2347E-32
     165.50000   -1.3049E-30   -1.0864E-35   -1.2347E-32
     165.60000   -1.3061E-30   -1.0865E-35   -1.2347E-32
     165.70000   -1.3072E-30   -1.0867E-35   -1.2347E-32
     165.80000   -1.3083E-30   -1.0868E-35   -1.2348E-32
     165.90000   -1.3095E-30   -1.0870E-35   -1.2348E-32
     166.00000   -1.3106E-30   -1.0871E-35   -1.2348E-32
     166.10000   -1.3117E-30   -1.0873E-35   -1.2348E-32
     166.20000   -1.3128E-30   -1.0874E-35   -1.2349E-32
     166.30000   -1.3140E-30   -1.0876E-35   -1.2349E-32
     166.40000   -1.3151E-30   -1.0878E-35   -1.2349E-32
     166.50000   -1.3162E-30   -1.0879E-35   -1.2349E-32
     166.60000   -1.3172E-30   -1.0881E-35   -1.2350E-32
     166.70000   -1.3183E-30   -1.0882E-35   -1.2350E-32
     166.80000   -1.3194E-30   -1.0884E-35   -1.2350E-32
     166.90000   -1.3205E-30   -1.0886E-35   -1.2350E-32
     167.00000   -1.3215E-30   -1.0887E-35   -1.2350E-32
     167.10000   -1.3226E-30   -1.0889E-35   -1.2351E-32
     167.20000   -1.3236E-30   -1.0891E-35   -1.2351E-32
     167.30000   -1.3247E-30   -1.0892E-35   -1.2351E-32
     167.40000   -1.3257E-30   -1.0894E-35   -1.2351E-32
     167.50000   -1.3267E-30   -1.0896E-35   -1.2351E-32
     167.60000   -1.3277E-30   -1.0898E-35   -1.2352E-32
     167.70000   -1.3286E-30   -1.0899E-35   -1.2352E-32
     167.80000   -1.3296E-30   -1.0901E-35   -1.2352E-32
     167.90000   -1.3306E-30   -1.0903E-35   -1.2352E-32
     168.00000   -1.3316E-30   -1.0905E-35   -1.2352E-32
