           # s        inv_Ta        inv_Tb            Ha            Hb
         # (m)         (1/s)         (1/s)           (m)           (m)
     135.40000    5.3600E-07    0.0000E+00    6.7549E-05    0.0000E+00
     135.50000    5.2473E-07    0.0000E+00    6.7549E-05    0.0000E+00
     135.60000    5.1372E-07    0.0000E+00    6.7549E-05    0.0000E+00
     135.70000    5.0299E-07    0.0000E+00    6.7549E-05    0.0000E+00
     135.80000    4.9252E-07    0.0000E+00    6.7549E-05    0.0000E+00
     135.90000    4.8231E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.00000    4.7237E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.10000    4.6270E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.20000    4.5381E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.30000    4.4859E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.40000    4.4727E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.50000    4.4980E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.60000    4.5630E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.70000    4.6564E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.80000    4.7531E-07    0.0000E+00    6.7549E-05    0.0000E+00
     136.90000    4.8524E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.00000    4.9543E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.10000    5.0587E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.20000    5.1658E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.30000    5.2754E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.40000    5.3877E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.50000    5.5025E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.60000    5.6199E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.70000    5.7398E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.80000    5.8622E-07    0.0000E+00    6.7549E-05    0.0000E+00
     137.90000    5.9870E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.00000    6.1141E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.10000    6.2434E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.20000    6.3748E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.30000    6.5081E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.40000    6.6433E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.50000    6.7801E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.60000    6.9183E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.70000    7.0578E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.80000    7.1981E-07    0.0000E+00    6.7549E-05    0.0000E+00
     138.90000    7.3392E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.00000    7.4806E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.10000    7.6217E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.20000    7.7271E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.30000    7.7717E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.40000    7.7535E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.50000    7.6733E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.60000    7.5391E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.70000    7.3953E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.80000    7.2518E-07    0.0000E+00    6.7549E-05    0.0000E+00
     139.90000    7.1090E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.00000    6.9672E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.10000    6.8267E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.20000    6.6876E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.30000    6.5501E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.40000    6.4145E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.50000    6.2810E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.60000    6.1495E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.70000    6.0204E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.80000    5.8936E-07    0.0000E+00    6.7549E-05    0.0000E+00
     140.90000    5.7693E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.00000    5.6475E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.10000    5.5282E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.20000    5.4116E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.30000    5.2977E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.40000    5.1864E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.50000    5.0778E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.60000    4.9718E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.70000    4.8685E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.80000    4.7679E-07    0.0000E+00    6.7549E-05    0.0000E+00
     141.90000    4.6698E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.00000    4.5744E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.10000    4.4917E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.20000    4.4478E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.30000    4.4425E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.40000    4.4756E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.50000    4.5484E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.60000    4.6426E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.70000    4.7393E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.80000    4.8386E-07    0.0000E+00    6.7549E-05    0.0000E+00
     142.90000    4.9406E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.00000    5.0451E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.10000    5.1523E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.20000    5.2621E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.30000    5.3745E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.40000    5.4895E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.50000    5.6071E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.60000    5.7272E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.70000    5.8498E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.80000    5.9749E-07    0.0000E+00    6.7549E-05    0.0000E+00
     143.90000    6.1022E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.00000    6.2319E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.10000    6.3636E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.20000    6.4974E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.30000    6.6330E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.40000    6.7702E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.50000    6.9089E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.60000    7.0489E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.70000    7.1898E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.80000    7.3315E-07    0.0000E+00    6.7549E-05    0.0000E+00
     144.90000    7.4735E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.00000    7.6129E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.10000    7.7074E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.20000    7.7409E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.30000    7.7118E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.40000    7.6214E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.50000    7.4837E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.60000    7.3419E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.70000    7.2005E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.80000    7.0598E-07    0.0000E+00    6.7549E-05    0.0000E+00
     145.90000    6.9200E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.00000    6.7814E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.10000    6.6443E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.20000    6.5088E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.30000    6.3751E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.40000    6.2434E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.50000    6.1138E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.60000    5.9864E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.70000    5.8613E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.80000    5.7387E-07    0.0000E+00    6.7549E-05    0.0000E+00
     146.90000    5.6185E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.00000    5.5009E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.10000    5.3858E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.20000    5.2733E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.30000    5.1634E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.40000    5.0561E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.50000    4.9515E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.60000    4.8495E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.70000    4.7500E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.80000    4.6532E-07    0.0000E+00    6.7549E-05    0.0000E+00
     147.90000    4.5588E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.00000    4.4835E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.10000    4.4481E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.20000    4.4510E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.30000    4.4925E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.40000    4.5734E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.50000    4.6689E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.60000    4.7670E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.70000    4.8677E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.80000    4.9711E-07    0.0000E+00    6.7549E-05    0.0000E+00
     148.90000    5.0771E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.00000    5.1858E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.10000    5.2972E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.20000    5.4113E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.30000    5.5280E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.40000    5.6473E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.50000    5.7693E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.60000    5.8938E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.70000    6.0207E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.80000    6.1500E-07    0.0000E+00    6.7549E-05    0.0000E+00
     149.90000    6.2816E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.00000    6.4154E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.10000    6.5512E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.20000    6.6889E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.30000    6.8282E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.40000    6.9691E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.50000    7.1111E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.60000    7.2542E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.70000    7.3980E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.80000    7.5421E-07    0.0000E+00    6.7549E-05    0.0000E+00
     150.90000    7.6787E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.00000    7.7631E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.10000    7.7855E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.20000    7.7450E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.30000    7.6433E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.40000    7.5026E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.50000    7.3609E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.60000    7.2197E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.70000    7.0790E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.80000    6.9393E-07    0.0000E+00    6.7549E-05    0.0000E+00
     151.90000    6.8008E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.00000    6.6637E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.10000    6.5282E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.20000    6.3945E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.30000    6.2627E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.40000    6.1331E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.50000    6.0056E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.60000    5.8805E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.70000    5.7577E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.80000    5.6374E-07    0.0000E+00    6.7549E-05    0.0000E+00
     152.90000    5.5196E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.00000    5.4044E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.10000    5.2918E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.20000    5.1817E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.30000    5.0743E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.40000    4.9695E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.50000    4.8673E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.60000    4.7677E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.70000    4.6706E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.80000    4.5764E-07    0.0000E+00    6.7549E-05    0.0000E+00
     153.90000    4.5087E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.00000    4.4808E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.10000    4.4914E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.20000    4.5412E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.30000    4.6286E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.40000    4.7253E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.50000    4.8247E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.60000    4.9267E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.70000    5.0313E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.80000    5.1387E-07    0.0000E+00    6.7549E-05    0.0000E+00
     154.90000    5.2487E-07    0.0000E+00    6.7549E-05    0.0000E+00
     155.00000    2.2509E-06    0.0000E+00    2.8360E-04    0.0000E+00
     155.10000    9.3384E-06    0.0000E+00    1.1518E-03    0.0000E+00
     155.20000    2.2378E-05    0.0000E+00    2.7017E-03    0.0000E+00
     155.30000    4.1913E-05    0.0000E+00    4.9531E-03    0.0000E+00
     155.40000    6.8517E-05    0.0000E+00    7.9258E-03    0.0000E+00
     155.50000    1.0280E-04    0.0000E+00    1.1640E-02    0.0000E+00
     155.60000    1.4539E-04    0.0000E+00    1.6115E-02    0.0000E+00
     155.70000    1.9698E-04    0.0000E+00    2.1373E-02    0.0000E+00
     155.80000    2.5825E-04    0.0000E+00    2.7433E-02    0.0000E+00
     155.90000    3.2994E-04    0.0000E+00    3.4316E-02    0.0000E+00
     156.00000    4.1282E-04    0.0000E+00    4.2044E-02    0.0000E+00
     156.10000    5.0767E-04    0.0000E+00    5.0637E-02    0.0000E+00
     156.20000    6.1530E-04    0.0000E+00    6.0117E-02    0.0000E+00
     156.30000    7.3654E-04    0.0000E+00    7.0505E-02    0.0000E+00
     156.40000    8.7225E-04    0.0000E+00    8.1824E-02    0.0000E+00
     156.50000    1.0233E-03    0.0000E+00    9.4094E-02    0.0000E+00
     156.60000    1.1905E-03    0.0000E+00    1.0734E-01    0.0000E+00
     156.70000    1.3748E-03    0.0000E+00    1.2158E-01    0.0000E+00
     156.80000    1.5770E-03    0.0000E+00    1.3684E-01    0.0000E+00
     156.90000    1.7979E-03    0.0000E+00    1.5313E-01    0.0000E+00
     157.00000    2.0384E-03    0.0000E+00    1.7050E-01    0.0000E+00
     157.10000    2.2993E-03    0.0000E+00    1.8895E-01    0.0000E+00
     157.20000    2.5813E-03    0.0000E+00    2.0851E-01    0.0000E+00
     157.30000    2.8850E-03    0.0000E+00    2.2920E-01    0.0000E+00
     157.40000    3.0720E-03    0.0000E+00    2.4017E-01    0.0000E+00
     157.50000    3.1197E-03    0.0000E+00    2.4017E-01    0.0000E+00
     157.60000    3.1660E-03    0.0000E+00    2.4017E-01    0.0000E+00
     157.70000    3.3596E-03    0.0000E+00    2.5131E-01    0.0000E+00
     157.80000    3.7241E-03    0.0000E+00    2.7490E-01    0.0000E+00
     157.90000    4.1117E-03    0.0000E+00    2.9975E-01    0.0000E+00
     158.00000    4.5225E-03    0.0000E+00    3.2587E-01    0.0000E+00
     158.10000    4.9564E-03    0.0000E+00    3.5330E-01    0.0000E+00
     158.20000    5.4132E-03    0.0000E+00    3.8205E-01    0.0000E+00
     158.30000    5.8924E-03    0.0000E+00    4.1215E-01    0.0000E+00
     158.40000    6.3934E-03    0.0000E+00    4.4363E-01    0.0000E+00
     158.50000    6.9155E-03    0.0000E+00    4.7651E-01    0.0000E+00
     158.60000    7.4577E-03    0.0000E+00    5.1082E-01    0.0000E+00
     158.70000    8.0189E-03    0.0000E+00    5.4658E-01    0.0000E+00
     158.80000    8.5977E-03    0.0000E+00    5.8382E-01    0.0000E+00
     158.90000    9.1928E-03    0.0000E+00    6.2256E-01    0.0000E+00
     159.00000    9.8022E-03    0.0000E+00    6.6283E-01    0.0000E+00
     159.10000    1.0424E-02    0.0000E+00    7.0466E-01    0.0000E+00
     159.20000    1.1057E-02    0.0000E+00    7.4806E-01    0.0000E+00
     159.30000    1.1698E-02    0.0000E+00    7.9308E-01    0.0000E+00
     159.40000    1.2346E-02    0.0000E+00    8.3973E-01    0.0000E+00
     159.50000    1.2998E-02    0.0000E+00    8.8804E-01    0.0000E+00
     159.60000    1.3651E-02    0.0000E+00    9.3804E-01    0.0000E+00
     159.70000    1.4303E-02    0.0000E+00    9.8975E-01    0.0000E+00
     159.80000    1.4953E-02    0.0000E+00    1.0432E+00    0.0000E+00
     159.90000    1.5596E-02    0.0000E+00    1.0984E+00    0.0000E+00
     160.00000    1.6231E-02    0.0000E+00    1.1554E+00    0.0000E+00
     160.10000    1.6678E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.20000    1.6461E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.30000    1.6227E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.40000    1.5978E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.50000    1.5714E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.60000    1.5437E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.70000    1.5148E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.80000    1.4830E-02    0.0000E+00    1.2015E+00    0.0000E+00
     160.90000    1.4408E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.00000    1.3882E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.10000    1.3272E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.20000    1.2595E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.30000    1.1905E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.40000    1.1261E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.50000    1.0661E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.60000    1.0102E-02    0.0000E+00    1.2015E+00    0.0000E+00
     161.70000    9.5818E-03    0.0000E+00    1.2015E+00    0.0000E+00
     161.80000    9.0967E-03    0.0000E+00    1.2015E+00    0.0000E+00
     161.90000    8.7317E-03    0.0000E+00    1.2136E+00    0.0000E+00
     162.00000    8.6939E-03    0.0000E+00    1.2703E+00    0.0000E+00
     162.10000    8.6513E-03    0.0000E+00    1.3275E+00    0.0000E+00
     162.20000    8.6048E-03    0.0000E+00    1.3852E+00    0.0000E+00
     162.30000    8.5550E-03    0.0000E+00    1.4434E+00    0.0000E+00
     162.40000    8.5026E-03    0.0000E+00    1.5020E+00    0.0000E+00
     162.50000    8.4482E-03    0.0000E+00    1.5610E+00    0.0000E+00
     162.60000    8.3922E-03    0.0000E+00    1.6203E+00    0.0000E+00
     162.70000    8.3351E-03    0.0000E+00    1.6798E+00    0.0000E+00
     162.80000    8.2773E-03    0.0000E+00    1.7396E+00    0.0000E+00
     162.90000    8.2192E-03    0.0000E+00    1.7995E+00    0.0000E+00
     163.00000    8.1611E-03    0.0000E+00    1.8596E+00    0.0000E+00
     163.10000    8.1033E-03    0.0000E+00    1.9198E+00    0.0000E+00
     163.20000    8.0460E-03    0.0000E+00    1.9799E+00    0.0000E+00
     163.30000    7.9894E-03    0.0000E+00    2.0401E+00    0.0000E+00
     163.40000    7.9338E-03    0.0000E+00    2.1003E+00    0.0000E+00
     163.50000    7.8793E-03    0.0000E+00    2.1603E+00    0.0000E+00
     163.60000    7.8261E-03    0.0000E+00    2.2203E+00    0.0000E+00
     163.70000    7.7743E-03    0.0000E+00    2.2800E+00    0.0000E+00
     163.80000    7.7241E-03    0.0000E+00    2.3396E+00    0.0000E+00
     163.90000    7.6756E-03    0.0000E+00    2.3989E+00    0.0000E+00
     164.00000    7.6289E-03    0.0000E+00    2.4579E+00    0.0000E+00
     164.10000    7.5841E-03    0.0000E+00    2.5166E+00    0.0000E+00
     164.20000    7.5413E-03    0.0000E+00    2.5749E+00    0.0000E+00
     164.30000    7.5006E-03    0.0000E+00    2.6329E+00    0.0000E+00
     164.40000    7.3123E-03    0.0000E+00    2.6364E+00    0.0000E+00
     164.50000    7.1256E-03    0.0000E+00    2.6364E+00    0.0000E+00
     164.60000    6.9497E-03    0.0000E+00    2.6364E+00    0.0000E+00
     164.70000    6.9151E-03    0.0000E+00    2.6873E+00    0.0000E+00
     164.80000    6.8915E-03    0.0000E+00    2.7410E+00    0.0000E+00
     164.90000    6.8701E-03    0.0000E+00    2.7941E+00    0.0000E+00
     165.00000    6.8510E-03    0.0000E+00    2.8466E+00    0.0000E+00
     165.10000    6.8343E-03    0.0000E+00    2.8985E+00    0.0000E+00
     165.20000    6.8200E-03    0.0000E+00    2.9498E+00    0.0000E+00
     165.30000    6.8083E-03    0.0000E+00    3.0003E+00    0.0000E+00
     165.40000    6.7993E-03    0.0000E+00    3.0501E+00    0.0000E+00
     165.50000    6.7929E-03    0.0000E+00    3.0992E+00    0.0000E+00
     165.60000    6.7895E-03    0.0000E+00    3.1474E+00    0.0000E+00
     165.70000    6.7889E-03    0.0000E+00    3.1949E+00    0.0000E+00
     165.80000    6.7914E-03    0.0000E+00    3.2416E+00    0.0000E+00
     165.90000    6.7971E-03    0.0000E+00    3.2873E+00    0.0000E+00
     166.00000    6.8060E-03    0.0000E+00    3.3322E+00    0.0000E+00
     166.10000    6.8183E-03    0.0000E+00    3.3762E+00    0.0000E+00
     166.20000    6.8341E-03    0.0000E+00    3.4193E+00    0.0000E+00
     166.30000    6.8536E-03    0.0000E+00    3.4614E+00    0.0000E+00
     166.40000    6.8768E-03    0.0000E+00    3.5025E+00    0.0000E+00
     166.50000    6.9040E-03    0.0000E+00    3.5426E+00    0.0000E+00
     166.60000    6.9352E-03    0.0000E+00    3.5817E+00    0.0000E+00
     166.70000    6.9705E-03    0.0000E+00    3.6198E+00    0.0000E+00
     166.80000    7.0102E-03    0.0000E+00    3.6568E+00    0.0000E+00
     166.90000    7.0544E-03    0.0000E+00    3.6927E+00    0.0000E+00
     167.00000    7.1030E-03    0.0000E+00    3.7275E+00    0.0000E+00
     167.10000    7.1141E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.20000    7.1101E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.30000    7.1128E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.40000    7.1220E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.50000    7.1374E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.60000    7.1589E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.70000    7.1859E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.80000    7.2501E-03    0.0000E+00    3.7390E+00    0.0000E+00
     167.90000    7.3805E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.00000    7.5771E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.10000    7.8427E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.20000    8.1795E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.30000    8.5412E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.40000    8.9105E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.50000    9.2863E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.60000    9.6677E-03    0.0000E+00    3.7390E+00    0.0000E+00
     168.70000    1.0053E-02    0.0000E+00    3.7390E+00    0.0000E+00
     168.80000    1.0442E-02    0.0000E+00    3.7390E+00    0.0000E+00
     168.90000    1.0861E-02    0.0000E+00    3.7486E+00    0.0000E+00
     169.00000    1.1295E-02    0.0000E+00    3.7625E+00    0.0000E+00
     169.10000    1.1731E-02    0.0000E+00    3.7756E+00    0.0000E+00
     169.20000    1.2166E-02    0.0000E+00    3.7880E+00    0.0000E+00
     169.30000    1.2601E-02    0.0000E+00    3.7997E+00    0.0000E+00
     169.40000    1.3034E-02    0.0000E+00    3.8106E+00    0.0000E+00
     169.50000    1.3465E-02    0.0000E+00    3.8207E+00    0.0000E+00
     169.60000    1.3894E-02    0.0000E+00    3.8301E+00    0.0000E+00
     169.70000    1.4321E-02    0.0000E+00    3.8388E+00    0.0000E+00
     169.80000    1.4747E-02    0.0000E+00    3.8467E+00    0.0000E+00
     169.90000    1.5172E-02    0.0000E+00    3.8539E+00    0.0000E+00
     170.00000    1.5596E-02    0.0000E+00    3.8604E+00    0.0000E+00
     170.10000    1.6021E-02    0.0000E+00    3.8661E+00    0.0000E+00
     170.20000    1.6448E-02    0.0000E+00    3.8711E+00    0.0000E+00
     170.30000    1.6878E-02    0.0000E+00    3.8754E+00    0.0000E+00
     170.40000    1.7313E-02    0.0000E+00    3.8789E+00    0.0000E+00
     170.50000    1.7753E-02    0.0000E+00    3.8818E+00    0.0000E+00
     170.60000    1.8202E-02    0.0000E+00    3.8839E+00    0.0000E+00
     170.70000    1.8660E-02    0.0000E+00    3.8854E+00    0.0000E+00
     170.80000    1.9129E-02    0.0000E+00    3.8861E+00    0.0000E+00
     170.90000    1.9612E-02    0.0000E+00    3.8862E+00    0.0000E+00
     171.00000    2.0109E-02    0.0000E+00    3.8855E+00    0.0000E+00
     171.10000    2.0624E-02    0.0000E+00    3.8843E+00    0.0000E+00
     171.20000    2.1158E-02    0.0000E+00    3.8823E+00    0.0000E+00
     171.30000    2.1719E-02    0.0000E+00    3.8808E+00    0.0000E+00
     171.40000    2.2317E-02    0.0000E+00    3.8808E+00    0.0000E+00
     171.50000    2.2945E-02    0.0000E+00    3.8808E+00    0.0000E+00
     171.60000    2.3594E-02    0.0000E+00    3.8788E+00    0.0000E+00
     171.70000    2.4256E-02    0.0000E+00    3.8731E+00    0.0000E+00
     171.80000    2.4952E-02    0.0000E+00    3.8669E+00    0.0000E+00
     171.90000    2.5684E-02    0.0000E+00    3.8600E+00    0.0000E+00
     172.00000    2.6456E-02    0.0000E+00    3.8525E+00    0.0000E+00
