           # s        inv_Ta        inv_Tb            Ha            Hb
         # (m)         (1/s)         (1/s)           (m)           (m)
     201.20000    2.7778E-02    0.0000E+00    2.8846E+00    0.0000E+00
     201.30000    2.9819E-02    0.0000E+00    2.9617E+00    0.0000E+00
     201.40000    3.2015E-02    0.0000E+00    3.0405E+00    0.0000E+00
     201.50000    3.4376E-02    0.0000E+00    3.1210E+00    0.0000E+00
     201.60000    3.6914E-02    0.0000E+00    3.2033E+00    0.0000E+00
     201.70000    3.9638E-02    0.0000E+00    3.2874E+00    0.0000E+00
     201.80000    4.2561E-02    0.0000E+00    3.3732E+00    0.0000E+00
     201.90000    4.4652E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.00000    4.6719E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.10000    4.8873E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.20000    5.1113E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.30000    5.3436E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.40000    5.5839E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.50000    5.8302E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.60000    6.0499E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.70000    6.2234E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.80000    6.3445E-02    0.0000E+00    3.3820E+00    0.0000E+00
     202.90000    6.4091E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.00000    6.4228E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.10000    6.4216E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.20000    6.4106E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.30000    6.3902E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.40000    6.3607E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.50000    6.3228E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.60000    6.2768E-02    0.0000E+00    3.3820E+00    0.0000E+00
     203.70000    6.3624E-02    0.0000E+00    3.4576E+00    0.0000E+00
     203.80000    6.4542E-02    0.0000E+00    3.5417E+00    0.0000E+00
     203.90000    6.5364E-02    0.0000E+00    3.6259E+00    0.0000E+00
     204.00000    6.6093E-02    0.0000E+00    3.7101E+00    0.0000E+00
     204.10000    6.6729E-02    0.0000E+00    3.7943E+00    0.0000E+00
     204.20000    6.7276E-02    0.0000E+00    3.8784E+00    0.0000E+00
     204.30000    6.7738E-02    0.0000E+00    3.9623E+00    0.0000E+00
     204.40000    6.8116E-02    0.0000E+00    4.0461E+00    0.0000E+00
     204.50000    6.8416E-02    0.0000E+00    4.1298E+00    0.0000E+00
     204.60000    6.8642E-02    0.0000E+00    4.2132E+00    0.0000E+00
     204.70000    6.8798E-02    0.0000E+00    4.2963E+00    0.0000E+00
     204.80000    6.8889E-02    0.0000E+00    4.3791E+00    0.0000E+00
     204.90000    6.8920E-02    0.0000E+00    4.4617E+00    0.0000E+00
     205.00000    6.8894E-02    0.0000E+00    4.5438E+00    0.0000E+00
     205.10000    6.8818E-02    0.0000E+00    4.6255E+00    0.0000E+00
     205.20000    6.8695E-02    0.0000E+00    4.7069E+00    0.0000E+00
     205.30000    6.8531E-02    0.0000E+00    4.7877E+00    0.0000E+00
     205.40000    6.8329E-02    0.0000E+00    4.8680E+00    0.0000E+00
     205.50000    6.8094E-02    0.0000E+00    4.9478E+00    0.0000E+00
     205.60000    6.7829E-02    0.0000E+00    5.0271E+00    0.0000E+00
     205.70000    6.7540E-02    0.0000E+00    5.1057E+00    0.0000E+00
     205.80000    6.7230E-02    0.0000E+00    5.1837E+00    0.0000E+00
     205.90000    6.6902E-02    0.0000E+00    5.2611E+00    0.0000E+00
     206.00000    6.6559E-02    0.0000E+00    5.3377E+00    0.0000E+00
     206.10000    6.5628E-02    0.0000E+00    5.3665E+00    0.0000E+00
     206.20000    6.4374E-02    0.0000E+00    5.3665E+00    0.0000E+00
     206.30000    6.3157E-02    0.0000E+00    5.3665E+00    0.0000E+00
     206.40000    6.2494E-02    0.0000E+00    5.4113E+00    0.0000E+00
     206.50000    6.2152E-02    0.0000E+00    5.4826E+00    0.0000E+00
     206.60000    6.1811E-02    0.0000E+00    5.5531E+00    0.0000E+00
     206.70000    6.1473E-02    0.0000E+00    5.6228E+00    0.0000E+00
     206.80000    6.1140E-02    0.0000E+00    5.6915E+00    0.0000E+00
     206.90000    6.0815E-02    0.0000E+00    5.7594E+00    0.0000E+00
     207.00000    6.0498E-02    0.0000E+00    5.8263E+00    0.0000E+00
     207.10000    6.0191E-02    0.0000E+00    5.8923E+00    0.0000E+00
     207.20000    5.9895E-02    0.0000E+00    5.9574E+00    0.0000E+00
     207.30000    5.9613E-02    0.0000E+00    6.0214E+00    0.0000E+00
     207.40000    5.9345E-02    0.0000E+00    6.0844E+00    0.0000E+00
     207.50000    5.9091E-02    0.0000E+00    6.1463E+00    0.0000E+00
     207.60000    5.8854E-02    0.0000E+00    6.2072E+00    0.0000E+00
     207.70000    5.8634E-02    0.0000E+00    6.2670E+00    0.0000E+00
     207.80000    5.8432E-02    0.0000E+00    6.3257E+00    0.0000E+00
     207.90000    5.8249E-02    0.0000E+00    6.3833E+00    0.0000E+00
     208.00000    5.8085E-02    0.0000E+00    6.4397E+00    0.0000E+00
     208.10000    5.7941E-02    0.0000E+00    6.4950E+00    0.0000E+00
     208.20000    5.7817E-02    0.0000E+00    6.5491E+00    0.0000E+00
     208.30000    5.7713E-02    0.0000E+00    6.6020E+00    0.0000E+00
     208.40000    5.7631E-02    0.0000E+00    6.6537E+00    0.0000E+00
     208.50000    5.7568E-02    0.0000E+00    6.7041E+00    0.0000E+00
     208.60000    5.7527E-02    0.0000E+00    6.7533E+00    0.0000E+00
     208.70000    5.7505E-02    0.0000E+00    6.8013E+00    0.0000E+00
     208.80000    5.7368E-02    0.0000E+00    6.8319E+00    0.0000E+00
     208.90000    5.7005E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.00000    5.6674E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.10000    5.6370E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.20000    5.6093E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.30000    5.5838E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.40000    5.5601E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.50000    5.5495E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.60000    5.5850E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.70000    5.6672E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.80000    5.7967E-02    0.0000E+00    6.8319E+00    0.0000E+00
     209.90000    5.9762E-02    0.0000E+00    6.8319E+00    0.0000E+00
     210.00000    6.1833E-02    0.0000E+00    6.8319E+00    0.0000E+00
     210.10000    6.3919E-02    0.0000E+00    6.8319E+00    0.0000E+00
     210.20000    6.6015E-02    0.0000E+00    6.8319E+00    0.0000E+00
     210.30000    6.8117E-02    0.0000E+00    6.8319E+00    0.0000E+00
     210.40000    7.0222E-02    0.0000E+00    6.8319E+00    0.0000E+00
     210.50000    7.2326E-02    0.0000E+00    6.8319E+00    0.0000E+00
     210.60000    7.4526E-02    0.0000E+00    6.8411E+00    0.0000E+00
     210.70000    7.6916E-02    0.0000E+00    6.8673E+00    0.0000E+00
     210.80000    7.9307E-02    0.0000E+00    6.8928E+00    0.0000E+00
     210.90000    8.1697E-02    0.0000E+00    6.9177E+00    0.0000E+00
     211.00000    8.4085E-02    0.0000E+00    6.9419E+00    0.0000E+00
     211.10000    8.6469E-02    0.0000E+00    6.9655E+00    0.0000E+00
     211.20000    8.8850E-02    0.0000E+00    6.9884E+00    0.0000E+00
     211.30000    9.1228E-02    0.0000E+00    7.0107E+00    0.0000E+00
     211.40000    9.3602E-02    0.0000E+00    7.0324E+00    0.0000E+00
     211.50000    9.5975E-02    0.0000E+00    7.0534E+00    0.0000E+00
     211.60000    9.8348E-02    0.0000E+00    7.0738E+00    0.0000E+00
     211.70000    1.0072E-01    0.0000E+00    7.0936E+00    0.0000E+00
     211.80000    1.0310E-01    0.0000E+00    7.1128E+00    0.0000E+00
     211.90000    1.0548E-01    0.0000E+00    7.1314E+00    0.0000E+00
     212.00000    1.0788E-01    0.0000E+00    7.1493E+00    0.0000E+00
     212.10000    1.1028E-01    0.0000E+00    7.1666E+00    0.0000E+00
     212.20000    1.1270E-01    0.0000E+00    7.1834E+00    0.0000E+00
     212.30000    1.1513E-01    0.0000E+00    7.1995E+00    0.0000E+00
     212.40000    1.1758E-01    0.0000E+00    7.2151E+00    0.0000E+00
     212.50000    1.2005E-01    0.0000E+00    7.2300E+00    0.0000E+00
     212.60000    1.2254E-01    0.0000E+00    7.2444E+00    0.0000E+00
     212.70000    1.2506E-01    0.0000E+00    7.2583E+00    0.0000E+00
     212.80000    1.2761E-01    0.0000E+00    7.2715E+00    0.0000E+00
     212.90000    1.3018E-01    0.0000E+00    7.2843E+00    0.0000E+00
     213.00000    1.3276E-01    0.0000E+00    7.2956E+00    0.0000E+00
     213.10000    1.3517E-01    0.0000E+00    7.2956E+00    0.0000E+00
     213.20000    1.3760E-01    0.0000E+00    7.2956E+00    0.0000E+00
     213.30000    1.4008E-01    0.0000E+00    7.2963E+00    0.0000E+00
     213.40000    1.4275E-01    0.0000E+00    7.3058E+00    0.0000E+00
     213.50000    1.4545E-01    0.0000E+00    7.3148E+00    0.0000E+00
     213.60000    1.4817E-01    0.0000E+00    7.3233E+00    0.0000E+00
     213.70000    1.5091E-01    0.0000E+00    7.3313E+00    0.0000E+00
     213.80000    1.5366E-01    0.0000E+00    7.3388E+00    0.0000E+00
     213.90000    1.5643E-01    0.0000E+00    7.3459E+00    0.0000E+00
     214.00000    1.5919E-01    0.0000E+00    7.3525E+00    0.0000E+00
     214.10000    1.6196E-01    0.0000E+00    7.3587E+00    0.0000E+00
     214.20000    1.6472E-01    0.0000E+00    7.3644E+00    0.0000E+00
     214.30000    1.6747E-01    0.0000E+00    7.3698E+00    0.0000E+00
     214.40000    1.7019E-01    0.0000E+00    7.3747E+00    0.0000E+00
     214.50000    1.7288E-01    0.0000E+00    7.3792E+00    0.0000E+00
     214.60000    1.7553E-01    0.0000E+00    7.3834E+00    0.0000E+00
     214.70000    1.7813E-01    0.0000E+00    7.3872E+00    0.0000E+00
     214.80000    1.8066E-01    0.0000E+00    7.3906E+00    0.0000E+00
     214.90000    1.8312E-01    0.0000E+00    7.3937E+00    0.0000E+00
     215.00000    1.8550E-01    0.0000E+00    7.3964E+00    0.0000E+00
     215.10000    1.8777E-01    0.0000E+00    7.3989E+00    0.0000E+00
     215.20000    1.8992E-01    0.0000E+00    7.4011E+00    0.0000E+00
     215.30000    1.9195E-01    0.0000E+00    7.4030E+00    0.0000E+00
     215.40000    1.9383E-01    0.0000E+00    7.4046E+00    0.0000E+00
     215.50000    1.9556E-01    0.0000E+00    7.4060E+00    0.0000E+00
     215.60000    1.9711E-01    0.0000E+00    7.4071E+00    0.0000E+00
     215.70000    1.9848E-01    0.0000E+00    7.4081E+00    0.0000E+00
     215.80000    1.9963E-01    0.0000E+00    7.4082E+00    0.0000E+00
     215.90000    2.0056E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.00000    2.0127E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.10000    2.0174E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.20000    2.0197E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.30000    2.0193E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.40000    2.0161E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.50000    1.9954E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.60000    1.9491E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.70000    1.8797E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.80000    1.7906E-01    0.0000E+00    7.4082E+00    0.0000E+00
     216.90000    1.6883E-01    0.0000E+00    7.4082E+00    0.0000E+00
     217.00000    1.5903E-01    0.0000E+00    7.4082E+00    0.0000E+00
     217.10000    1.4994E-01    0.0000E+00    7.4082E+00    0.0000E+00
     217.20000    1.4152E-01    0.0000E+00    7.4082E+00    0.0000E+00
     217.30000    1.3370E-01    0.0000E+00    7.4082E+00    0.0000E+00
     217.40000    1.2646E-01    0.0000E+00    7.4082E+00    0.0000E+00
     217.50000    1.1974E-01    0.0000E+00    7.4082E+00    0.0000E+00
     217.60000    1.1341E-01    0.0000E+00    7.4010E+00    0.0000E+00
     217.70000    1.0750E-01    0.0000E+00    7.3919E+00    0.0000E+00
     217.80000    1.0202E-01    0.0000E+00    7.3826E+00    0.0000E+00
     217.90000    9.6932E-02    0.0000E+00    7.3732E+00    0.0000E+00
     218.00000    9.2206E-02    0.0000E+00    7.3636E+00    0.0000E+00
     218.10000    8.7812E-02    0.0000E+00    7.3539E+00    0.0000E+00
     218.20000    8.3724E-02    0.0000E+00    7.3440E+00    0.0000E+00
     218.30000    7.9917E-02    0.0000E+00    7.3339E+00    0.0000E+00
     218.40000    7.6369E-02    0.0000E+00    7.3236E+00    0.0000E+00
     218.50000    7.3060E-02    0.0000E+00    7.3130E+00    0.0000E+00
     218.60000    6.9970E-02    0.0000E+00    7.3022E+00    0.0000E+00
     218.70000    6.7083E-02    0.0000E+00    7.2912E+00    0.0000E+00
     218.80000    6.4382E-02    0.0000E+00    7.2798E+00    0.0000E+00
     218.90000    6.1853E-02    0.0000E+00    7.2682E+00    0.0000E+00
     219.00000    5.9484E-02    0.0000E+00    7.2563E+00    0.0000E+00
     219.10000    5.7261E-02    0.0000E+00    7.2440E+00    0.0000E+00
     219.20000    5.5173E-02    0.0000E+00    7.2314E+00    0.0000E+00
     219.30000    5.3211E-02    0.0000E+00    7.2185E+00    0.0000E+00
     219.40000    5.1364E-02    0.0000E+00    7.2052E+00    0.0000E+00
     219.50000    4.9624E-02    0.0000E+00    7.1916E+00    0.0000E+00
     219.60000    4.7982E-02    0.0000E+00    7.1775E+00    0.0000E+00
     219.70000    4.6432E-02    0.0000E+00    7.1631E+00    0.0000E+00
     219.80000    4.4965E-02    0.0000E+00    7.1483E+00    0.0000E+00
     219.90000    4.3575E-02    0.0000E+00    7.1331E+00    0.0000E+00
     220.00000    4.2305E-02    0.0000E+00    7.1255E+00    0.0000E+00
     220.10000    4.1142E-02    0.0000E+00    7.1255E+00    0.0000E+00
     220.20000    4.0037E-02    0.0000E+00    7.1255E+00    0.0000E+00
     220.30000    3.8933E-02    0.0000E+00    7.1165E+00    0.0000E+00
     220.40000    3.7833E-02    0.0000E+00    7.0986E+00    0.0000E+00
     220.50000    3.6778E-02    0.0000E+00    7.0802E+00    0.0000E+00
     220.60000    3.5764E-02    0.0000E+00    7.0614E+00    0.0000E+00
     220.70000    3.4787E-02    0.0000E+00    7.0421E+00    0.0000E+00
     220.80000    3.3843E-02    0.0000E+00    7.0223E+00    0.0000E+00
     220.90000    3.2928E-02    0.0000E+00    7.0021E+00    0.0000E+00
     221.00000    3.2038E-02    0.0000E+00    6.9813E+00    0.0000E+00
     221.10000    3.1169E-02    0.0000E+00    6.9601E+00    0.0000E+00
     221.20000    3.0319E-02    0.0000E+00    6.9383E+00    0.0000E+00
     221.30000    2.9484E-02    0.0000E+00    6.9161E+00    0.0000E+00
     221.40000    2.8661E-02    0.0000E+00    6.8933E+00    0.0000E+00
     221.50000    2.7848E-02    0.0000E+00    6.8700E+00    0.0000E+00
     221.60000    2.7042E-02    0.0000E+00    6.8462E+00    0.0000E+00
     221.70000    2.6242E-02    0.0000E+00    6.8218E+00    0.0000E+00
     221.80000    2.5445E-02    0.0000E+00    6.7969E+00    0.0000E+00
     221.90000    2.4651E-02    0.0000E+00    6.7715E+00    0.0000E+00
     222.00000    2.3858E-02    0.0000E+00    6.7456E+00    0.0000E+00
     222.10000    2.3067E-02    0.0000E+00    6.7191E+00    0.0000E+00
     222.20000    2.2276E-02    0.0000E+00    6.6921E+00    0.0000E+00
     222.30000    2.1487E-02    0.0000E+00    6.6646E+00    0.0000E+00
     222.40000    2.0700E-02    0.0000E+00    6.6365E+00    0.0000E+00
     222.50000    1.9917E-02    0.0000E+00    6.6079E+00    0.0000E+00
     222.60000    1.9139E-02    0.0000E+00    6.5787E+00    0.0000E+00
     222.70000    1.8387E-02    0.0000E+00    6.5562E+00    0.0000E+00
     222.80000    1.7704E-02    0.0000E+00    6.5562E+00    0.0000E+00
     222.90000    1.7026E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.00000    1.6356E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.10000    1.5695E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.20000    1.5046E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.30000    1.4410E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.40000    1.3810E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.50000    1.3332E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.60000    1.2975E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.70000    1.2735E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.80000    1.2610E-02    0.0000E+00    6.5562E+00    0.0000E+00
     223.90000    1.2561E-02    0.0000E+00    6.5562E+00    0.0000E+00
     224.00000    1.2522E-02    0.0000E+00    6.5562E+00    0.0000E+00
     224.10000    1.2494E-02    0.0000E+00    6.5562E+00    0.0000E+00
     224.20000    1.2476E-02    0.0000E+00    6.5562E+00    0.0000E+00
     224.30000    1.2470E-02    0.0000E+00    6.5562E+00    0.0000E+00
     224.40000    1.2476E-02    0.0000E+00    6.5562E+00    0.0000E+00
     224.50000    1.2471E-02    0.0000E+00    6.5447E+00    0.0000E+00
     224.60000    1.2408E-02    0.0000E+00    6.4962E+00    0.0000E+00
     224.70000    1.2355E-02    0.0000E+00    6.4465E+00    0.0000E+00
     224.80000    1.2311E-02    0.0000E+00    6.3956E+00    0.0000E+00
     224.90000    1.2277E-02    0.0000E+00    6.3436E+00    0.0000E+00
     225.00000    1.2251E-02    0.0000E+00    6.2906E+00    0.0000E+00
     225.10000    1.2235E-02    0.0000E+00    6.2364E+00    0.0000E+00
     225.20000    1.2228E-02    0.0000E+00    6.1811E+00    0.0000E+00
     225.30000    1.2229E-02    0.0000E+00    6.1248E+00    0.0000E+00
     225.40000    1.2239E-02    0.0000E+00    6.0675E+00    0.0000E+00
     225.50000    1.2258E-02    0.0000E+00    6.0092E+00    0.0000E+00
     225.60000    1.2285E-02    0.0000E+00    5.9499E+00    0.0000E+00
     225.70000    1.2321E-02    0.0000E+00    5.8896E+00    0.0000E+00
     225.80000    1.2365E-02    0.0000E+00    5.8284E+00    0.0000E+00
     225.90000    1.2417E-02    0.0000E+00    5.7663E+00    0.0000E+00
     226.00000    1.2477E-02    0.0000E+00    5.7034E+00    0.0000E+00
     226.10000    1.2546E-02    0.0000E+00    5.6396E+00    0.0000E+00
     226.20000    1.2624E-02    0.0000E+00    5.5750E+00    0.0000E+00
     226.30000    1.2709E-02    0.0000E+00    5.5096E+00    0.0000E+00
     226.40000    1.2804E-02    0.0000E+00    5.4434E+00    0.0000E+00
     226.50000    1.2907E-02    0.0000E+00    5.3765E+00    0.0000E+00
     226.60000    1.3019E-02    0.0000E+00    5.3089E+00    0.0000E+00
     226.70000    1.3139E-02    0.0000E+00    5.2407E+00    0.0000E+00
     226.80000    1.3269E-02    0.0000E+00    5.1718E+00    0.0000E+00
     226.90000    1.3409E-02    0.0000E+00    5.1023E+00    0.0000E+00
     227.00000    1.3739E-02    0.0000E+00    5.0998E+00    0.0000E+00
     227.10000    1.4098E-02    0.0000E+00    5.0998E+00    0.0000E+00
     227.20000    1.4478E-02    0.0000E+00    5.0998E+00    0.0000E+00
     227.30000    1.4675E-02    0.0000E+00    5.0290E+00    0.0000E+00
     227.40000    1.4877E-02    0.0000E+00    4.9550E+00    0.0000E+00
     227.50000    1.5090E-02    0.0000E+00    4.8807E+00    0.0000E+00
     227.60000    1.5315E-02    0.0000E+00    4.8060E+00    0.0000E+00
     227.70000    1.5554E-02    0.0000E+00    4.7309E+00    0.0000E+00
     227.80000    1.5805E-02    0.0000E+00    4.6555E+00    0.0000E+00
     227.90000    1.6071E-02    0.0000E+00    4.5798E+00    0.0000E+00
     228.00000    1.6351E-02    0.0000E+00    4.5039E+00    0.0000E+00
     228.10000    1.6646E-02    0.0000E+00    4.4278E+00    0.0000E+00
     228.20000    1.6957E-02    0.0000E+00    4.3516E+00    0.0000E+00
     228.30000    1.7284E-02    0.0000E+00    4.2752E+00    0.0000E+00
     228.40000    1.7629E-02    0.0000E+00    4.1988E+00    0.0000E+00
     228.50000    1.7993E-02    0.0000E+00    4.1223E+00    0.0000E+00
     228.60000    1.8376E-02    0.0000E+00    4.0459E+00    0.0000E+00
     228.70000    1.8779E-02    0.0000E+00    3.9696E+00    0.0000E+00
     228.80000    1.9203E-02    0.0000E+00    3.8933E+00    0.0000E+00
     228.90000    1.9650E-02    0.0000E+00    3.8173E+00    0.0000E+00
     229.00000    2.0120E-02    0.0000E+00    3.7414E+00    0.0000E+00
     229.10000    2.0616E-02    0.0000E+00    3.6657E+00    0.0000E+00
     229.20000    2.1137E-02    0.0000E+00    3.5904E+00    0.0000E+00
     229.30000    2.1687E-02    0.0000E+00    3.5154E+00    0.0000E+00
     229.40000    2.2265E-02    0.0000E+00    3.4408E+00    0.0000E+00
     229.50000    2.2875E-02    0.0000E+00    3.3667E+00    0.0000E+00
     229.60000    2.3517E-02    0.0000E+00    3.2931E+00    0.0000E+00
     229.70000    2.4570E-02    0.0000E+00    3.2702E+00    0.0000E+00
     229.80000    2.5875E-02    0.0000E+00    3.2702E+00    0.0000E+00
     229.90000    2.7275E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.00000    2.8778E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.10000    3.0391E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.20000    3.2123E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.30000    3.3981E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.40000    3.5827E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.50000    3.7498E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.60000    3.8943E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.70000    4.0114E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.80000    4.0990E-02    0.0000E+00    3.2702E+00    0.0000E+00
     230.90000    4.1773E-02    0.0000E+00    3.2702E+00    0.0000E+00
     231.00000    4.2523E-02    0.0000E+00    3.2702E+00    0.0000E+00
     231.10000    4.3238E-02    0.0000E+00    3.2702E+00    0.0000E+00
     231.20000    4.3915E-02    0.0000E+00    3.2702E+00    0.0000E+00
     231.30000    4.4550E-02    0.0000E+00    3.2702E+00    0.0000E+00
     231.40000    4.5140E-02    0.0000E+00    3.2702E+00    0.0000E+00
     231.50000    4.4972E-02    0.0000E+00    3.2194E+00    0.0000E+00
     231.60000    4.4440E-02    0.0000E+00    3.1472E+00    0.0000E+00
     231.70000    4.3866E-02    0.0000E+00    3.0772E+00    0.0000E+00
     231.80000    4.3253E-02    0.0000E+00    3.0091E+00    0.0000E+00
     231.90000    4.2603E-02    0.0000E+00    2.9430E+00    0.0000E+00
     232.00000    4.1919E-02    0.0000E+00    2.8789E+00    0.0000E+00
     232.10000    4.1203E-02    0.0000E+00    2.8168E+00    0.0000E+00
     232.20000    4.0459E-02    0.0000E+00    2.7565E+00    0.0000E+00
     232.30000    3.9688E-02    0.0000E+00    2.6982E+00    0.0000E+00
     232.40000    3.8895E-02    0.0000E+00    2.6416E+00    0.0000E+00
     232.50000    3.8082E-02    0.0000E+00    2.5870E+00    0.0000E+00
     232.60000    3.7252E-02    0.0000E+00    2.5341E+00    0.0000E+00
     232.70000    3.6409E-02    0.0000E+00    2.4830E+00    0.0000E+00
     232.80000    3.5556E-02    0.0000E+00    2.4337E+00    0.0000E+00
     232.90000    3.4696E-02    0.0000E+00    2.3861E+00    0.0000E+00
     233.00000    3.3831E-02    0.0000E+00    2.3402E+00    0.0000E+00
     233.10000    3.2966E-02    0.0000E+00    2.2960E+00    0.0000E+00
     233.20000    3.2102E-02    0.0000E+00    2.2534E+00    0.0000E+00
     233.30000    3.1242E-02    0.0000E+00    2.2125E+00    0.0000E+00
     233.40000    3.0389E-02    0.0000E+00    2.1731E+00    0.0000E+00
     233.50000    2.9546E-02    0.0000E+00    2.1354E+00    0.0000E+00
     233.60000    2.8713E-02    0.0000E+00    2.0992E+00    0.0000E+00
     233.70000    2.7893E-02    0.0000E+00    2.0645E+00    0.0000E+00
     233.80000    2.7088E-02    0.0000E+00    2.0314E+00    0.0000E+00
     233.90000    2.6468E-02    0.0000E+00    2.0126E+00    0.0000E+00
     234.00000    2.6085E-02    0.0000E+00    2.0126E+00    0.0000E+00
     234.10000    2.5691E-02    0.0000E+00    2.0126E+00    0.0000E+00
     234.20000    2.5131E-02    0.0000E+00    2.0002E+00    0.0000E+00
     234.30000    2.4362E-02    0.0000E+00    1.9713E+00    0.0000E+00
     234.40000    2.3616E-02    0.0000E+00    1.9437E+00    0.0000E+00
     234.50000    2.2893E-02    0.0000E+00    1.9174E+00    0.0000E+00
     234.60000    2.2193E-02    0.0000E+00    1.8925E+00    0.0000E+00
     234.70000    2.1516E-02    0.0000E+00    1.8690E+00    0.0000E+00
     234.80000    2.0863E-02    0.0000E+00    1.8467E+00    0.0000E+00
     234.90000    2.0233E-02    0.0000E+00    1.8257E+00    0.0000E+00
     235.00000    1.9628E-02    0.0000E+00    1.8059E+00    0.0000E+00
     235.10000    1.9045E-02    0.0000E+00    1.7874E+00    0.0000E+00
     235.20000    1.8485E-02    0.0000E+00    1.7701E+00    0.0000E+00
     235.30000    1.7948E-02    0.0000E+00    1.7539E+00    0.0000E+00
     235.40000    1.7433E-02    0.0000E+00    1.7390E+00    0.0000E+00
     235.50000    1.6940E-02    0.0000E+00    1.7251E+00    0.0000E+00
     235.60000    1.6468E-02    0.0000E+00    1.7124E+00    0.0000E+00
     235.70000    1.6016E-02    0.0000E+00    1.7008E+00    0.0000E+00
     235.80000    1.5585E-02    0.0000E+00    1.6903E+00    0.0000E+00
     235.90000    1.5173E-02    0.0000E+00    1.6808E+00    0.0000E+00
     236.00000    1.4780E-02    0.0000E+00    1.6724E+00    0.0000E+00
     236.10000    1.4405E-02    0.0000E+00    1.6650E+00    0.0000E+00
     236.20000    1.4047E-02    0.0000E+00    1.6586E+00    0.0000E+00
     236.30000    1.3706E-02    0.0000E+00    1.6531E+00    0.0000E+00
     236.40000    1.3382E-02    0.0000E+00    1.6486E+00    0.0000E+00
     236.50000    1.3073E-02    0.0000E+00    1.6451E+00    0.0000E+00
     236.60000    1.2781E-02    0.0000E+00    1.6428E+00    0.0000E+00
     236.70000    1.2514E-02    0.0000E+00    1.6428E+00    0.0000E+00
     236.80000    1.2254E-02    0.0000E+00    1.6428E+00    0.0000E+00
     236.90000    1.2000E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.00000    1.1753E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.10000    1.1511E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.20000    1.1277E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.30000    1.1060E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.40000    1.0930E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.50000    1.0896E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.60000    1.0956E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.70000    1.1112E-02    0.0000E+00    1.6428E+00    0.0000E+00
     237.80000    1.1340E-02    0.0000E+00    1.6428E+00    0.0000E+00
