TURN GAMMA DELTAQ ALPHA0 ALPHA1 ETA0 ETA1
 1.000000000000000  7.085620639658848 0.5614556465863454E-002 0.1942196027768793E-001 -.2834201110896185E-001 -.4959717408242921E-003 -5.999060199105035
 2.000000000000000  7.085621279317697 0.5613112931726908E-002 0.1942212163767669E-001 -.2834338410528698E-001 -.4958085827317660E-003 -5.999061574691072
 3.000000000000000  7.085621918976545 0.5611669397590361E-002 0.1942228299948345E-001 -.2834475714159219E-001 -.4956454228214786E-003 -5.999062950317088
 4.000000000000000  7.085622558635394 0.5610225863453815E-002 0.1942244436310811E-001 -.2834613021787567E-001 -.4954822610935342E-003 -5.999064325983084
 5.000000000000000  7.085623198294242 0.5608782329317269E-002 0.1942260572855076E-001 -.2834750333413498E-001 -.4953190975478527E-003 -5.999065701689054
 6.000000000000000  7.085623837953091 0.5607338795180723E-002 0.1942276709581212E-001 -.2834887649037045E-001 -.4951559321836954E-003 -5.999067077435001
 7.000000000000000  7.085624477611939 0.5605895261044177E-002 0.1942292846489079E-001 -.2835024968657831E-001 -.4949927650024742E-003 -5.999068453220919
 8.000000000000000  7.085625117270788 0.5604451726907631E-002 0.1942308983578825E-001 -.2835162292275931E-001 -.4948295960027042E-003 -5.999069829046809
 9.000000000000000  7.085625756929637 0.5603008192771084E-002 0.1942325120850402E-001 -.2835299619891165E-001 -.4946664251848747E-003 -5.999071204912672
 10.00000000000000  7.085626396588485 0.5601564658634538E-002 0.1942341258303804E-001 -.2835436951503231E-001 -.4945032525490306E-003 -5.999072580818502
 11.00000000000000  7.085627036247334 0.5600121124497992E-002 0.1942357395939100E-001 -.2835574287112249E-001 -.4943400780945024E-003 -5.999073956764302
 12.00000000000000  7.085627675906182 0.5598677590361446E-002 0.1942373533756247E-001 -.2835711626717828E-001 -.4941769018216892E-003 -5.999075332750066
 13.00000000000000  7.085628315565031 0.5597234056224900E-002 0.1942389671755263E-001 -.2835848970320040E-001 -.4940137237304382E-003 -5.999076708775796
 14.00000000000000  7.085628955223879 0.5595790522088354E-002 0.1942405809936127E-001 -.2835986317918465E-001 -.4938505438209576E-003 -5.999078084841488
 15.00000000000000  7.085629594882728 0.5594346987951807E-002 0.1942421948298957E-001 -.2836123669513333E-001 -.4936873620920539E-003 -5.999079460947145
 16.00000000000000  7.085630234541578 0.5592903453815261E-002 0.1942438086843648E-001 -.2836261025104227E-001 -.4935241785447748E-003 -5.999080837092762
 17.00000000000000  7.085630874200427 0.5591459919678715E-002 0.1942454225570232E-001 -.2836398384691104E-001 -.4933609931788256E-003 -5.999082213278337
 18.00000000000000  7.085631513859275 0.5590016385542169E-002 0.1942470364478749E-001 -.2836535748273846E-001 -.4931978059937829E-003 -5.999083589503871
 19.00000000000000  7.085632153518124 0.5588572851405623E-002 0.1942486503569232E-001 -.2836673115852226E-001 -.4930346169893240E-003 -5.999084965769361
 20.00000000000000  7.085632793176972 0.5587129317269077E-002 0.1942502642841617E-001 -.2836810487426236E-001 -.4928714261660909E-003 -5.999086342074808
 21.00000000000000  7.085633432835821 0.5585685783132530E-002 0.1942518782295969E-001 -.2836947862995641E-001 -.4927082335234208E-003 -5.999087718420207
 22.00000000000000  7.085634072494670 0.5584242248995984E-002 0.1942534921932259E-001 -.2837085242560345E-001 -.4925450390616294E-003 -5.999089094805560
 23.00000000000000  7.085634712153518 0.5582798714859438E-002 0.1942551061750493E-001 -.2837222626120099E-001 -.4923818427806266E-003 -5.999090471230862
 24.00000000000000  7.085635351812367 0.5581355180722892E-002 0.1942567201750741E-001 -.2837360013674910E-001 -.4922186446797323E-003 -5.999091847696115
 25.00000000000000  7.085635991471215 0.5579911646586346E-002 0.1942583341932968E-001 -.2837497405224589E-001 -.4920554447593005E-003 -5.999093224201316
 26.00000000000000  7.085636631130064 0.5578468112449799E-002 0.1942599482297168E-001 -.2837634800768989E-001 -.4918922430193796E-003 -5.999094600746464
 27.00000000000000  7.085637270788912 0.5577024578313253E-002 0.1942615622843409E-001 -.2837772200307981E-001 -.4917290394592828E-003 -5.999095977331558
 28.00000000000000  7.085637910447761 0.5575581044176707E-002 0.1942631763571598E-001 -.2837909603841374E-001 -.4915658340799572E-003 -5.999097353956595
 29.00000000000000  7.085638550106609 0.5574137510040161E-002 0.1942647904481868E-001 -.2838047011369189E-001 -.4914026268800636E-003 -5.999098730621576
 30.00000000000000  7.085639189765458 0.5572693975903615E-002 0.1942664045574163E-001 -.2838184422891134E-001 -.4912394178601641E-003 -5.999100107326497
 31.00000000000000  7.085639829424307 0.5571250441767069E-002 0.1942680186848444E-001 -.2838321838406943E-001 -.4910762070206402E-003 -5.999101484071358
 32.00000000000000  7.085640469083155 0.5569806907630522E-002 0.1942696328304810E-001 -.2838459257916826E-001 -.4909129943605171E-003 -5.999102860856159
 33.00000000000000  7.085641108742004 0.5568363373493976E-002 0.1942712469943205E-001 -.2838596681420437E-001 -.4907497798803465E-003 -5.999104237680896
 34.00000000000000  7.085641748400852 0.5566919839357430E-002 0.1942728611763730E-001 -.2838734108917731E-001 -.4905865635791290E-003 -5.999105614545570
 35.00000000000000  7.085642388059701 0.5565476305220884E-002 0.1942744753766252E-001 -.2838871540408460E-001 -.4904233454581762E-003 -5.999106991450178
 36.00000000000000  7.085643027718549 0.5564032771084338E-002 0.1942760895950914E-001 -.2839008975892484E-001 -.4902601255160621E-003 -5.999108368394720
 37.00000000000000  7.085643667377398 0.5562589236947792E-002 0.1942777038317630E-001 -.2839146415369776E-001 -.4900969037536541E-003 -5.999109745379193
