           1   1.5624999999999998E-002   0.0000000000000000     
           2  -9.5975046307580111E-004  -1.3686187707469535E-004
           3  -6.2035972940818133E-004   1.0302321384519154E-003
           4  -2.1034569615530649E-004  -4.2335345177399648E-004
           5  -1.0439414968513407E-003   6.0644487238239260E-004
           6  -2.0999389375337099E-004   1.0324251422373560E-003
           7  -7.1277710084861575E-004   1.4301947222904946E-004
           8  -1.5980442200068455E-003   1.1240490021707412E-003
           9  -7.8508846669397801E-005  -3.3640552971612823E-006
          10  -3.8197669592940359E-004   1.1004035227949125E-004
          11  -4.4925088894437134E-004  -1.4223757034732975E-004
          12  -1.3098840814738222E-004  -4.8055724732558249E-004
          13  -5.2405106761392042E-004   1.6542702109955052E-004
          14   8.0842185844861614E-006   4.4580312010283278E-004
          15  -1.5997373427291615E-004  -6.1749852734266451E-004
          16   1.3121441738633006E-004  -2.4329120584300437E-004
          17   1.7468964688805078E-004   4.7164030831103648E-004
          18   1.0094716782640151E-004   1.4528813824546744E-004
          19   7.8628094688651946E-005  -3.1755814659485703E-004
          20  -5.9983505998259404E-004   4.2071217212027784E-004
          21  -1.9441475010108263E-004  -4.2074087634859885E-004
          22   5.7499863038597819E-004   9.4621614082999499E-005
          23   7.3788389322881312E-004   3.6391590078345437E-005
          24  -6.2340495566488873E-004   3.5571988941550875E-004
          25  -7.9491386128208218E-004  -3.1773641337393940E-004
          26  -1.0450045318207572E-004  -5.9742001122302087E-004
          27   1.5305797014111196E-004  -3.2059054805852293E-004
          28   2.0276404461343474E-004  -1.4315125877165108E-004
          29  -6.1318249174949961E-004   6.4917263366755587E-004
          30   1.0837813565015887E-003  -1.1194160735311990E-003
          31   1.3421289323284902E-004   6.8793285864159840E-004
          32   2.0152075350525457E-004   7.6196496458353139E-004
          33  -2.5328395729132296E-004   2.5447540455770866E-008
