           1   0.0000000000000000
           2   0.0000000000000000
           3   0.0000000000000000
           4   1.0000000000000000
           5   23.000000000000000
           6   39.000000000000000
           7   64.000000000000000
           8   47.000000000000000
           9   55.000000000000000
          10   61.000000000000000
          11   75.000000000000000
          12   68.000000000000000
          13   62.000000000000000
          14   66.000000000000000
          15   95.000000000000000
          16   84.000000000000000
          17   104.00000000000000
          18   109.00000000000000
          19   116.00000000000000
          20   139.00000000000000
          21   115.00000000000000
          22   109.00000000000000
          23   91.000000000000000
          24   63.000000000000000
          25   31.000000000000000
          26   33.000000000000000
          27   53.000000000000000
          28   22.000000000000000
          29   0.0000000000000000
          30   0.0000000000000000
          31   0.0000000000000000
          32   0.0000000000000000
