   4.6672794117647118E-002  -7.0815637873673076E-017  -2.0521942863642216E-003   3.0476761894894427E-017  -4.4689355947097402E-004  -2.6490298146180119E-018
   4.5947840073529471E-002   2.0533454307059013E-003  -1.7601911859020964E-003  -1.2713263173145344E-003  -4.5898303076263337E-004   1.2746141815276758E-004
   4.5185546875000031E-002   3.5009476818754458E-003  -1.9358856512391570E-003  -2.3517363873135503E-003  -3.8998966873609930E-004   2.3649163751025189E-004
   4.4120519301470651E-002   2.1384808172635779E-003  -2.2694668688213490E-003  -2.0992494898495859E-003  -2.7868315718875366E-004   2.2752852028788914E-004
   4.2979664522058897E-002   6.7081788728528234E-004  -3.0183953151369149E-003  -1.7056750306302629E-003  -9.3172304609847716E-005   2.0236446348519363E-004
   4.2048483455882482E-002  -3.4205590478200896E-003  -4.1648592591080882E-003   2.5298318221989393E-004   1.4882556038353604E-004   1.2666189126435877E-005
   3.9963446316026489E-002  -7.4766562334356431E-003  -2.9464750912041988E-003   1.2882326938816226E-003   4.9982859844127678E-005  -2.6192878727805861E-005
   3.6896008403361422E-002  -1.2022315406232685E-002  -1.9390307501287280E-003   3.5696617079094442E-003   3.7433971627943628E-005  -2.4741535611411136E-004
   3.0855880931625272E-002  -1.3072055302266607E-002   2.6394376583268818E-003   3.3468646532963929E-003  -4.2644073548341543E-004  -1.8907964964750908E-004
   2.5322598200464359E-002  -1.1982219380976192E-002   7.3977864674364619E-003   2.2495654175437624E-003  -9.4686231141841019E-004  -4.9765565600817147E-005
   2.0540812734668221E-002  -1.1806325780009506E-002   1.0988096919328410E-002   1.7427897200672862E-003  -1.3082883459425599E-003   2.0100088067338999E-005
   1.6896731265644477E-002  -8.5284892760232340E-003   1.2527878843683813E-002   1.7464732979990158E-004  -1.3812420520129135E-003   1.6053210647985666E-004
   1.4623421193073881E-002  -1.2255230684411081E-002   1.3793954811970590E-002   2.5048089654469991E-003  -1.4784612045871124E-003  -9.3459127784294513E-005
   1.4373701246803025E-002  -8.3907823375504020E-003   1.2968293761775457E-002   1.2322034868928479E-003  -1.3258543103221250E-003  -9.4223420484027604E-006
   1.4010924512467954E-002  -7.9354869362429133E-003   1.2488349724629779E-002   1.1530480882239488E-003  -1.2259394520083779E-003  -1.3035764484454100E-005
   1.6600285947712359E-002  -3.2157665478343327E-003   9.8103141438247530E-003  -1.0800412362812024E-003  -9.0601554967375696E-004   2.0324815109866703E-004
   1.7893426243390565E-002   1.9462499510395116E-003   9.0293734565290770E-003  -3.4487521359644691E-003  -8.4043137795657673E-004   4.1803766904852525E-004
   1.9674209349933032E-002   6.4602959150163522E-003   8.4131280681976530E-003  -5.2422612226786158E-003  -8.2783507375291010E-004   5.6813271296896962E-004
   2.3481236422125580E-002   6.6299136461006394E-003   4.8701412387920978E-003  -5.5519804015343351E-003  -4.2422106354548530E-004   6.0251428191305243E-004
   2.5319644290905934E-002   5.7210104947053864E-003   3.7358700910722765E-003  -4.2184774268333829E-003  -3.2691406217734669E-004   4.2106965074354921E-004
   2.6796687970246230E-002   2.5891982843791947E-003   3.9568984054769510E-003  -2.7559504172347637E-003  -4.4038831870377729E-004   2.8810369147984414E-004
   2.7850066261969876E-002   1.0690483779707202E-003   4.4798392581222660E-003  -1.9999796337948610E-003  -5.8314490632982300E-004   2.1397375048256423E-004
   2.9218817582179903E-002  -1.9179603671057211E-003   4.9246821194082607E-003  -8.2756339753593897E-004  -7.2892400435002754E-004   1.2512719568917374E-004
   3.1176673334775036E-002  -4.3211011353436815E-003   4.5680409722294009E-003   4.9472337402738727E-004  -7.6938572368316714E-004  -1.1559723123014315E-005
   3.3873878135813114E-002  -7.8311329654284969E-003   3.4040115760751387E-003   2.0360265380984614E-003  -7.1126798136829470E-004  -1.5116751415900336E-004
   3.6306836613321826E-002  -7.2230998734723701E-003   2.2001284877678768E-003   1.5888952715213552E-003  -6.3279676811614310E-004  -1.0586924153562467E-004
   3.9122310229238788E-002  -9.6277419234868621E-003   1.0855959497008824E-003   2.4674004058099874E-003  -5.8914715574463544E-004  -1.7616820014239984E-004
   4.1737740592560552E-002  -9.0169186374715084E-003  -7.2387559575916904E-005   1.8494449852476187E-003  -5.2784152039139700E-004  -1.0344343240060068E-004
   4.4793806769031150E-002  -9.5510056374905807E-003  -2.0193143994577238E-003   1.6810144151125648E-003  -3.5569529631949742E-004  -7.2947546131748946E-005
   4.5156723075259544E-002  -1.1338753696277782E-002  -1.8790866948298376E-003   2.2826932052274385E-003  -3.9811879598393814E-004  -1.1393876988273938E-004
