           1   3.1250000000000000E-002   0.0000000000000000     
           2  -2.2251810708581378E-002   2.1916698207850357E-003
           3  -1.3160983364166188E-002   2.6179527002847449E-003
           4  -3.2198167252858200E-003   9.7674784166239801E-004
           5   3.2321044230027001E-003  -1.3388204239733706E-003
           6   4.6873203388750747E-003  -2.5055023799685143E-003
           7   2.3741868749789100E-003  -1.5864339214834849E-003
           8  -5.7611540430350515E-004   4.7282304295139140E-004
           9  -1.9374747899917981E-003   1.9375544812122629E-003
          10  -1.3325711342145165E-003   1.6238192330278053E-003
          11  -1.1434421445431486E-004   1.7113773382110962E-004
          12   6.7519371111027053E-004  -1.2632845103355934E-003
          13   5.8037832194146165E-004  -1.4012794779863719E-003
          14   1.1553565774551352E-004  -3.8091584618202002E-004
          15  -2.2383312407458136E-004   1.1254967965901117E-003
          16  -9.7738082455474650E-005   9.9274383848952947E-004
          17  -6.2075548396642083E-013  -3.0184583870251581E-008
