           1   1.5624999999999993E-002   0.0000000000000000     
           2  -7.1103522061241086E-003   1.9999968389111851E-004
           3  -2.6142110534584061E-003   4.8525477620986374E-005
           4   4.6094274739954372E-004  -5.0564533321431192E-005
           5  -2.0055977398102868E-004   3.6527511652757615E-005
           6  -1.9507884838786938E-003   3.7113577031752410E-004
           7  -1.7838780611072534E-003   5.7940588541604318E-004
           8  -7.5753321303631592E-004   1.3446329374739395E-004
           9  -2.3377780628198837E-004   5.5040295360262176E-005
          10  -7.0308628019331767E-004   3.2274552069717319E-004
          11  -1.1659271162339328E-003   5.2444114576358464E-004
          12  -4.9354921631063328E-004   5.1992824776384992E-004
          13  -1.6441316157404765E-004   6.9381667531419333E-005
          14  -1.1463824083366632E-005   2.9468293104451320E-005
          15  -2.9027480498172075E-004   4.1202442652688118E-004
          16  -3.6089014994662027E-004   2.7258230635159145E-004
          17   6.7287129029015440E-005  -2.3548966898564194E-004
          18   3.3299380283865402E-004  -2.6938351679174172E-004
          19  -7.5818431671640515E-005  -1.7396349044521260E-005
          20   2.1077702189780406E-004   2.6572322854189639E-004
          21   1.2500277818842739E-004  -5.4091135150630251E-004
          22   4.0162104584329358E-004  -2.5660923295076847E-004
          23   4.4452299985978414E-004  -4.4578182611000567E-004
          24  -1.5164163495191946E-004  -2.1876124594086890E-004
          25   9.9194643554492031E-005  -4.8318567750716833E-004
          26   1.0024296122893196E-004  -1.5842405912654998E-004
          27  -1.8582086542940241E-004  -4.6958743185475062E-004
          28   3.5848975180525973E-004  -5.0838281039351037E-004
          29  -2.9184384947467423E-005  -3.0460936106808934E-004
          30  -1.4193516445036881E-005   8.2764585991540606E-005
          31   2.8926294111876341E-004   7.8484151923117562E-005
          32   5.5905961962952762E-007  -9.3325311737624882E-005
          33  -2.1864908312007101E-004   5.9002383209526425E-008
