# number of rays:      31
# iteration   EID   ray    X              A              Y              B              T              D
         1     1      5  0.0000000E+00  0.0000000E+00 -0.7777778E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1      6  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.3693251E-05 -0.7777778E-04
         1     1      7 -0.5555556E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1      8  0.0000000E+00  0.0000000E+00 -0.5555556E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1      9  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.2637990E-05 -0.5555556E-04
         1     1     10 -0.3333333E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     11  0.0000000E+00  0.0000000E+00 -0.3333333E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     12  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1582766E-05 -0.3333333E-04
         1     1     13 -0.1111111E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     14  0.0000000E+00  0.0000000E+00 -0.1111111E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     15  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.5275793E-06 -0.1111111E-04
         1     1     16  0.1111111E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     17  0.0000000E+00  0.0000000E+00  0.1111111E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     18  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5275700E-06  0.1111111E-04
         1     1     19  0.3333333E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     20  0.0000000E+00  0.0000000E+00  0.3333333E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     21  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1582682E-05  0.3333333E-04
         1     1     22  0.5555556E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     23  0.0000000E+00  0.0000000E+00  0.5555556E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     24  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2637757E-05  0.5555556E-04
         1     1     25  0.7777778E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     26  0.0000000E+00  0.0000000E+00  0.7777778E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     27  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3692794E-05  0.7777778E-04
         1     1     28  0.1000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     29  0.0000000E+00  0.0000000E+00  0.1000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00
         1     1     30  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4747795E-05  0.1000000E-03

         1     2      0  0.0000000E+00 -0.4167886E-15  0.0000000E+00  0.0000000E+00  0.5468577E-14  0.0000000E+00
         1     2      1 -0.9999986E-03  0.1455174E-08  0.0000000E+00  0.0000000E+00  0.4165206E-04  0.0000000E+00
         1     2      2 -0.9632768E-13 -0.9982584E-13 -0.9969142E-03  0.3176368E-05 -0.1294077E-11  0.0000000E+00
         1     2      3 -0.4036398E-05 -0.4165296E-05  0.0000000E+00  0.0000000E+00 -0.4753991E-04 -0.1000000E-03
         1     2      4 -0.7777769E-03  0.8802875E-09  0.0000000E+00  0.0000000E+00  0.3239605E-04  0.0000000E+00
         1     2      5 -0.5827230E-13 -0.6055313E-13 -0.7753777E-03  0.2470508E-05 -0.7806762E-12  0.0000000E+00
         1     2      6 -0.3139369E-05 -0.3239660E-05  0.0000000E+00  0.0000000E+00 -0.3697483E-04 -0.7777778E-04
         1     2      7 -0.5555551E-03  0.4491234E-09  0.0000000E+00  0.0000000E+00  0.2314004E-04  0.0000000E+00
         1     2      8 -0.2973076E-13 -0.3109859E-13 -0.5538412E-03  0.1764649E-05 -0.3956257E-12  0.0000000E+00
         1     2      9 -0.2242370E-05 -0.2314032E-05  0.0000000E+00  0.0000000E+00 -0.2641012E-04 -0.5555556E-04
         1     2     10 -0.3333332E-03  0.1616818E-09  0.0000000E+00  0.0000000E+00  0.1388403E-04  0.0000000E+00
         1     2     11 -0.1070308E-13 -0.1146224E-13 -0.3323047E-03  0.1058789E-05 -0.1389254E-12  0.0000000E+00
         1     2     12 -0.1345400E-05 -0.1388413E-05  0.0000000E+00  0.0000000E+00 -0.1584579E-04 -0.3333333E-04
         1     2     13 -0.1111111E-03  0.1796290E-10  0.0000000E+00  0.0000000E+00  0.4628010E-05  0.0000000E+00
         1     2     14 -0.1189231E-14 -0.1644061E-14 -0.1107682E-03  0.3529297E-06 -0.1057519E-13  0.0000000E+00
         1     2     15 -0.4484593E-06 -0.4628021E-06  0.0000000E+00  0.0000000E+00 -0.5281838E-05 -0.1111111E-04
         1     2     16  0.1111111E-03  0.1796706E-10  0.0000000E+00  0.0000000E+00 -0.4628011E-05  0.0000000E+00
         1     2     17 -0.1189231E-14 -0.1644061E-14  0.1107682E-03 -0.3529297E-06 -0.1057519E-13  0.0000000E+00
         1     2     18  0.4484519E-06  0.4628000E-06  0.0000000E+00  0.0000000E+00  0.5281745E-05  0.1111111E-04
         1     2     19  0.3333335E-03  0.1616945E-09  0.0000000E+00  0.0000000E+00 -0.1388403E-04  0.0000000E+00
         1     2     20 -0.1070308E-13 -0.1146224E-13  0.3323047E-03 -0.1058789E-05 -0.1389254E-12  0.0000000E+00
         1     2     21  0.1345334E-05  0.1388393E-05  0.0000000E+00  0.0000000E+00  0.1584495E-04  0.3333333E-04
         1     2     22  0.5555560E-03  0.4491455E-09  0.0000000E+00  0.0000000E+00 -0.2314006E-04  0.0000000E+00
         1     2     23 -0.2973076E-13 -0.3109859E-13  0.5538412E-03 -0.1764649E-05 -0.3956257E-12  0.0000000E+00
         1     2     24  0.2242186E-05  0.2313978E-05  0.0000000E+00  0.0000000E+00  0.2640779E-04  0.5555556E-04
         1     2     25  0.7777786E-03  0.8803203E-09  0.0000000E+00  0.0000000E+00 -0.3239609E-04  0.0000000E+00
         1     2     26 -0.5827230E-13 -0.6055313E-13  0.7753777E-03 -0.2470508E-05 -0.7806762E-12  0.0000000E+00
         1     2     27  0.3139009E-05  0.3239555E-05  0.0000000E+00  0.0000000E+00  0.3697025E-04  0.7777778E-04
         1     2     28  0.1000001E-02  0.1455219E-08  0.0000000E+00  0.0000000E+00 -0.4165212E-04  0.0000000E+00
         1     2     29 -0.9632768E-13 -0.9982584E-13  0.9969142E-03 -0.3176368E-05 -0.1294077E-11  0.0000000E+00
         1     2     30  0.4035803E-05  0.4165122E-05  0.0000000E+00  0.0000000E+00  0.4753234E-04  0.1000000E-03

         1     3      0 -0.1250366E-15 -0.4167886E-15  0.0000000E+00  0.0000000E+00  0.5468577E-14  0.0000000E+00
         1     3      1 -0.9999982E-03  0.1455174E-08  0.0000000E+00  0.0000000E+00  0.4165206E-04  0.0000000E+00
         1     3      2 -0.1262754E-12 -0.9982584E-13 -0.9959613E-03  0.3176368E-05 -0.2096265E-11  0.0000000E+00
         1     3      3 -0.5286053E-05 -0.4165296E-05  0.0000000E+00  0.0000000E+00 -0.5416579E-04 -0.1000000E-03
         1     3      4 -0.7777767E-03  0.8802875E-09  0.0000000E+00  0.0000000E+00  0.3239605E-04  0.0000000E+00
         1     3      5 -0.7643824E-13 -0.6055313E-13 -0.7746365E-03  0.2470508E-05 -0.1265951E-11  0.0000000E+00
         1     3      6 -0.4111307E-05 -0.3239660E-05  0.0000000E+00  0.0000000E+00 -0.4212820E-04 -0.7777778E-04
         1     3      7 -0.5555550E-03  0.4491234E-09  0.0000000E+00  0.0000000E+00  0.2314004E-04  0.0000000E+00
         1     3      8 -0.3906034E-13 -0.3109859E-13 -0.5533118E-03  0.1764649E-05 -0.6432147E-12  0.0000000E+00
         1     3      9 -0.2936600E-05 -0.2314032E-05  0.0000000E+00  0.0000000E+00 -0.3009104E-04 -0.5555556E-04
         1     3     10 -0.3333331E-03  0.1616818E-09  0.0000000E+00  0.0000000E+00  0.1388403E-04  0.0000000E+00
         1     3     11 -0.1414175E-13 -0.1146224E-13 -0.3319871E-03  0.1058789E-05 -0.2280574E-12  0.0000000E+00
         1     3     12 -0.1761931E-05 -0.1388413E-05  0.0000000E+00  0.0000000E+00 -0.1805431E-04 -0.3333333E-04
         1     3     13 -0.1111111E-03  0.1796290E-10  0.0000000E+00  0.0000000E+00  0.4628010E-05  0.0000000E+00
         1     3     14 -0.1682449E-14 -0.1644061E-14 -0.1106624E-03  0.3529297E-06 -0.2047876E-13  0.0000000E+00
         1     3     15 -0.5873007E-06 -0.4628021E-06  0.0000000E+00  0.0000000E+00 -0.6017996E-05 -0.1111111E-04
         1     3     16  0.1111111E-03  0.1796706E-10  0.0000000E+00  0.0000000E+00 -0.4628011E-05  0.0000000E+00
         1     3     17 -0.1682449E-14 -0.1644061E-14  0.1106624E-03 -0.3529297E-06 -0.2047876E-13  0.0000000E+00
         1     3     18  0.5872911E-06  0.4628000E-06  0.0000000E+00  0.0000000E+00  0.6017889E-05  0.1111111E-04
         1     3     19  0.3333335E-03  0.1616945E-09  0.0000000E+00  0.0000000E+00 -0.1388403E-04  0.0000000E+00
         1     3     20 -0.1414175E-13 -0.1146224E-13  0.3319871E-03 -0.1058789E-05 -0.2280574E-12  0.0000000E+00
         1     3     21  0.1761844E-05  0.1388393E-05  0.0000000E+00  0.0000000E+00  0.1805335E-04  0.3333333E-04
         1     3     22  0.5555561E-03  0.4491455E-09  0.0000000E+00  0.0000000E+00 -0.2314006E-04  0.0000000E+00
         1     3     23 -0.3906034E-13 -0.3109859E-13  0.5533118E-03 -0.1764649E-05 -0.6432147E-12  0.0000000E+00
         1     3     24  0.2936359E-05  0.2313978E-05  0.0000000E+00  0.0000000E+00  0.3008838E-04  0.5555556E-04
         1     3     25  0.7777789E-03  0.8803203E-09  0.0000000E+00  0.0000000E+00 -0.3239609E-04  0.0000000E+00
         1     3     26 -0.7643824E-13 -0.6055313E-13  0.7746365E-03 -0.2470508E-05 -0.1265951E-11  0.0000000E+00
         1     3     27  0.4110836E-05  0.3239555E-05  0.0000000E+00  0.0000000E+00  0.4212299E-04  0.7777778E-04
         1     3     28  0.1000002E-02  0.1455219E-08  0.0000000E+00  0.0000000E+00 -0.4165212E-04  0.0000000E+00
         1     3     29 -0.1262754E-12 -0.9982584E-13  0.9959613E-03 -0.3176368E-05 -0.2096265E-11  0.0000000E+00
         1     3     30  0.5285273E-05  0.4165122E-05  0.0000000E+00  0.0000000E+00  0.5415717E-04  0.1000000E-03

         1     4      0 -0.9327754E-15 -0.8335772E-15  0.0000000E+00  0.0000000E+00  0.1095918E-13  0.0000000E+00
         1     4      1 -0.9999939E-03  0.2910338E-08  0.0000000E+00  0.0000000E+00  0.8330399E-04  0.0000000E+00
         1     4      2 -0.1182575E-11 -0.9906796E-12 -0.9867257E-03  0.6330105E-05 -0.1372193E-10  0.0000000E+00
         1     4      3 -0.1739525E-04 -0.8330594E-05  0.0000000E+00  0.0000000E+00 -0.9656885E-04 -0.1000000E-03
         1     4      4 -0.7777741E-03  0.1760570E-08  0.0000000E+00  0.0000000E+00  0.6479203E-04  0.0000000E+00
         1     4      5 -0.7157532E-12 -0.5996293E-12 -0.7674533E-03  0.4923415E-05 -0.8296592E-11  0.0000000E+00
         1     4      6 -0.1352941E-04 -0.6479321E-05  0.0000000E+00  0.0000000E+00 -0.7510778E-04 -0.7777778E-04
         1     4      7 -0.5555537E-03  0.8982451E-09  0.0000000E+00  0.0000000E+00  0.4628004E-04  0.0000000E+00
         1     4      8 -0.3656371E-12 -0.3063416E-12 -0.5481810E-03  0.3516725E-05 -0.4227587E-11  0.0000000E+00
         1     4      9 -0.9663709E-05 -0.4628064E-05  0.0000000E+00  0.0000000E+00 -0.5364746E-04 -0.5555556E-04
         1     4     10 -0.3333327E-03  0.3233632E-09  0.0000000E+00  0.0000000E+00  0.2776804E-04  0.0000000E+00
         1     4     11 -0.1322263E-12 -0.1108165E-12 -0.3289086E-03  0.2110035E-05 -0.1514918E-11  0.0000000E+00
         1     4     12 -0.5798131E-05 -0.2776826E-05  0.0000000E+00  0.0000000E+00 -0.3218791E-04 -0.3333333E-04
         1     4     13 -0.1111110E-03  0.3592579E-10  0.0000000E+00  0.0000000E+00  0.9256018E-05  0.0000000E+00
         1     4     14 -0.1552095E-13 -0.1305390E-13 -0.1096362E-03  0.7033450E-06 -0.1585827E-12  0.0000000E+00
         1     4     15 -0.1932679E-05 -0.9256042E-06  0.0000000E+00  0.0000000E+00 -0.1072911E-04 -0.1111111E-04
         1     4     16  0.1111112E-03  0.3593412E-10  0.0000000E+00  0.0000000E+00 -0.9256023E-05  0.0000000E+00
         1     4     17 -0.1552095E-13 -0.1305390E-13  0.1096362E-03 -0.7033450E-06 -0.1585827E-12  0.0000000E+00
         1     4     18  0.1932647E-05  0.9255999E-06  0.0000000E+00  0.0000000E+00  0.1072892E-04  0.1111111E-04
         1     4     19  0.3333340E-03  0.3233894E-09  0.0000000E+00  0.0000000E+00 -0.2776808E-04  0.0000000E+00
         1     4     20 -0.1322263E-12 -0.1108165E-12  0.3289086E-03 -0.2110035E-05 -0.1514918E-11  0.0000000E+00
         1     4     21  0.5797846E-05  0.2776787E-05  0.0000000E+00  0.0000000E+00  0.3218620E-04  0.3333333E-04
         1     4     22  0.5555574E-03  0.8982926E-09  0.0000000E+00  0.0000000E+00 -0.4628016E-04  0.0000000E+00
         1     4     23 -0.3656371E-12 -0.3063416E-12  0.5481810E-03 -0.3516725E-05 -0.4227587E-11  0.0000000E+00
         1     4     24  0.9662919E-05  0.4627956E-05  0.0000000E+00  0.0000000E+00  0.5364272E-04  0.5555556E-04
         1     4     25  0.7777815E-03  0.1760645E-08  0.0000000E+00  0.0000000E+00 -0.6479226E-04  0.0000000E+00
         1     4     26 -0.7157532E-12 -0.5996293E-12  0.7674533E-03 -0.4923415E-05 -0.8296592E-11  0.0000000E+00
         1     4     27  0.1352787E-04  0.6479108E-05  0.0000000E+00  0.0000000E+00  0.7509848E-04  0.7777778E-04
         1     4     28  0.1000006E-02  0.2910448E-08  0.0000000E+00  0.0000000E+00 -0.8330438E-04  0.0000000E+00
         1     4     29 -0.1182575E-11 -0.9906796E-12  0.9867257E-03 -0.6330105E-05 -0.1372193E-10  0.0000000E+00
         1     4     30  0.1739269E-04  0.8330243E-05  0.0000000E+00  0.0000000E+00  0.9655348E-04  0.1000000E-03

         1     5      0 -0.1213274E-14 -0.8335772E-15  0.0000000E+00  0.0000000E+00  0.1095918E-13  0.0000000E+00
         1     5      1 -0.9999929E-03  0.2910338E-08  0.0000000E+00  0.0000000E+00  0.8330399E-04  0.0000000E+00
         1     5      2 -0.1515938E-11 -0.9906796E-12 -0.9845956E-03  0.6330105E-05 -0.1729549E-10  0.0000000E+00
         1     5      3 -0.2019864E-04 -0.8330594E-05  0.0000000E+00  0.0000000E+00 -0.1040009E-03 -0.1000000E-03
         1     5      4 -0.7777735E-03  0.1760570E-08  0.0000000E+00  0.0000000E+00  0.6479203E-04  0.0000000E+00
         1     5      5 -0.9175285E-12 -0.5996293E-12 -0.7657966E-03  0.4923415E-05 -0.1045837E-10  0.0000000E+00
         1     5      6 -0.1570980E-04 -0.6479321E-05  0.0000000E+00  0.0000000E+00 -0.8088815E-04 -0.7777778E-04
         1     5      7 -0.5555534E-03  0.8982451E-09  0.0000000E+00  0.0000000E+00  0.4628004E-04  0.0000000E+00
         1     5      8 -0.4687210E-12 -0.3063416E-12 -0.5469976E-03  0.3516725E-05 -0.5330536E-11  0.0000000E+00
         1     5      9 -0.1122110E-04 -0.4628064E-05  0.0000000E+00  0.0000000E+00 -0.5777623E-04 -0.5555556E-04
         1     5     10 -0.3333325E-03  0.3233632E-09  0.0000000E+00  0.0000000E+00  0.2776804E-04  0.0000000E+00
         1     5     11 -0.1695161E-12 -0.1108165E-12 -0.3281985E-03  0.2110035E-05 -0.1911979E-11  0.0000000E+00
         1     5     12 -0.6732549E-05 -0.2776826E-05  0.0000000E+00  0.0000000E+00 -0.3466512E-04 -0.3333333E-04
         1     5     13 -0.1111110E-03  0.3592579E-10  0.0000000E+00  0.0000000E+00  0.9256018E-05  0.0000000E+00
         1     5     14 -0.1991358E-13 -0.1305390E-13 -0.1093995E-03  0.7033450E-06 -0.2027006E-12  0.0000000E+00
         1     5     15 -0.2244146E-05 -0.9256042E-06  0.0000000E+00  0.0000000E+00 -0.1155484E-04 -0.1111111E-04
         1     5     16  0.1111112E-03  0.3593412E-10  0.0000000E+00  0.0000000E+00 -0.9256023E-05  0.0000000E+00
         1     5     17 -0.1991358E-13 -0.1305390E-13  0.1093995E-03 -0.7033450E-06 -0.2027006E-12  0.0000000E+00
         1     5     18  0.2244110E-05  0.9255999E-06  0.0000000E+00  0.0000000E+00  0.1155463E-04  0.1111111E-04
         1     5     19  0.3333341E-03  0.3233894E-09  0.0000000E+00  0.0000000E+00 -0.2776808E-04  0.0000000E+00
         1     5     20 -0.1695161E-12 -0.1108165E-12  0.3281985E-03 -0.2110035E-05 -0.1911979E-11  0.0000000E+00
         1     5     21  0.6732218E-05  0.2776787E-05  0.0000000E+00  0.0000000E+00  0.3466328E-04  0.3333333E-04
         1     5     22  0.5555577E-03  0.8982926E-09  0.0000000E+00  0.0000000E+00 -0.4628016E-04  0.0000000E+00
         1     5     23 -0.4687210E-12 -0.3063416E-12  0.5469976E-03 -0.3516725E-05 -0.5330536E-11  0.0000000E+00
         1     5     24  0.1122018E-04  0.4627956E-05  0.0000000E+00  0.0000000E+00  0.5777111E-04  0.5555556E-04
         1     5     25  0.7777820E-03  0.1760645E-08  0.0000000E+00  0.0000000E+00 -0.6479226E-04  0.0000000E+00
         1     5     26 -0.9175285E-12 -0.5996293E-12  0.7657966E-03 -0.4923415E-05 -0.1045837E-10  0.0000000E+00
         1     5     27  0.1570800E-04  0.6479108E-05  0.0000000E+00  0.0000000E+00  0.8087813E-04  0.7777778E-04
         1     5     28  0.1000007E-02  0.2910448E-08  0.0000000E+00  0.0000000E+00 -0.8330438E-04  0.0000000E+00
         1     5     29 -0.1515938E-11 -0.9906796E-12  0.9845956E-03 -0.6330105E-05 -0.1729549E-10  0.0000000E+00
         1     5     30  0.2019566E-04  0.8330243E-05  0.0000000E+00  0.0000000E+00  0.1039843E-03  0.1000000E-03

         1     6      0 -0.1463347E-14 -0.8335772E-15  0.0000000E+00  0.0000000E+00  0.1095918E-13  0.0000000E+00
         1     6      1 -0.9999921E-03  0.2910338E-08  0.0000000E+00  0.0000000E+00  0.8330399E-04  0.0000000E+00
         1     6      2 -0.1813142E-11 -0.9906796E-12 -0.9826966E-03  0.6330105E-05 -0.2048142E-10  0.0000000E+00
         1     6      3 -0.2269795E-04 -0.8330594E-05  0.0000000E+00  0.0000000E+00 -0.1106268E-03 -0.1000000E-03
         1     6      4 -0.7777730E-03  0.1760570E-08  0.0000000E+00  0.0000000E+00  0.6479203E-04  0.0000000E+00
         1     6      5 -0.1097417E-11 -0.5996293E-12 -0.7643196E-03  0.4923415E-05 -0.1238567E-10  0.0000000E+00
         1     6      6 -0.1765367E-04 -0.6479321E-05  0.0000000E+00  0.0000000E+00 -0.8604152E-04 -0.7777778E-04
         1     6      7 -0.5555531E-03  0.8982451E-09  0.0000000E+00  0.0000000E+00  0.4628004E-04  0.0000000E+00
         1     6      8 -0.5606235E-12 -0.3063416E-12 -0.5459426E-03  0.3516725E-05 -0.6313849E-11  0.0000000E+00
         1     6      9 -0.1260956E-04 -0.4628064E-05  0.0000000E+00  0.0000000E+00 -0.6145714E-04 -0.5555556E-04
         1     6     10 -0.3333325E-03  0.3233632E-09  0.0000000E+00  0.0000000E+00  0.2776804E-04  0.0000000E+00
         1     6     11 -0.2027610E-12 -0.1108165E-12 -0.3275655E-03  0.2110035E-05 -0.2265972E-11  0.0000000E+00
         1     6     12 -0.7565611E-05 -0.2776826E-05  0.0000000E+00  0.0000000E+00 -0.3687363E-04 -0.3333333E-04
         1     6     13 -0.1111110E-03  0.3592579E-10  0.0000000E+00  0.0000000E+00  0.9256018E-05  0.0000000E+00
         1     6     14 -0.2382975E-13 -0.1305390E-13 -0.1091885E-03  0.7033450E-06 -0.2420332E-12  0.0000000E+00
         1     6     15 -0.2521829E-05 -0.9256042E-06  0.0000000E+00  0.0000000E+00 -0.1229099E-04 -0.1111111E-04
         1     6     16  0.1111112E-03  0.3593412E-10  0.0000000E+00  0.0000000E+00 -0.9256023E-05  0.0000000E+00
         1     6     17 -0.2382975E-13 -0.1305390E-13  0.1091885E-03 -0.7033450E-06 -0.2420332E-12  0.0000000E+00
         1     6     18  0.2521788E-05  0.9255999E-06  0.0000000E+00  0.0000000E+00  0.1229078E-04  0.1111111E-04
         1     6     19  0.3333342E-03  0.3233894E-09  0.0000000E+00  0.0000000E+00 -0.2776808E-04  0.0000000E+00
         1     6     20 -0.2027610E-12 -0.1108165E-12  0.3275655E-03 -0.2110035E-05 -0.2265972E-11  0.0000000E+00
         1     6     21  0.7565240E-05  0.2776787E-05  0.0000000E+00  0.0000000E+00  0.3687167E-04  0.3333333E-04
         1     6     22  0.5555580E-03  0.8982926E-09  0.0000000E+00  0.0000000E+00 -0.4628016E-04  0.0000000E+00
         1     6     23 -0.5606235E-12 -0.3063416E-12  0.5459426E-03 -0.3516725E-05 -0.6313849E-11  0.0000000E+00
         1     6     24  0.1260853E-04  0.4627956E-05  0.0000000E+00  0.0000000E+00  0.6145170E-04  0.5555556E-04
         1     6     25  0.7777826E-03  0.1760645E-08  0.0000000E+00  0.0000000E+00 -0.6479226E-04  0.0000000E+00
         1     6     26 -0.1097417E-11 -0.5996293E-12  0.7643196E-03 -0.4923415E-05 -0.1238567E-10  0.0000000E+00
         1     6     27  0.1765165E-04  0.6479108E-05  0.0000000E+00  0.0000000E+00  0.8603086E-04  0.7777778E-04
         1     6     28  0.1000008E-02  0.2910448E-08  0.0000000E+00  0.0000000E+00 -0.8330438E-04  0.0000000E+00
         1     6     29 -0.1813142E-11 -0.9906796E-12  0.9826966E-03 -0.6330105E-05 -0.2048142E-10  0.0000000E+00
         1     6     30  0.2269460E-04  0.8330243E-05  0.0000000E+00  0.0000000E+00  0.1106091E-03  0.1000000E-03

         1     7      0 -0.1526699E-14 -0.8335772E-15  0.0000000E+00  0.0000000E+00  0.1095918E-13  0.0000000E+00
         1     7      1 -0.9999918E-03  0.2910338E-08  0.0000000E+00  0.0000000E+00  0.8330399E-04  0.0000000E+00
         1     7      2 -0.1888434E-11 -0.9906796E-12 -0.9822155E-03  0.6330105E-05 -0.2128852E-10  0.0000000E+00
         1     7      3 -0.2333111E-04 -0.8330594E-05  0.0000000E+00  0.0000000E+00 -0.1123053E-03 -0.1000000E-03
