@ NAME             %03s "IBS"
@ TYPE             %03s "IBS"
@ TITLE            %08s "no-title"
@ ORIGIN           %18s "5.09.03 Windows 64"
@ DATE             %08s "27/01/26"
@ TIME             %08s "16.10.05"
* NAME                                S               DELS                TLI                TXI                TYI               BETX               ALFX                 DX                DPX               BETY               ALFY                 DY                DPY 
 "OQ2"                              9.4                0.1      -0.2798164397       0.4857204972       0.4926563615        74.06597354        3.575074678     -0.02772814865     0.001173086309        74.26015398        3.572203995     -0.01971675482     0.006648535927
 "KX2W"                             9.6                0.3      -0.2794316753       0.4757295982       0.4827693275         72.6471077        3.537861245     -0.02749353138     0.001173086309        72.84239064        3.535143131     -0.01838704763     0.006648535927
 "IPU2W"                           9.75                  0      -0.2790876465       0.4681777455       0.4752964138        71.58574933        3.509951171     -0.02731756844     0.001173086309         71.7818477        3.507347483     -0.01738976724     0.006648535927
 "MC2WQ"                           9.75                  0      -0.2794776581       0.4770144061       0.4841778211        72.83281014        3.587595124     -0.02731756844     0.001166904877        73.03232464        3.552010064     -0.01738976724     0.006638825521
 "MC2WS"                           9.75                  0      -0.2798016248       0.4857590462       0.4929663344        74.07987094        3.665239078     -0.02731756844     0.001160723444        74.28280158        3.596672646     -0.01738976724     0.006629115115
 "MC2WO"                           9.75                  0      -0.2798016248       0.4857590462       0.4929663344        74.07987094        3.665239078     -0.02731756844     0.001160723444        74.28280158        3.596672646     -0.01738976724     0.006629115115
 "OQ0"                             9.85                0.2      -0.2796163938       0.4805484515        0.488084761           73.35072        3.645754733     -0.02720149609     0.001160723444        73.56721922        3.577911837     -0.01672685573     0.006629115115
 "H_BV1"                           9.95                  0       -0.279409597       0.4753056306       0.4831744314        72.62156905        3.626270388     -0.02708542375     0.001160723444        72.85163685        3.559151029     -0.01606394422     0.006629115115
 "BV4W"                           10.64               1.38       -0.273541275       0.4402682657       0.4655968901        67.80284585        3.491828409     -0.02628452457     0.001160723449        68.06284445        3.468194445      -0.0256285797     -0.01385984836
 "H_BV1"                          11.33                  0      -0.2490686874       0.4041277186       0.5200137006        62.98412264         3.35738643     -0.02548362539     0.001160723453        63.27405205        3.377237862     -0.03519321517     -0.03434881183
 "OBV12"                     12.5915074         2.52301481      -0.2357095331       0.3421647758       0.4677148401        55.13353505        3.111589977     -0.02401936416     0.001160723453        55.37726235        3.129902235     -0.07852449565     -0.03434881183
 "H_BV2"                    13.85301481                  0      -0.2136719388       0.2751321079       0.4116402392        47.28294745        2.865793524     -0.02255510293     0.001160723453        47.48047266        2.882566609      -0.1218557761     -0.03434881183
 "BV3W2"                    14.54301481               1.38      -0.2256397796       0.2394704191        0.278818221        43.51368232        2.731351545     -0.02175420375     0.001160723449        43.65368343        2.771481416        -0.13135441     -0.01376420732
 "H_BV2"                    15.23301481                  0      -0.2187072253       0.2030025924        0.205596704        39.74441719        2.596909566     -0.02095330457     0.001160723444         39.8268942        2.660396223      -0.1408530439     0.006820397201
 "OQ1"                      15.28301481                0.1      -0.2173768977       0.2005133874       0.2029341434        39.48570045        2.587167393      -0.0208952684     0.001160723444        39.56186868        2.650255201      -0.1405120241     0.006820397201
 "KX1W2"                    15.48301481                0.3      -0.2118504342       0.1905926516       0.1923229555         38.4625241        2.548198704     -0.02066312371     0.001160723444        38.51393583        2.609691113      -0.1391479446     0.006820397201
 "IPU1W2"                   15.63301481                  0      -0.2074275313       0.1831010274       0.1843064707        37.69806449        2.518972187     -0.02048901519     0.001160723444         37.7310285        2.579268048      -0.1381248851     0.006820397201
 "MC1W2Q"                   15.63301481                  0      -0.2033064578       0.1762182891       0.1774319903        37.01824631        2.456825966     -0.02048901519     0.001264293962        37.05061587        2.550099646      -0.1381248851     0.006835760529
 "MC1W2S"                   15.63301481                  0      -0.1989623139       0.1692793379       0.1705006577        36.33842813        2.394679746     -0.02048901519      0.00136786448        36.37020324        2.520931244      -0.1381248851     0.006851123857
 "MC1W2O"                   15.63301481                  0      -0.1989623139       0.1692793379       0.1705006577        36.33842813        2.394679746     -0.02048901519      0.00136786448        36.37020324        2.520931244      -0.1381248851     0.006851123857
 "OQ3"                      15.72532241       0.1846151933      -0.1959639786       0.1649967188       0.1655321393         35.8994921        2.377572658     -0.02036275091      0.00136786448        35.90824729         2.50226401      -0.1374924743     0.006851123857
 "OSW1"                       17.810005            3.98475      -0.1119491451      0.07820437805      0.06588486202        27.52602331        1.991224732     -0.01751118763      0.00136786448        27.15529525        2.080681621      -0.1232100556     0.006851123857
 "ARF3W21"                     20.84488              2.085       0.1751345272     -0.04935206217      -0.0821210473        16.61248318        1.428780518     -0.01335988992      0.00136786448        15.80572263        1.466943178      -0.1024177511     0.006851123857
 "OSW1"                       23.879755            3.98475       0.6739027892       -0.133038131      -0.1721241901        10.18134221       0.8663363042    -0.009208592208      0.00136786448        9.347338535       0.8532047349     -0.08162544658     0.006851123857
 "OQ1"                         25.92213                0.1        1.350373646      -0.1765151304      -0.2152669852        6.680425714       0.4878291167    -0.006414899991      0.00136786448        5.903513153       0.4401781513     -0.06763288249     0.006851123857
 "OMC"                         26.12213                0.3        1.402737455      -0.1789583108       -0.216723284        6.496413686        0.450763721    -0.006141327095      0.00136786448        5.739575607       0.3997324365     -0.06626265772     0.006851123857
 "OQ4"                         27.04213               1.54        1.571855071      -0.1877181296      -0.2191949574        5.929579703       0.2802629008    -0.004882891774      0.00136786448        5.290585367       0.2136821486     -0.05995962378     0.006851123857
 "OSW2"                        31.86213                8.1       0.5539374306      -0.1546668508      -0.1199330099        10.46338123      -0.6130131352     0.001710215017      0.00136786448        11.12609744      -0.7610595776     -0.02693720679     0.006851123857
 "HQ"                          35.91213                  0       0.1691762072       -0.100542446     -0.02101246348        15.42878763       -1.363587398      0.00725006616      0.00136786448        17.29068002       -1.580085302    0.0008098448333     0.006851123857
 "Q1W2"                        36.18213               0.54       0.1333844529     -0.04002011617     -0.06379459915        17.49126289       -4.009269565     0.007905191328      0.00245677017        16.85067756       0.7734910181      0.00258344264      0.00648621825
 "HQ"                          36.45213                  0       0.1048522859      0.02505172642     -0.09858469914        19.55373816       -6.654951732     0.008560316496     0.003545675861        16.41067511        3.127067338     0.004357040446     0.006121312643
 "OQ1"                         36.50213                0.1       0.1000842327      0.05036390875      -0.1125705944        20.23081382       -6.770756654     0.008737600289     0.003545675861        16.10125238        3.094227281     0.004663106078     0.006121312643
 "KX2W2"                       36.70213                0.3      0.08370383304       0.1630712105      -0.1609079621        23.07808239       -7.233976343     0.009446735462     0.003545675861        14.90296953        2.962867053     0.005887368607     0.006121312643
 "IPU2W2"                      36.85213                  0      0.07607482065       0.2571670248      -0.1899721467        25.24827529        -7.58139111     0.009978586841     0.003545675861        14.01410942        2.864346882     0.006805565503     0.006121312643
 "MC2W2Q"                      36.85213                  0      0.06668584068       0.2634961498      -0.1879644297        25.63770656       -7.686045963     0.009978586841     0.003553284592        14.23026408        2.896551142     0.006805565503     0.006132468862
 "MC2W2S"                      36.85213                  0      0.05760771585       0.2697869323      -0.1859555594        26.02713782       -7.790700815     0.009978586841     0.003560893322        14.44641874        2.928755402     0.006805565503     0.006143625081
 "MC2W2O"                      36.85213                  0      0.05760771585       0.2697869323      -0.1859555594        26.02713782       -7.790700815     0.009978586841     0.003560893322        14.44641874        2.928755402     0.006805565503     0.006143625081
 "OQ1"                         36.90213                0.1      0.05524642715       0.3044148443      -0.1945993765        26.81805996       -7.909221376      0.01015663151     0.003560893322        14.15685807        2.895606674     0.007112746757     0.006143625081
 "HQ"                          36.95213                  0      0.05332380417       0.3399165908      -0.2026769264         27.6089821       -8.027741936      0.01033467617     0.003560893322         13.8672974        2.862457946     0.007419928011     0.006143625081
 "Q2W2"                        37.23963              0.575       0.0421249575       0.4333870605      -0.2177375333         29.8825048       -3.728179845      0.01089835547     0.001932874627        13.38715588       0.8816445464     0.009555114931     0.007531257224
 "HQ"                          37.52713                  0       0.0332931126       0.5305523875      -0.2306071422         32.1560275       0.5713822464      0.01146203477    0.0003048559309        12.90701435       -1.099168853      0.01169030185     0.008918889368
 "OQ5"                         37.73363              0.413       0.0247685889       0.5030854256      -0.2238176375        31.92356473       0.5628638547      0.01152498752    0.0003048559309        13.37556183       -1.134497515      0.01353205251     0.008918889368
 "HQ"                          37.94013                  0      0.01675437138       0.4768422956      -0.2166798915        31.69110196       0.5543454629      0.01158794027    0.0003048559309         13.8441093       -1.169826178      0.01537380316     0.008918889368
 "Q3W2"                        38.22763              0.575     0.002171064577       0.3186397114      -0.1741091803        28.86461884         4.63331045       0.0111866433    -0.001375946771        15.87321568        -3.72699866      0.01867539455      0.01164633717
 "HQ"                          38.51513                  0    -0.004483920764       0.1838859705      -0.1199266119        26.03813573        8.712275438      0.01078534633    -0.003056749473        17.90232207       -6.284171143      0.02197698595      0.01437378497
 "OQ1"                         38.56513                0.1    -0.005375160115        0.146513692      -0.1004255977        25.18167571        8.564600228      0.01063250886    -0.003056749473          18.542048       -6.397259285       0.0226956752      0.01437378497
 "KX3W2"                       38.76513                0.3    -0.005657440099      0.01652860915    -0.007392274586        21.93304587        7.973899387      0.01002115896    -0.003056749473        21.23665748       -6.849611855      0.02557043219      0.01437378497
 "IPU3W2"                      38.91513                  0    0.0007145074571      -0.0641987884      0.07883588387        19.54087605        7.530873757      0.00956264654    -0.003056749473        23.29154104       -7.188876282      0.02772649994      0.01437378497
 "MC3W2Q"                      38.91513                  0       0.0103482807     -0.06821003674      0.07326527765        19.19454578        7.385440757      0.00956264654    -0.003088730358        22.87873632       -7.049336627      0.02772649994      0.01436275502
 "MC3W2S"                      38.91513                  0      0.02038578984     -0.07223705429      0.06766174951        18.84821551        7.240007758      0.00956264654    -0.003120711244        22.46593161       -6.909796971      0.02772649994      0.01435172507
 "MC3W2O"                      38.91513                  0      0.02038578984     -0.07223705429      0.06766174951        18.84821551        7.240007758      0.00956264654    -0.003120711244        22.46593161       -6.909796971      0.02772649994      0.01435172507
 "OQ1"                         38.96513                0.1      0.02277536858     -0.09480076321       0.0994275483        18.13838523        7.098302798     0.009406610978    -0.003120711244        23.16776002       -7.018284113      0.02844408619      0.01435172507
 "HQ"                          39.01513                  0      0.02595153921      -0.1160606077       0.1330331112        17.42855495        6.956597839     0.009250575416    -0.003120711244        23.86958843       -7.126771255      0.02916167245      0.01435172507
 "Q4W2"                        39.35363              0.677      0.05079844106      -0.1798781205       0.2547497699        14.85353876        4.095627557     0.008704158702    -0.001645574947        25.85522731       -2.700648636      0.03216010757     0.008684653628
 "HQ"                          39.69213                  0      0.08919301964      -0.2299106884       0.4083962536        12.27852256        1.234657276     0.008157741989    -0.000170438649        27.84086619        1.725473982      0.03515854269     0.003017582183
 "OSW3"                        41.97588             4.5675       0.3128212549      -0.2594229855       0.3227479869        8.783772076       0.7651342066     0.007768502724    -0.000170438649        21.44990836        1.399224486        0.042049946     0.003017582183
 "ARF3W22"                     45.22588             1.9325       0.8971780404      -0.2765224509       0.1652816542        5.101652422      0.09695687725     0.007214577115    -0.000170438649        13.25217996       0.9349394875       0.0518570881     0.003017582183
 "ARF3W22"                     47.15838             1.9325        1.046505764      -0.2616993229     -0.01067045273        5.494712806      -0.3003516424     0.006885204426    -0.000170438649        10.17214605       0.6588684848      0.05768856566     0.003017582183
 "OSW3"                        50.40838             4.5675       0.7532592058     -0.09091807168      -0.2116318416        10.49889843      -0.9685289718     0.006331278817    -0.000170438649        8.010122629       0.1945834868      0.06749570776     0.003017582183
 "HQ"                          52.69213                  0       0.6050376134       0.1233640254       -0.259736814        14.92265451       -1.438052041     0.005942039552    -0.000170438649        7.121362553      -0.1316660099      0.07438711107     0.003017582183
 "Q5W2"                        53.03063              0.677       0.5564336075      0.04622902257      -0.2390435407        14.15449836        1.043248372     0.005540295727    -0.001163222605        8.176749907       -1.680572611       0.0799601869      0.01678901211
 "HQ"                          53.36913                  0       0.5200868888     -0.01783717286      -0.2118754078        13.38634222        3.524548785     0.005138551903     -0.00215600656        9.232137261       -3.229479213      0.08553326273      0.03056044204
 "OQ1"                         53.41913                0.1        0.515336284      -0.0394882896      -0.2011276315        13.03890082        3.474413939     0.005030751575     -0.00215600656        9.561275264       -3.291380026      0.08706128483      0.03056044204
 "KX4W2"                       53.61913                0.3       0.5000105429      -0.1145597382      -0.1487008887        11.70929706        3.273874555     0.004599550263     -0.00215600656        10.95210825       -3.538983276      0.09317337324      0.03056044204
 "IPU4W2"                      53.76913                  0       0.4973437487      -0.1602285771     -0.09980236324        10.72713469        3.123470017     0.004276149279     -0.00215600656        12.01380323       -3.724685714      0.09775743954      0.03056044204
 "MC4W2Q"                      53.76913                  0       0.4783112053      -0.1578361524     -0.09667283817        10.91898051        3.232441804     0.004276149279    -0.001645443827        12.22866004       -3.843872718      0.09775743954       0.0305827753
 "MC4W2S"                      53.76913                  0       0.4599476359      -0.1554142816     -0.09352699709        11.11082633        3.341413592     0.004276149279    -0.001134881094        12.44351684       -3.963059722      0.09775743954      0.03060510856
 "MC4W2O"                      53.76913                  0       0.4599476359      -0.1554142816     -0.09352699709        11.11082633        3.341413592     0.004276149279    -0.001134881094        12.44351684       -3.963059722      0.09775743954      0.03060510856
 "OQ6"                        53.837065            0.13587       0.4586222011      -0.1741304665     -0.06653444335        10.66693458        3.267032776     0.004199051131    -0.001134881094        12.99436979       -4.054264758      0.09983659759      0.03060510856
 "HQ"                            53.905                  0       0.4591420367      -0.1911773699     -0.03752795746        10.22304284        3.192651961     0.004121952984    -0.001134881094        13.54522275       -4.145469794       0.1019157556      0.03060510856
 "Q6W2"                          54.295               0.78       0.4679725673      -0.2201978219      0.02484683598        9.332828437        1.258772468     0.003989176299   -0.0003493494175        14.58828007       -1.193701041       0.1054118896     0.008727721624
 "HQ"                            54.685                  0       0.4843721552       -0.243556005      0.09677172893        8.442614034      -0.6751070263     0.003856399615    0.0004361822593        15.63133739        1.758067712       0.1089080235     -0.01314966531
 "OQLBMD"                       54.7925              0.215       0.4878882917      -0.2389345398       0.0761382033        8.591747359       -0.693643373     0.003903289208    0.0004361822593        15.25940149        1.729934404       0.1074944345     -0.01314966531
 "MB2L"                            54.9                  0       0.4919005059      -0.2339847702      0.05602285865        8.740880684      -0.7121797197       0.0039501788    0.0004361822593         14.8874656        1.701801097       0.1060808454     -0.01314966531
 "HD"                              54.9                  0       0.4919005059      -0.2339847702      0.05602285865        8.740880684      -0.7121797197       0.0039501788    0.0004361822593         14.8874656        1.701801097       0.1060808454     -0.01314966531
 "BH"                             55.87               1.94       0.5299562704      -0.1107930786      -0.0911407369        10.44490361      -0.8792660155       0.0424450749      0.03972628926        12.04408772        1.461303674      0.09316806699     -0.01329236504
 "HD"                             56.84                  0       0.6603324949        0.230045514      -0.1914615692        12.14892654       -1.046352311      0.08093997099      0.07901639627        9.200709843        1.220806252      0.08025528853     -0.01343506477
 "MB2L"                           56.84                  0       0.6603324949        0.230045514      -0.1914615692        12.14892654       -1.046352311      0.08093997099      0.07901639627        9.200709843        1.220806252      0.08025528853     -0.01343506477
 "OBMBM"                          56.99                0.3        0.667280831       0.2540321198      -0.2030952535        12.47059164       -1.072216981      0.09279243043      0.07901639627        8.846648175         1.18020556      0.07824002882     -0.01343506477
 "MB2L"                           57.14                  0       0.6755262375         0.27930645       -0.213865403        12.79225673       -1.098081651       0.1046448899      0.07901639627        8.492586507        1.139604868       0.0762247691     -0.01343506477
 "HD"                             57.14                  0       0.6755262375         0.27930645       -0.213865403        12.79225673       -1.098081651       0.1046448899      0.07901639627        8.492586507        1.139604868       0.0762247691     -0.01343506477
 "BH"                             58.11               1.94       0.7982074984       0.9194358644      -0.2458328494        15.24415997       -1.265167947       0.2192842543       0.1183065033         6.77247431       0.8840211829      0.06307951001     -0.01353167972
 "HD"                             59.08                  0         1.00355548        2.016076707      -0.2482565932        17.69606321       -1.432254243       0.3339236187       0.1575966103        5.052362113        0.628437498      0.04993425091     -0.01362829468
 "MB2L"                           59.08                  0         1.00355548        2.016076707      -0.2482565932        17.69606321       -1.432254243       0.3339236187       0.1575966103        5.052362113        0.628437498      0.04993425091     -0.01362829468
 "OBMMC"                        59.2245              0.289         1.00669994        2.060389872      -0.2488422989         18.1171855       -1.457170541       0.3566963288       0.1575966103        4.882273556       0.5885417199      0.04796496233     -0.01362829468
 "KX7W2"                         59.519                0.3         1.01240761        2.150753895      -0.2489576845        18.99069324        -1.50795151       0.4031085306       0.1575966103        4.560015507       0.5072316391      0.04395142955     -0.01362829468
 "IPU7W2"                        59.669                  0        1.014923819        2.196652455      -0.2485319653        19.44307869        -1.53381618       0.4267480221       0.1575966103        4.407846016       0.4658173365      0.04190718535     -0.01362829468
 "MC7W2Q"                        59.669                  0        1.014923819        2.196652455      -0.2485319653        19.44307869        -1.53381618       0.4267480221       0.1575966103        4.407846016       0.4658173365      0.04190718535     -0.01362829468
 "MC7W2S"                        59.669                  0        1.014923819        2.196652455      -0.2485319653        19.44307869        -1.53381618       0.4267480221       0.1575966103        4.407846016       0.4658173365      0.04190718535     -0.01362829468
 "MC7W2O"                        59.669                  0        1.014923819        2.196652455      -0.2485319653        19.44307869        -1.53381618       0.4267480221       0.1575966103        4.407846016       0.4658173365      0.04190718535     -0.01362829468
 "OMCQL"                         59.707              0.076        1.015090697         2.20783032      -0.2483883455         19.5601467       -1.540368563       0.4327366933       0.1575966103        4.373241261       0.4553257132      0.04138931015     -0.01362829468
 "HQ"                            59.745                  0        1.015310826        2.219057233      -0.2482271917        19.67721471       -1.546920946       0.4387253645       0.1575966103        4.338636507       0.4448340899      0.04087143495     -0.01362829468
 "Q7W2"                         59.9325              0.375        1.010849408        2.145594015       -0.249110318        19.54319406       0.3486836934       0.4599907292       0.1127272018        4.345107928     -0.01767338826      0.03903254632    -0.009866762342
 "HQ"                             60.12                  0        1.023462982        2.195719392      -0.2482963689        19.40917342        2.244288332        0.481256094      0.06785779333        4.351579349      -0.4801808664      0.03719365769    -0.006105230002
 "OMISS1"                       62.7345              5.229        0.803113022        1.052035333      -0.1340942992        11.92594585        1.431101083       0.6586702946      0.06785779333        10.72849983       -1.219529638      0.02123153385    -0.006105230002
 "KX8W2"                         65.499                0.3        1.076148063       0.7001944776       0.3387053856         4.27134048       0.5712593728       0.8462631643      0.06785779333        17.70580928       -2.001296583     0.004353625506    -0.006105230002
 "IPU8W2"                        65.649                  0        1.071677934       0.6799754245        0.375277079        4.099962669       0.5246049121       0.8564418333      0.06785779333        18.30619825       -2.043714757     0.003437841005    -0.006105230002
 "MC8W2Q"                        65.649                  0        1.071677934       0.6799754245        0.375277079        4.099962669       0.5246049121       0.8564418333      0.06785779333        18.30619825       -2.043714757     0.003437841005    -0.006105230002
 "MC8W2S"                        65.649                  0        1.071677934       0.6799754245        0.375277079        4.099962669       0.5246049121       0.8564418333      0.06785779333        18.30619825       -2.043714757     0.003437841005    -0.006105230002
 "MC8W2O"                        65.649                  0        1.071677934       0.6799754245        0.375277079        4.099962669       0.5246049121       0.8564418333      0.06785779333        18.30619825       -2.043714757     0.003437841005    -0.006105230002
 "OMCQL"                         65.687              0.076        1.069932067       0.6743290085       0.3845227944        4.060990949       0.5127857821       0.8590204294      0.06785779333        18.46233727       -2.054460695     0.003205842265    -0.006105230002
 "HQ"                            65.725                  0        1.068287148        0.668944201       0.3938124557         4.02201923        0.500966652       0.8615990256      0.06785779333        18.61847628       -2.065206632     0.002973843525    -0.006105230002
 "Q8W2"                           65.96               0.47        1.063422945        0.662624231       0.3772178142        4.036540932     -0.03203480482       0.9020335612       0.1736543451        18.55081448        0.138581726     0.001483613269    -0.006282495379
 "HQ"                            66.195                  0        1.050266547       0.6096723917       0.3609001569        4.051062634      -0.5650362617       0.9424680969       0.2794508969        18.48315268        2.342370084   -6.616987738e-06    -0.006459760756
 "OMISS2"                        68.772              5.154       0.7622210938       0.4751624511      -0.1825480824         11.2886193       -1.404260122        1.662613058       0.2794508969        11.07187061        1.437967029     -0.01665342046    -0.006459760756
 "KX9W2"                         71.499                0.3        1.061838461        1.166634863      -0.2449079711        19.21387583       -2.292332868        2.424675654       0.2794508969        3.516312182       0.4809211889     -0.03426918804    -0.006459760756
 "IPU9W2"                        71.649                  0        1.061583733        1.218222319       -0.240839424        19.90157569       -2.341181754        2.466593288       0.2794508969        3.372035825       0.4282784034     -0.03523815215    -0.006459760756
 "MC9W2Q"                        71.649                  0        1.061583733        1.218222319       -0.240839424        19.90157569       -2.341181754        2.466593288       0.2794508969        3.372035825       0.4282784034     -0.03523815215    -0.006459760756
 "MC9W2S"                        71.649                  0        1.061583733        1.218222319       -0.240839424        19.90157569       -2.341181754        2.466593288       0.2794508969        3.372035825       0.4282784034     -0.03523815215    -0.006459760756
 "MC9W2O"                        71.649                  0        1.061583733        1.218222319       -0.240839424        19.90157569       -2.341181754        2.466593288       0.2794508969        3.372035825       0.4282784034     -0.03523815215    -0.006459760756
 "OMCQL"                         71.687              0.076         1.06075871        1.230481367      -0.2398721697        20.08044601       -2.353556805        2.477212422       0.2794508969        3.340500215       0.4149422311     -0.03548362306    -0.006459760756
 "HQ"                            71.725                  0        1.060035184        1.242988576      -0.2388873813        20.25931633       -2.365931857        2.487831557       0.2794508969        3.308964606       0.4016060588     -0.03572909397    -0.006459760756
 "Q9W2"                           71.95               0.45        1.056306894        1.238219647      -0.2394296102         20.2595653   -0.0005338405552         2.48509986     -0.01203481803         3.33141053     -0.05160765295     -0.03815089068     -0.01085723739
 "HQ"                            72.175                  0        1.052794781        1.235547213      -0.2400653389        20.25981428        2.364864175        2.482368163      -0.3035205329        3.353856454      -0.5048213647     -0.04057268738     -0.01525471402
 "OQLBM"                        72.5075              0.665        1.039166608        1.109996471       -0.250736587        18.75913003        2.256668035        2.381447586      -0.3035205329        3.772291851      -0.6292261622     -0.04564487979     -0.01525471402
 "MB2L"                           72.84                  0        1.035615028        1.004324304      -0.2588876026        17.25844579        2.148471895        2.280527009      -0.3035205329        4.190727249      -0.7536309597     -0.05071707221     -0.01525471402
 "HD"                             72.84                  0        1.035615028        1.004324304      -0.2588876026        17.25844579        2.148471895        2.280527009      -0.3035205329        4.190727249      -0.7536309597     -0.05071707221     -0.01525471402
 "BH"                             73.81               1.94       0.9415754501       0.6410463926      -0.2681642001        13.70577738        1.833156432        2.024486916      -0.2642304259        6.340068327        -1.10461576     -0.06543879503     -0.01515448549
 "HD"                             74.78                  0       0.9682199847        0.585775434      -0.2281710633        10.15310898        1.517840969        1.768446823      -0.2249403189        8.489409404        -1.45560056     -0.08016051786     -0.01505425697
 "MB2L"                           74.78                  0       0.9682199847        0.585775434      -0.2281710633        10.15310898        1.517840969        1.768446823      -0.2249403189        8.489409404        -1.45560056     -0.08016051786     -0.01505425697
 "OBMBM"                          74.93                0.3       0.9632257154       0.5597269126      -0.2166856547        9.712399772         1.46903068        1.734705776      -0.2249403189        8.942621321        -1.51070639      -0.0824186564     -0.01505425697
 "MB2L"                           75.08                  0       0.9610822773        0.540121885      -0.2035646285        9.271690568        1.420220391        1.700964728      -0.2249403189        9.395833238        -1.56581222     -0.08467679495     -0.01505425697
 "HD"                             75.08                  0       0.9610822773        0.540121885      -0.2035646285        9.271690568        1.420220391        1.700964728      -0.2249403189        9.395833238        -1.56581222     -0.08467679495     -0.01505425697
 "BH"                             76.05               1.94       0.9230760085       0.5038569206     -0.07042876575        7.130378042        1.104904928        1.521069103      -0.1856502119        13.08792678       -1.897486051     -0.09915362086     -0.01490238954
 "HD"                             77.02                  0       0.9819398384       0.6390645404       0.1396781049        4.989065516       0.7895894651        1.341173479      -0.1463601049        16.78002032       -2.229159882      -0.1136304468     -0.01475052211
 "MB2L"                           77.02                  0       0.9819398384       0.6390645404       0.1396781049        4.989065516       0.7895894651        1.341173479      -0.1463601049        16.78002032       -2.229159882      -0.1136304468     -0.01475052211
 "OBMMC"                        77.1645              0.289       0.9796854412       0.6310424454        0.176918961        4.774463107       0.7425688869        1.320024444      -0.1463601049        17.43910298       -2.280562843      -0.1157618972     -0.01475052211
 "KX10W2"                        77.459                0.3        0.976933155       0.6237779075       0.2581231256        4.365839293         0.64673802        1.276921393      -0.1463601049        18.81378323       -2.385325278       -0.120105926     -0.01475052211
 "IPU10W2"                       77.609                  0       0.9765222496       0.6249478465       0.3021709807        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52938081       -2.438684752      -0.1223185043     -0.01475052211
 "MC10W2Q"                       77.609                  0       0.9765222496       0.6249478465       0.3021709807        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52938081       -2.438684752      -0.1223185043     -0.01475052211
 "MC10W2S"                       77.609                  0       0.9765222496       0.6249478465       0.3021709807        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52938081       -2.438684752      -0.1223185043     -0.01475052211
 "MC10W2O"                       77.609                  0       0.9765222496       0.6249478465       0.3021709807        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52938081       -2.438684752      -0.1223185043     -0.01475052211
 "OMCQL"                         77.647              0.076       0.9759244858       0.6244003011       0.3135745044         4.12731514       0.5855624581        1.249405693      -0.1463601049         19.7157482       -2.452202486      -0.1228790241     -0.01475052211
