@ NAME             %03s "IBS"
@ TYPE             %03s "IBS"
@ TITLE            %08s "no-title"
@ ORIGIN           %18s "5.09.03 Windows 64"
@ DATE             %08s "27/01/26"
@ TIME             %08s "16.10.05"
* NAME                                S               DELS                TLI                TXI                TYI               BETX               ALFX                 DX                DPX               BETY               ALFY                 DY                DPY 
 "MC12W2O"                       89.569                  0        1.135055006        1.002421277       0.3059521972        3.397589436       0.4544068709        1.254847625      -0.1453540933        18.48936829       -2.113401477    -0.001984233318     0.006231816742
 "OMCQL"                         89.607              0.076        1.134301366        1.001885409       0.3162103644        3.364080044        0.440913053        1.249324169      -0.1453540933        18.65084066       -2.124636349    -0.001747424282     0.006231816742
 "HQ"                            89.645                  0        1.133704571        1.002046261       0.3265644275        3.330570652       0.4274192352        1.243800714      -0.1453540933        18.81231302       -2.135871222    -0.001510615245     0.006231816742
 "Q12W2"                          89.88               0.47        1.132319024        0.993678328       0.3234236278        3.347415513     -0.03715968214        1.243926917    0.0005420064505        18.76643333      0.09396863396   -3.151301256e-05     0.006235581986
 "HQ"                            90.115                  0        1.133388129         1.00462858       0.3208034544        3.364260374      -0.5017385995         1.24405312       0.1464381062        18.72055363         2.32380849      0.00144758922      0.00623934723
 "OQLBM"                        90.4475              0.665        1.128960546        0.985204321       0.2253854182        3.780185954      -0.6254519995        1.292743791       0.1464381062        17.25081378        2.210135112     0.003522172174      0.00623934723
 "MB2L"                           90.78                  0        1.138970172        1.024679838       0.1394135641        4.196111533      -0.7491653995        1.341434461       0.1464381062        15.78107393        2.096461735     0.005596755128      0.00623934723
 "HD"                             90.78                  0        1.138970172        1.024679838       0.1394135641        4.196111533      -0.7491653995        1.341434461       0.1464381062        15.78107393        2.096461735     0.005596755128      0.00623934723
 "BH"                             91.75               1.94        1.052827419       0.7936837379     -0.07072626661        6.346722238       -1.109702735        1.521405669       0.1857282133        12.32254134         1.77745154      0.01164060691     0.006221518038
 "HD"                             92.72                  0        1.078274827       0.8146341907      -0.2004345306        8.497332942        -1.47024007        1.701376877       0.2250183203        8.864008749        1.458441345      0.01768445868     0.006203688845
 "MB2L"                           92.72                  0        1.078274827       0.8146341907      -0.2004345306        8.497332942        -1.47024007        1.701376877       0.2250183203        8.864008749        1.458441345      0.01768445868     0.006203688845
 "OBMBM"                          92.87                0.3        1.076990236       0.8345513442      -0.2131533147         8.95514813       -1.526050626        1.735129625       0.2250183203        8.442351477        1.405524241      0.01861501201     0.006203688845
 "MB2L"                           93.02                  0        1.079051116       0.8638615585        -0.22416554        9.412963317       -1.581861182        1.768882373       0.2250183203        8.020694204        1.352607137      0.01954556534     0.006203688845
 "HD"                             93.02                  0        1.079051116       0.8638615585        -0.22416554        9.412963317       -1.581861182        1.768882373       0.2250183203        8.020694204        1.352607137      0.01954556534     0.006203688845
 "BH"                             93.99               1.94        1.007746965       0.7743014112          -0.265127        13.17734355       -1.942398517         2.02499805       0.2643084273        6.044499034        1.015630489      0.02553410489     0.006164579847
 "HD"                             94.96                  0        1.063708709        1.005773093      -0.2570582847        16.94172379       -2.302935853        2.281113726       0.3035985343        4.068303864       0.6786538416      0.03152264445     0.006125470848
 "MB2L"                           94.96                  0        1.063708709        1.005773093      -0.2570582847        16.94172379       -2.302935853        2.281113726       0.3035985343        4.068303864       0.6786538416      0.03152264445     0.006125470848
 "OBMMC"                        95.1045              0.289        1.063246762          1.0524202      -0.2536650935         17.6228101       -2.356700022        2.324983714       0.3035985343        3.887165436       0.6267765674      0.03240777499     0.006125470848
 "KX13W2"                        95.399                0.3        1.062432195        1.154082533      -0.2458286282        19.04377883       -2.466274748        2.414393483       0.3035985343        3.549712772       0.5210474516      0.03421172615     0.006125470848
 "IPU13W2"                       95.549                  0        1.061975366        1.209014018      -0.2414904678        19.78366125       -2.522085304        2.459933263       0.3035985343        3.393398537         0.46719561      0.03513054678     0.006125470848
 "MC13W2Q"                       95.549                  0        1.061975366        1.209014018      -0.2414904678        19.78366125       -2.522085304        2.459933263       0.3035985343        3.393398537         0.46719561      0.03513054678     0.006125470848
 "MC13W2S"                       95.549                  0        1.061975366        1.209014018      -0.2414904678        19.78366125       -2.522085304        2.459933263       0.3035985343        3.393398537         0.46719561      0.03513054678     0.006125470848
 "MC13W2O"                       95.549                  0        1.061975366        1.209014018      -0.2414904678        19.78366125       -2.522085304        2.459933263       0.3035985343        3.393398537         0.46719561      0.03513054678     0.006125470848
 "OMCQL"                         95.587              0.076        1.061100373        1.222176127      -0.2404469877        19.97641428       -2.536223978        2.471470007       0.3035985343        3.358928498       0.4535531434      0.03536331467     0.006125470848
 "HQ"                            95.625                  0        1.060344699        1.235627928       -0.239382615         20.1691673       -2.550362653        2.483006751       0.3035985343        3.324458459       0.4399106769      0.03559608256     0.006125470848
 "Q13W2"                          95.86               0.47        1.056317903        1.233061792      -0.2396799842        20.21449079     -0.09274923855        2.483077698    0.0002990345354        3.339160288     -0.03245741121      0.03808470075       0.0106900382
 "HQ"                            96.095                  0        1.052662636        1.234176815      -0.2400719012        20.25981428        2.364864175        2.483148645      -0.3030004652        3.353862117      -0.5048254993      0.04057331893      0.01525460554
 "OQLBM"                        96.4275              0.665        1.039008692         1.10842354      -0.2507471792        18.75913003        2.256668035         2.38240099      -0.3030004652          3.7723004      -0.6292305005      0.04564547528      0.01525460554
 "MB2L"                           96.76                  0        1.035443902        1.002689767      -0.2589020317        17.25844579        2.148471895        2.281653336      -0.3030004652        4.190738683      -0.7536355018      0.05071763162      0.01525460554
 "HD"                             96.76                  0        1.035443902        1.002689767      -0.2589020317        17.25844579        2.148471895        2.281653336      -0.3030004652        4.190738683      -0.7536355018      0.05071763162      0.01525460554
 "BH"                             97.73               1.94       0.9418303081       0.6427708785      -0.2681424798        13.70577738        1.833156432         2.02611719      -0.2637103582        6.340089665        -1.10462085      0.06543924839      0.01515437632
 "HD"                              98.7                  0       0.9689025212       0.5906951461      -0.2281308051        10.15310898        1.517840969        1.770581044      -0.2244202512        8.489440648       -1.455606199      0.08016086516       0.0150541471
 "MB2L"                            98.7                  0       0.9689025212       0.5906951461      -0.2281308051        10.15310898        1.517840969        1.770581044      -0.2244202512        8.489440648       -1.455606199      0.08016086516       0.0150541471
 "OBMBM"                          98.85                0.3       0.9638951663       0.5645062816      -0.2166634696        9.712399772         1.46903068        1.736918007      -0.2244202512        8.942654282       -1.510712116      0.08241898723       0.0150541471
 "MB2L"                              99                  0       0.9617398313       0.5447982604      -0.2035626929        9.271690568        1.420220391        1.703254969      -0.2244202512        9.395867917       -1.565818033      0.08467710929       0.0150541471
 "HD"                                99                  0       0.9617398313       0.5447982604      -0.2035626929        9.271690568        1.420220391        1.703254969      -0.2244202512        9.395867917       -1.565818033      0.08467710929       0.0150541471
 "BH"                             99.97               1.94       0.9238884234       0.5095912634      -0.0706018434        7.130378042        1.104904928        1.523863292      -0.1851301442        13.08797369       -1.897492339      0.09915382816      0.01490227936
 "HD"                            100.94                  0        0.982763597       0.6463390945       0.1390958438        4.989065516       0.7895894651        1.344471614      -0.1458400372        16.78007947       -2.229166646        0.113630547      0.01475041161
 "MB2L"                          100.94                  0        0.982763597       0.6463390945       0.1390958438        4.989065516       0.7895894651        1.344471614      -0.1458400372        16.78007947       -2.229166646        0.113630547      0.01475041161
 "OBMMC"                       101.0845              0.289       0.9804676547       0.6381410896       0.1762448116        4.774463107       0.7425688869        1.323397729      -0.1458400372        17.43916411       -2.280569685       0.1157619815      0.01475041161
 "KX14W2"                       101.379                0.3       0.9776270779       0.6305632784       0.2572414897        4.365839293         0.64673802        1.280447838      -0.1458400372        18.81384843        -2.38533228       0.1201059777      0.01475041161
 "IPU14W2"                      101.529                  0       0.9771697669       0.6316018746       0.3011728075        4.171817887       0.5979277312        1.258571832      -0.1458400372        19.52944812       -2.438691836       0.1223185395      0.01475041161
 "MC14W2Q"                      101.529                  0       0.9771697669       0.6316018746       0.3011728075        4.171817887       0.5979277312        1.258571832      -0.1458400372        19.52944812       -2.438691836       0.1223185395      0.01475041161
 "MC14W2S"                      101.529                  0       0.9771697669       0.6316018746       0.3011728075        4.171817887       0.5979277312        1.258571832      -0.1458400372        19.52944812       -2.438691836       0.1223185395      0.01475041161
 "MC14W2O"                      101.529                  0       0.9771697669       0.6316018746       0.3011728075        4.171817887       0.5979277312        1.258571832      -0.1458400372        19.52944812       -2.438691836       0.1223185395      0.01475041161
 "OMCQL"                        101.567              0.076       0.9765603059       0.6310133804       0.3125459221         4.12731514        0.585562458        1.253029911      -0.1458400372        19.71581605        -2.45220959       0.1228790551      0.01475041161
 "HQ"                           101.605                  0       0.9761012881       0.6308917982       0.3240345812        4.082812393       0.5731971849         1.24748799      -0.1458400372        19.90218398       -2.465727344       0.1234395708      0.01475041161
 "Q14W2"                         101.84               0.47        0.975404051       0.6245912872       0.3266930649        4.065967532      0.03715968213        1.247601392    0.0004870297236        19.94806342     -0.09396811968       0.1234399352    1.536598993e-06
 "HQ"                           102.075                  0       0.9762693482       0.6283174976       0.3294413526        4.049122671      -0.4988778206        1.247714794       0.1468140966        19.99394286        2.277791105       0.1234402997     -0.01474733841
 "OQLBM"                       102.4075              0.665       0.9740505863       0.6150363987       0.2385866609        4.449074596      -0.6014314669        1.296530482       0.1468140966        18.54764838        2.174878912       0.1185368097     -0.01474733841
 "MB2L"                          102.74                  0       0.9821828499       0.6338124388       0.1556969673        4.849026522      -0.7039851132        1.345346169       0.1468140966        17.10135391         2.07196672       0.1136333197     -0.01474733841
 "HD"                            102.74                  0       0.9821828499       0.6338124388       0.1556969673        4.849026522      -0.7039851132        1.345346169       0.1468140966        17.10135391         2.07196672       0.1136333197     -0.01474733841
 "BH"                            103.71               1.94       0.9268194864       0.5146372452     -0.04819554897        6.792568927       -1.002856685        1.525681713       0.1861042036        13.62537977        1.786415314       0.0991595777     -0.01489921496
 "HD"                            104.68                  0       0.9539581213       0.5443099726      -0.1830140847        8.736111332       -1.301728257        1.706017257       0.2253943106        10.14940563        1.500863907      0.08468583571     -0.01505109151
 "MB2L"                          104.68                  0       0.9539581213       0.5443099726      -0.1830140847        8.736111332       -1.301728257        1.706017257       0.2253943106        10.14940563        1.500863907      0.08468583571     -0.01505109151
 "OBMBM"                         104.83                0.3       0.9538410416       0.5577637918      -0.1974626556         9.14050925        -1.34799306        1.739826403       0.2253943106        9.713567661        1.452793223      0.08242817198     -0.01505109151
 "MB2L"                          104.98                  0       0.9561521765       0.5768926619      -0.2104097581        9.544907168       -1.394257863         1.77363555       0.2253943106        9.277729694        1.404722539      0.08017050825     -0.01505109151
 "HD"                            104.98                  0       0.9561521765       0.5768926619      -0.2104097581        9.544907168       -1.394257863         1.77363555       0.2253943106        9.277729694        1.404722539      0.08017050825     -0.01505109151
 "BH"                            105.95               1.94        0.921908328       0.6136271577       -0.261419505        12.82620239       -1.693129435        2.030115562       0.2646844176        7.136201528        1.100600453      0.06545184107     -0.01515134002
 "HD"                            106.92                  0       0.9878239132       0.9080837474      -0.2662320115        16.10749762       -1.992001006        2.286595574       0.3039745246        4.994673361       0.7964783666      0.05073317389     -0.01525158853
 "MB2L"                          106.92                  0       0.9878239132       0.9080837474      -0.2662320115        16.10749762       -1.992001006        2.286595574       0.3039745246        4.994673361       0.7964783666      0.05073317389     -0.01525158853
 "OBMMC"                       107.0645              0.289       0.9895298509        0.944736969       -0.264396725        16.69606619       -2.036569433        2.330519893       0.3039745246        4.778156157       0.7491944756      0.04852931935     -0.01525158853
 "KX15W2"                       107.359                0.3       0.9938192917        1.025454218      -0.2592138892        17.92285555       -2.127402663         2.42004039       0.3039745246        4.365790866       0.6528269609      0.04403772653     -0.01525158853
 "IPU15W2"                      107.509                  0       0.9963919124        1.069625514      -0.2559441039        18.56107635       -2.173667466        2.465636569       0.3039745246        4.169942777       0.6037433371      0.04174998825     -0.01525158853
 "MC15W2Q"                      107.509                  0       0.9963919124        1.069625514      -0.2559441039        18.56107635       -2.173667466        2.465636569       0.3039745246        4.169942777       0.6037433371      0.04174998825     -0.01525158853
 "MC15W2S"                      107.509                  0       0.9963919124        1.069625514      -0.2559441039        18.56107635       -2.173667466        2.465636569       0.3039745246        4.169942777       0.6037433371      0.04174998825     -0.01525158853
 "MC15W2O"                      107.509                  0       0.9963919124        1.069625514      -0.2559441039        18.56107635       -2.173667466        2.465636569       0.3039745246        4.169942777       0.6037433371      0.04174998825     -0.01525158853
 "OMCQL"                        107.547              0.076       0.9965483528        1.080562403      -0.2551039827        18.72716583       -2.185387882        2.477187601       0.3039745246        4.125003307       0.5913088191      0.04117042788     -0.01525158853
 "HQ"                           107.585                  0       0.9968094186        1.091713439      -0.2542363377        18.89325531       -2.197108299        2.488738633       0.3039745246        4.080063837       0.5788743011      0.04059086752     -0.01525158853
 "Q15W2"                         107.82               0.47       0.9999700676        1.089747124      -0.2539414461        18.84793182      0.09274923855        2.488734843   -1.597605644e-05        4.065361163      0.03245927587      0.03810347553     -0.01068477097
 "HQ"                           108.055                  0        1.003532864        1.091746234      -0.2537648429        18.80260833        2.382606776        2.488731052      -0.3040064768        4.050658489      -0.5139557493      0.03561608355    -0.006117953407
 "OQLBM"                       108.3875              0.665        1.003580996       0.9881635669       -0.260700389        17.29669198         2.26453587        2.387648899      -0.3040064768        4.461444999       -0.617724074      0.03358186404    -0.006117953407
 "MB2L"                          108.72                  0        1.013031757       0.9073666582      -0.2651184234        15.79077562        2.146464964        2.286566745      -0.3040064768        4.872231508      -0.7214923987      0.03154764453    -0.006117953407
 "HD"                            108.72                  0        1.013031757       0.9073666582      -0.2651184234        15.79077562        2.146464964        2.286566745      -0.3040064768        4.872231508      -0.7214923987      0.03154764453    -0.006117953407
 "BH"                            109.69               1.94        0.984484287          0.7401945      -0.2591603773        12.29776857         1.80237152        2.030055771      -0.2647163697        6.840593915       -1.011604979      0.02556635975    -0.006157111808
 "HD"                            110.66                  0         1.06343211       0.8478509514      -0.2066450031        8.804761509        1.458278076        1.773544797      -0.2254262627        8.808956322        -1.30171756      0.01958507497    -0.006196270209
 "MB2L"                          110.66                  0         1.06343211       0.8478509514      -0.2066450031        8.804761509        1.458278076        1.773544797      -0.2254262627        8.808956322        -1.30171756      0.01958507497    -0.006196270209
 "OBMBM"                         110.81                0.3        1.064271273       0.8263600697      -0.1940913829        8.383257608        1.405013006        1.739730858      -0.2254262627        9.213236113       -1.347599305      0.01865563444    -0.006196270209
 "MB2L"                          110.96                  0        1.068011573       0.8134180245      -0.1799527952        7.961753706        1.351747935        1.705916919      -0.2254262627        9.617515905       -1.393481051      0.01772619391    -0.006196270209
 "HD"                            110.96                  0        1.068011573       0.8134180245      -0.1799527952        7.961753706        1.351747935        1.705916919      -0.2254262627        9.617515905       -1.393481051      0.01772619391    -0.006196270209
 "BH"                            111.93               1.94        1.055293137       0.8026430962     -0.04820816573        6.008913123        1.007654491        1.525550413      -0.1861361557        12.85990344       -1.666367618       0.0116894762    -0.006214174252
 "HD"                             112.9                  0        1.138842447        1.018620615       0.1559939739         4.05607254       0.6635610475        1.345183907      -0.1468460487        16.10229097       -1.939254185     0.005652758495    -0.006232078295
 "MB2L"                           112.9                  0        1.138842447        1.018620615       0.1559939739         4.05607254       0.6635610475        1.345183907      -0.1468460487        16.10229097       -1.939254185     0.005652758495    -0.006232078295
 "OBMMC"                       113.0445              0.289        1.137412785        1.010511939       0.1904095369         3.87913257       0.6122490297        1.323964653      -0.1468460487        16.67508209       -1.981976189     0.004752223181    -0.006232078295
 "KX16W2"                       113.339                0.3        1.135593169        1.005782913       0.2648001199        3.549891018       0.5076719413        1.280718492      -0.1468460487         17.8685871       -2.069046293     0.002916876123    -0.006232078295
 "IPU16W2"                      113.489                  0        1.135278113        1.009864467        0.304780902        3.397589436       0.4544068709        1.258691585      -0.1468460487        18.48930099       -2.113394393     0.001982064379    -0.006232078295
 "MC16W2Q"                      113.489                  0        1.135278113        1.009864467        0.304780902        3.397589436       0.4544068709        1.258691585      -0.1468460487        18.48930099       -2.113394393     0.001982064379    -0.006232078295
 "MC16W2S"                      113.489                  0        1.135278113        1.009864467        0.304780902        3.397589436       0.4544068709        1.258691585      -0.1468460487        18.48930099       -2.113394393     0.001982064379    -0.006232078295
 "MC16W2O"                      113.489                  0        1.135278113        1.009864467        0.304780902        3.397589436       0.4544068709        1.258691585      -0.1468460487        18.48930099       -2.113394393     0.001982064379    -0.006232078295
 "OMCQL"                        113.527              0.076        1.134534267        1.009359293       0.3150330105        3.364080044        0.440913053        1.253111435      -0.1468460487        18.65077281       -2.124629245     0.001745245404    -0.006232078295
 "HQ"                           113.565                  0        1.133947121        1.009553178       0.3253812813        3.330570652       0.4274192352        1.247531285      -0.1468460487        18.81224463       -2.135864098     0.001508426429    -0.006232078295
 "Q16W2"                          113.8               0.47        1.132647819         1.00142359       0.3223324956        3.347415513     -0.03715968213        1.247405082   -0.0005420064505        18.76636544      0.09396760536    2.932418924e-05    -0.006235582014
 "HQ"                           114.035                  0        1.133794015        1.012643175       0.3198041326        3.364260374      -0.5017385995        1.247278878       0.1457620358        18.72048625        2.323799308     -0.00144977805    -0.006239085732
 "OQLBM"                       114.3675              0.665        1.129511347       0.9934967832       0.2246575431        3.780185954      -0.6254519995        1.295744755       0.1457620358        17.25075228        2.210126279    -0.003524274056    -0.006239085732
 "MB2L"                           114.7                  0        1.139648916        1.033587805       0.1389142946        4.196111533      -0.7491653995        1.344210632       0.1457620358         15.7810183        2.096453251    -0.005598770062    -0.006239085732
 "HD"                             114.7                  0        1.139648916        1.033587805       0.1389142946        4.196111533      -0.7491653995        1.344210632       0.1457620358         15.7810183        2.096453251    -0.005598770062    -0.006239085732
 "BH"                            115.67               1.94        1.053671557       0.8010764471     -0.07080626472        6.346722238       -1.109702735        1.523526726       0.1850521428        12.32250031        1.777444036     -0.01164236519    -0.006221253846
 "HD"                            116.64                  0        1.079085148       0.8213898294      -0.2003536452        8.497332942        -1.47024007        1.702842819       0.2243422498        8.863982318        1.458434821     -0.01768596032    -0.006203421961
 "MB2L"                          116.64                  0        1.079085148       0.8213898294      -0.2003536452        8.497332942        -1.47024007        1.702842819       0.2243422498        8.863982318        1.458434821     -0.01768596032    -0.006203421961
 "OBMBM"                         116.79                0.3        1.077818102        0.841434956      -0.2130567376        8.955148129       -1.526050626        1.736494157       0.2243422498        8.442326954        1.405517881     -0.01861647362    -0.006203421961
 "MB2L"                          116.94                  0        1.079896758       0.8709187101      -0.2240556042        9.412963317       -1.581861182        1.770145494       0.2243422498         8.02067159        1.352600941     -0.01954698691    -0.006203421961
 "HD"                            116.94                  0        1.079896758       0.8709187101      -0.2240556042        9.412963317       -1.581861182        1.770145494       0.2243422498         8.02067159        1.352600941     -0.01954698691    -0.006203421961
 "BH"                            117.91               1.94        1.008231712       0.7781662553      -0.2650583387        13.17734355       -1.942398517        2.025606057       0.2636323568         6.04448641        1.015625355     -0.02553526548    -0.006164311185
 "HD"                            118.88                  0         1.06379559        1.006554438      -0.2570481402        16.94172379       -2.302935852        2.281066619       0.3029224639         4.06830123       0.6786497684     -0.03152354405    -0.006125200409
 "MB2L"                          118.88                  0         1.06379559        1.006554438      -0.2570481402        16.94172379       -2.302935852        2.281066619       0.3029224639         4.06830123       0.6786497684     -0.03152354405    -0.006125200409
 "OBMMC"                       119.0245              0.289         1.06333815        1.053265781      -0.2536555173         17.6228101       -2.356700022        2.324838915       0.3029224639        3.887163932        0.626772657      -0.0324086355    -0.006125200409
 "KX17W2"                       119.319                0.3        1.062534832        1.155089656      -0.2458204601        19.04377883       -2.466274748         2.41404958       0.3029224639        3.549713472        0.521043873     -0.03421250703    -0.006125200409
 "IPU17W2"                      119.469                  0        1.062084798        1.210119474      -0.2414830824        19.78366125       -2.522085304         2.45948795       0.3029224639         3.39340031       0.4671922003     -0.03513128709    -0.006125200409
 "MC17W2Q"                      119.469                  0        1.062084798        1.210119474      -0.2414830824        19.78366125       -2.522085304         2.45948795       0.3029224639         3.39340031       0.4671922003     -0.03513128709    -0.006125200409
 "MC17W2S"                      119.469                  0        1.062084798        1.210119474      -0.2414830824        19.78366125       -2.522085304         2.45948795       0.3029224639         3.39340031       0.4671922003     -0.03513128709    -0.006125200409
 "MC17W2O"                      119.469                  0        1.062084798        1.210119474      -0.2414830824        19.78366125       -2.522085304         2.45948795       0.3029224639         3.39340031       0.4671922003     -0.03513128709    -0.006125200409
 "OMCQL"                        119.507              0.076        1.061210863         1.22330076      -0.2404398687        19.97641428       -2.536223978        2.470999003       0.3029224639        3.358930527       0.4535497766      -0.0353640447    -0.006125200409
 "HQ"                           119.545                  0        1.060456439        1.236773834       -0.239375748         20.1691673       -2.550362653        2.482510057       0.3029224639        3.324460744       0.4399073528     -0.03559680232    -0.006125200409
 "Q17W2"                         119.78               0.47        1.056425586        1.234188471      -0.2396748166        20.21449079     -0.09274923855         2.48243911   -0.0002990345354        3.339164263     -0.03246114053      -0.0380853764     -0.01068984873
 "HQ"                           120.015                  0        1.052792875        1.235544245      -0.2400656331        20.25981428        2.364864175        2.482368163      -0.3035205329        3.353867781      -0.5048296339     -0.04057395047     -0.01525449706
 "OQLBM"                       120.3475              0.665        1.039164025        1.109992675      -0.2507369315        18.75913003        2.256668035        2.381447586      -0.3035205329        3.772308949      -0.6292348389     -0.04564607075     -0.01525449706
 "MB2L"                          120.68                  0        1.035611875        1.004319937      -0.2588879425        17.25844579        2.148471895        2.280527009      -0.3035205329        4.190750117      -0.7536400439     -0.05071819102     -0.01525449706
 "HD"                            120.68                  0        1.035611875        1.004319937      -0.2588879425        17.25844579        2.148471895        2.280527009      -0.3035205329        4.190750117      -0.7536400439     -0.05071819102     -0.01525449706
 "BH"                            121.65               1.94       0.9415715694       0.6410419556      -0.2681641229        13.70577738        1.833156432        2.024486916      -0.2642304259        6.340111004       -1.104625941     -0.06543970173     -0.01515426714
 "HD"                            122.62                  0       0.9682155536       0.5857709547      -0.2281701321        10.15310898        1.517840969        1.768446823      -0.2249403189        8.489471891       -1.455611838     -0.08016121244     -0.01505403723
 "MB2L"                          122.62                  0       0.9682155536       0.5857709547      -0.2281701321        10.15310898        1.517840969        1.768446823      -0.2249403189        8.489471891       -1.455611838     -0.08016121244     -0.01505403723
 "OBMBM"                         122.77                0.3       0.9632212697       0.5597225381      -0.2166845458        9.712399772         1.46903068        1.734705776      -0.2249403189        8.942687244       -1.510717842     -0.08241931803     -0.01505403723
 "MB2L"                          122.92                  0       0.9610778122       0.5401175997      -0.2035633335        9.271690568        1.420220391        1.700964728      -0.2249403189        9.395902597       -1.565823846     -0.08467742361     -0.01505403723
 "HD"                            122.92                  0       0.9610778122       0.5401175997      -0.2035633335        9.271690568        1.420220391        1.700964728      -0.2249403189        9.395902597       -1.565823846     -0.08467742361     -0.01505403723
 "BH"                            123.89               1.94       0.9230717096       0.5038530935     -0.07042608795        7.130378042        1.104904928        1.521069103      -0.1856502119        13.08802061       -1.897498628     -0.09915403544     -0.01490216917
 "HD"                            124.86                  0       0.9819354288       0.6390605662       0.1396824134        4.989065516       0.7895894651        1.341173479      -0.1463601049        16.78013862       -2.229173409      -0.1136306473     -0.01475030111
 "MB2L"                          124.86                  0       0.9819354288       0.6390605662       0.1396824134        4.989065516       0.7895894651        1.341173479      -0.1463601049        16.78013862       -2.229173409      -0.1136306473     -0.01475030111
 "OBMMC"                       125.0045              0.289       0.9796810558       0.6310385457       0.1769235231        4.774463107       0.7425688869        1.320024444      -0.1463601049        17.43922524       -2.280576527      -0.1157620658     -0.01475030111
 "KX18W2"                       125.299                0.3       0.9769288154       0.6237741278       0.2581282131        4.365839293         0.64673802        1.276921393      -0.1463601049        18.81391364       -2.385339282      -0.1201060295     -0.01475030111
 "IPU18W2"                      125.449                  0       0.9765179314       0.6249441105       0.3021763394        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52951542       -2.438698919      -0.1223185746     -0.01475030111
 "MC18W2Q"                      125.449                  0       0.9765179314       0.6249441105       0.3021763394        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52951542       -2.438698919      -0.1223185746     -0.01475030111
 "MC18W2S"                      125.449                  0       0.9765179314       0.6249441105       0.3021763394        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52951542       -2.438698919      -0.1223185746     -0.01475030111
 "MC18W2O"                      125.449                  0       0.9765179314       0.6249441105       0.3021763394        4.171817887       0.5979277312        1.254967377      -0.1463601049        19.52951542       -2.438698919      -0.1223185746     -0.01475030111
 "OMCQL"                        125.487              0.076       0.9759201747       0.6243965792        0.313579932         4.12731514        0.585562458        1.249405693      -0.1463601049        19.71588389       -2.452216694      -0.1228790861     -0.01475030111
 "HQ"                           125.525                  0       0.9754729174       0.6243125781       0.3250995824        4.082812393       0.5731971849        1.243844009      -0.1463601049        19.90225236       -2.465734469      -0.1234395975     -0.01475030111
 "Q18W2"                         125.76               0.47       0.9748299603       0.6182115711        0.327836398        4.065967532      0.03715968212        1.243730606   -0.0004870297236         19.9481313     -0.09396709102      -0.1234399358   -1.426030341e-06
 "HQ"                           125.995                  0       0.9757573239       0.6221353672       0.3306631895        4.049122671      -0.4988778206        1.243617204       0.1453860455        19.99401024        2.277800287       -0.123440274      0.01474744904
 "OQLBM"                       126.3275              0.665       0.9735750409       0.6091295495       0.2397240375        4.449074596      -0.6014314669        1.291958064       0.1453860455        18.54770989        2.174887745      -0.1185367472      0.01474744904
 "MB2L"                          126.66                  0       0.9817513177       0.6280646147        0.156739421        4.849026522      -0.7039851132        1.340298924       0.1453860455        17.10140954        2.071975204      -0.1136332204      0.01474744904
 "HD"                            126.66                  0       0.9817513177       0.6280646147        0.156739421        4.849026522      -0.7039851132        1.340298924       0.1453860455        17.10140954        2.071975204      -0.1136332204      0.01474744904
 "BH"                            127.63               1.94       0.9261389596        0.508781793      -0.0475301609        6.792568927       -1.002856685        1.519250682       0.1846761525         13.6254208        1.786422818     -0.09915937125      0.01489932528
 "HD"                             128.6                  0       0.9531006456       0.5375515504      -0.1827027739        8.736111332       -1.301728257         1.69820244       0.2239662595        10.14943206        1.500870431      -0.0846855221      0.01505120151
 "MB2L"                           128.6                  0       0.9531006456       0.5375515504      -0.1827027739        8.736111332       -1.301728257         1.69820244       0.2239662595        10.14943206        1.500870431      -0.0846855221      0.01505120151
 "OBMBM"                         128.75                0.3       0.9529832861       0.5510824805      -0.1971959336         9.14050925        -1.34799306        1.731797379       0.2239662595        9.713592183        1.452799583     -0.08242784187      0.01505120151
 "MB2L"                           128.9                  0       0.9552975796       0.5702668229      -0.2101858643        9.544907168       -1.394257863        1.765392318       0.2239662595        9.277752309        1.404728735     -0.08017016165      0.01505120151
 "HD"                             128.9                  0       0.9552975796       0.5702668229      -0.2101858643        9.544907168       -1.394257863        1.765392318       0.2239662595        9.277752309        1.404728735     -0.08017016165      0.01505120151
 "BH"                            129.87               1.94       0.9208974149       0.6069795988      -0.2614196426        12.82620239       -1.693129435        2.020488544       0.2632563665        7.136214151        1.100605587     -0.06545138829      0.01515144933
 "HD"                            130.84                  0       0.9869060565       0.9011702148      -0.2663754421        16.10749762       -1.992001006        2.275584771       0.3025464735        4.994675994       0.7964824397     -0.05073261492      0.01525169714
 "MB2L"                          130.84                  0       0.9869060565       0.9011702148      -0.2663754421        16.10749762       -1.992001006        2.275584771       0.3025464735        4.994675994       0.7964824397     -0.05073261492      0.01525169714
 "OBMMC"                       130.9845              0.289       0.9886269826       0.9379218474      -0.2645509898        16.69606619       -2.036569433        2.319302736       0.3025464735        4.778157661        0.749198386     -0.04852874469      0.01525169714
 "KX19W2"                       131.279                0.3       0.9929491716        1.018841237      -0.2593862123        17.92285555       -2.127402663        2.408402672       0.3025464735        4.365790165       0.6528305395     -0.04403711988      0.01525169714
