800000000	204000	0.000480626898458183	0	0.01	0.02	0	0.21969785191114	0.0132508654086208	-0.271439508099327
800000098.047884	204766.034087869	0.00143648701844212	3.56189643264149e-005	0.01	0.0200114285714286	0	0.219697831337598	0.0132508655767639	-0.271439475388291
800000392.191532	205531.002359386	0.00238523558532108	7.12379286528298e-005	0.01	0.0200228571428571	0	0.219697769616975	0.013250866081193	-0.271439376941871
800000882.430928	206294.905752927	0.00332696712230463	0.000106856892979245	0.01	0.0200342857142857	0	0.219697666749277	0.0132508669219075	-0.271439212760173
800001568.766031	207057.745206863	0.0042617745066682	0.00014247585730566	0.01	0.0200457142857143	0	0.219697522734521	0.0132508680989063	-0.271438982843377
800002451.196779	207819.52165957	0.00518974899321593	0.000178094821632074	0.01	0.0200571428571429	0	0.219697337572731	0.0132508696121879	-0.271438687191737
800003529.723091	208580.236049421	0.00611098025878835	0.000213713785958489	0.01	0.0200685714285714	0	0.219697111263935	0.0132508714617504	-0.271438325805582
800004804.344863	209339.88931479	0.00702555641831056	0.000249332750284904	0.01	0.02008	0	0.219696843808172	0.0132508736475915	-0.271437898685313
800006275.061967	210098.482394049	0.00793356409821716	0.000284951714611319	0.01	0.0200914285714286	0	0.219696535205487	0.0132508761697085	-0.271437405831406
800007941.874259	210856.016225574	0.00883508841655607	0.000320570678937734	0.01	0.0201028571428571	0	0.219696185455932	0.013250879028098	-0.271436847244411
800009804.781569	211612.491747737	0.00973021305351387	0.000356189643264149	0.01	0.0201142857142857	0	0.219695794559568	0.0132508822227565	-0.271436222924953
800011863.783708	212367.909898913	0.0106190202697737	0.000391808607590564	0.01	0.0201257142857143	0	0.219695362516461	0.0132508857536799	-0.271435532873727
800014118.880465	213122.271617475	0.0115015909310607	0.000427427571916979	0.01	0.0201371428571429	0	0.219694889326686	0.0132508896208637	-0.271434777091506
800016570.071608	213875.577841797	0.0123780045509893	0.000463046536243394	0.01	0.0201485714285714	0	0.219694374990325	0.013250893824303	-0.271433955579135
800019217.356882	214627.829510253	0.013248339306219	0.000498665500569808	0.01	0.02016	0	0.219693819507468	0.0132508983639924	-0.271433068337534
800022060.736012	215379.027561216	0.0141126720710952	0.000534284464896223	0.01	0.0201714285714286	0	0.219693222878211	0.0132509032399262	-0.271432115367696
800025100.208703	216129.17293306	0.014971078440416	0.000569903429222638	0.01	0.0201828571428571	0	0.219692585102658	0.0132509084520981	-0.271431096670688
800028335.774635	216878.266564158	0.0158236327702984	0.000605522393549053	0.01	0.0201942857142857	0	0.219691906180922	0.0132509140005015	-0.27143001224765
800031767.433469	217626.309392885	0.0166704081808353	0.000641141357875468	0.01	0.0202057142857143	0	0.21969118611312	0.0132509198851293	-0.271428862099798
800035395.184845	218373.302357614	0.0175114765968034	0.000676760322201883	0.01	0.0202171428571429	0	0.219690424899379	0.013250926105974	-0.271427646228421
800039219.02838	219119.246396719	0.018346908774372	0.000712379286528298	0.01	0.0202285714285714	0	0.219689622539833	0.0132509326630277	-0.271426364634881
800043238.963671	219864.142448574	0.0191767743141483	0.000747998250854713	0.01	0.02024	0	0.219688779034623	0.013250939556282	-0.271425017320615
800047454.990294	220607.991451552	0.0200011416868271	0.000783617215181127	0.01	0.0202514285714286	0	0.219687894383898	0.0132509467857281	-0.271423604287132
800051867.107799	221350.794344027	0.0208200782722278	0.000819236179507543	0.01	0.0202628571428571	0	0.219686968587813	0.0132509543513567	-0.271422125536019
800056475.315722	222092.552064372	0.0216336503534293	0.000854855143833957	0.01	0.0202742857142857	0	0.219686001646531	0.0132509622531583	-0.271420581068932
800061279.613572	222833.265550962	0.0224419231644351	0.000890474108160372	0.01	0.0202857142857143	0	0.219684993560224	0.0132509704911228	-0.271418970887603
800066280.000839	223572.935742171	0.0232449608919996	0.000926093072486787	0.01	0.0202971428571429	0	0.219683944329069	0.0132509790652395	-0.271417294993839
800071476.47699	224311.563576371	0.0240428267166649	0.000961712036813202	0.01	0.0203085714285714	0	0.219682853953253	0.0132509879754977	-0.27141555338952
800076869.041473	225049.149991936	0.0248355828073364	0.000997331001139617	0.01	0.02032	0	0.219681722432967	0.0132509972218858	-0.271413746076598
800082457.693713	225785.695927241	0.0256232903634086	0.00103294996546603	0.01	0.0203314285714286	0	0.219680549768412	0.0132510068043922	-0.271411873057101
800088242.433113	226521.202320659	0.0264060096254555	0.00106856892979245	0.01	0.0203428571428571	0	0.219679335959796	0.0132510167230045	-0.271409934333131
800094223.259056	227255.670110563	0.0271837998908783	0.00110418789411886	0.01	0.0203542857142857	0	0.219678081007335	0.0132510269777101	-0.271407929906863
800100400.170904	227989.100235328	0.0279567195354484	0.00113980685844528	0.01	0.0203657142857143	0	0.21967678491125	0.0132510375684959	-0.271405859780545
800106773.167995	228721.493633328	0.0287248260374875	0.00117542582277169	0.01	0.0203771428571429	0	0.219675447671772	0.0132510484953485	-0.271403723956501
800113342.249648	229452.851242935	0.0294881759765617	0.00121104478709811	0.01	0.0203885714285714	0	0.219674069289138	0.0132510597582537	-0.271401522437127
800120107.41516	230183.174002523	0.0302468250787559	0.00124666375142452	0.01	0.0204	0	0.219672649763593	0.0132510713571973	-0.271399255224893
800127068.663806	230912.462850467	0.0310008282042054	0.00128228271575094	0.01	0.0204114285714286	0	0.21967118909539	0.0132510832921645	-0.271396922322343
800134225.994842	231640.71872514	0.0317502393821607	0.00131790168007735	0.01	0.0204228571428571	0	0.219669687284787	0.0132510955631399	-0.271394523732096
